code_id,split,n,k,r,rate,column_weight,seed,columns
code_n24_k12_cw3_028,train,24,12,12,0.5,3,3222282427,"[112, 1544, 2240, 52, 3104, 196, 70, 2336, 35, 140, 3136, 262, 1048, 104, 769, 13, 52, 328, 74, 2081, 1568, 800, 2180, 2068]"
code_n24_k12_cw3_029,train,24,12,12,0.5,3,3222282428,"[324, 262, 2096, 1029, 84, 1408, 268, 896, 772, 280, 164, 14, 352, 274, 3328, 2306, 2057, 322, 386, 1048, 2320, 70, 168, 1089]"
code_n24_k12_cw3_030,train,24,12,12,0.5,3,3222282429,"[82, 50, 518, 35, 164, 49, 1184, 268, 2312, 578, 644, 2336, 2128, 2053, 524, 642, 2082, 14, 1288, 2053, 140, 97, 580, 1344]"
code_n24_k12_cw3_031,train,24,12,12,0.5,3,3222282430,"[1288, 1090, 161, 529, 3074, 137, 656, 522, 522, 168, 1160, 193, 2561, 2128, 1057, 552, 11, 672, 1042, 548, 3328, 608, 280, 290]"
code_n24_k12_cw3_032,train,24,12,12,0.5,3,3222282431,"[133, 2116, 1092, 145, 3328, 584, 304, 2065, 273, 268, 261, 14, 19, 13, 3074, 196, 521, 200, 1600, 88, 2192, 656, 578, 56]"
code_n24_k12_cw3_033,train,24,12,12,0.5,3,3222282432,"[1057, 296, 656, 41, 324, 321, 137, 200, 560, 2054, 296, 324, 97, 1120, 1042, 7, 13, 265, 49, 289, 41, 2308, 776, 21]"
code_n24_k12_cw3_034,validation,24,12,12,0.5,3,3222282433,"[644, 1216, 1104, 1048, 148, 97, 152, 672, 2568, 273, 88, 1664, 448, 162, 2081, 56, 1288, 2305, 1552, 1104, 2116, 35, 67, 1288]"
code_n24_k12_cw3_035,train,24,12,12,0.5,3,3222282434,"[3584, 2562, 1096, 672, 265, 704, 1156, 2368, 1033, 1057, 1288, 1090, 3328, 104, 592, 138, 35, 289, 3080, 448, 324, 2082, 328, 324]"
code_n24_k12_cw3_036,train,24,12,12,0.5,3,3222282435,"[1033, 262, 1089, 521, 2128, 832, 21, 592, 1044, 161, 560, 2336, 1312, 73, 3073, 2240, 1058, 1544, 386, 2065, 772, 1288, 50, 3076]"
code_n24_k12_cw3_037,validation,24,12,12,0.5,3,3222282436,"[1537, 98, 3074, 140, 1792, 21, 289, 2128, 26, 274, 88, 3200, 289, 265, 328, 2058, 1284, 1048, 1090, 88, 193, 194, 1058, 1288]"
code_n24_k12_cw3_038,test,24,12,12,0.5,3,3222282437,"[1048, 2066, 2184, 3088, 2561, 112, 2320, 193, 1041, 84, 11, 1344, 1120, 1153, 1060, 266, 2082, 2320, 1090, 1090, 73, 112, 1312, 2082]"
code_n24_k12_cw3_039,train,24,12,12,0.5,3,3222282438,"[2065, 3136, 289, 52, 2240, 672, 2592, 2308, 1089, 1036, 2576, 88, 1030, 1600, 50, 1540, 1090, 2178, 1120, 146, 1104, 1153, 152, 1537]"
code_n24_k12_cw3_040,train,24,12,12,0.5,3,3222282439,"[2592, 1029, 1168, 74, 608, 642, 276, 1281, 521, 145, 2432, 1048, 800, 137, 530, 1041, 1033, 322, 578, 1029, 2068, 2053, 1041, 784]"
code_n24_k12_cw3_041,train,24,12,12,0.5,3,3222282440,"[2054, 644, 82, 2568, 608, 2240, 578, 98, 25, 1184, 2368, 164, 11, 273, 2057, 2816, 100, 536, 776, 772, 14, 552, 1034, 2192]"
code_n24_k12_cw3_042,validation,24,12,12,0.5,3,3222282441,"[2562, 97, 2561, 2561, 49, 21, 25, 1284, 14, 578, 644, 28, 3200, 140, 2178, 548, 2096, 1060, 1538, 608, 2116, 1312, 2144, 98]"
code_n24_k12_cw3_043,train,24,12,12,0.5,3,3222282442,"[67, 52, 1057, 328, 1072, 515, 81, 3074, 2336, 2054, 832, 515, 44, 7, 548, 28, 524, 2082, 1034, 3073, 145, 42, 162, 784]"
code_n24_k12_cw3_044,train,24,12,12,0.5,3,3222282443,"[2184, 52, 81, 266, 524, 800, 532, 1288, 161, 88, 2208, 1540, 200, 560, 44, 3136, 1552, 2816, 145, 577, 1027, 800, 146, 2178]"
code_n24_k12_cw3_045,train,24,12,12,0.5,3,3222282444,"[261, 146, 1042, 3080, 385, 162, 2144, 2057, 536, 3104, 1041, 1153, 2116, 2116, 82, 2368, 552, 1538, 704, 518, 2308, 3104, 112, 1296]"
code_n24_k12_cw3_046,validation,24,12,12,0.5,3,3222282445,"[81, 3136, 262, 1042, 3104, 112, 324, 1537, 11, 44, 3584, 2306, 832, 13, 41, 321, 1792, 274, 145, 133, 161, 2057, 26, 1034]"
code_n24_k12_cw3_047,train,24,12,12,0.5,3,3222282446,"[552, 140, 2368, 1288, 274, 49, 104, 2320, 704, 1538, 545, 536, 2564, 98, 400, 146, 2564, 265, 336, 385, 1552, 42, 290, 7]"
code_n24_k12_cw3_048,train,24,12,12,0.5,3,3222282447,"[262, 1034, 2576, 13, 2068, 800, 2562, 145, 2081, 168, 261, 642, 1057, 290, 642, 2312, 2081, 532, 67, 2592, 296, 2088, 644, 2096]"
code_n24_k12_cw3_049,validation,24,12,12,0.5,3,3222282448,"[2240, 3200, 70, 2058, 81, 1538, 292, 2432, 1034, 2060, 1344, 2066, 69, 81, 259, 22, 2178, 1064, 3074, 76, 2054, 193, 134, 592]"
code_n24_k12_cw3_050,train,24,12,12,0.5,3,3222282449,"[1568, 67, 2306, 769, 545, 35, 1153, 1282, 545, 322, 3584, 296, 76, 67, 38, 2082, 2305, 784, 134, 1281, 41, 2072, 2564, 800]"
code_n24_k12_cw3_051,validation,24,12,12,0.5,3,3222282450,"[1044, 2576, 1154, 770, 67, 1344, 1540, 35, 1064, 259, 1041, 784, 392, 1058, 67, 1552, 49, 552, 1156, 1092, 1041, 81, 1153, 416]"
code_n24_k12_cw3_052,train,24,12,12,0.5,3,3222282451,"[50, 2688, 2688, 3328, 26, 2336, 2368, 49, 2180, 1058, 41, 776, 2240, 515, 1058, 529, 208, 1568, 392, 37, 3076, 1156, 84, 44]"
code_n24_k12_cw3_053,train,24,12,12,0.5,3,3222282452,"[2082, 1096, 35, 50, 1664, 21, 1216, 336, 11, 2113, 176, 642, 704, 2177, 2184, 521, 1033, 515, 2144, 2561, 2096, 641, 276, 536]"
code_n24_k12_cw3_054,train,24,12,12,0.5,3,3222282453,"[518, 2051, 521, 274, 1288, 2128, 2576, 400, 56, 289, 392, 74, 2066, 1030, 2081, 262, 49, 67, 1036, 1160, 2568, 3074, 26, 704]"
code_n24_k12_cw3_055,train,24,12,12,0.5,3,3222282454,"[1057, 560, 644, 2306, 2120, 1033, 1216, 44, 3076, 200, 304, 545, 552, 641, 2116, 1058, 2192, 2688, 1216, 196, 162, 193, 3074, 1104]"
code_n24_k12_cw3_056,validation,24,12,12,0.5,3,3222282455,"[112, 259, 42, 164, 1041, 11, 672, 1027, 2180, 529, 770, 2058, 2184, 1104, 2564, 81, 2068, 3200, 776, 137, 336, 2066, 3076, 522]"
code_n24_k12_cw3_057,train,24,12,12,0.5,3,3222282456,"[560, 88, 2336, 1344, 1284, 273, 385, 208, 385, 1090, 11, 2053, 41, 552, 1568, 2432, 268, 641, 3136, 1041, 2192, 2240, 81, 112]"
code_n24_k12_cw3_058,train,24,12,12,0.5,3,3222282457,"[1060, 641, 2576, 641, 1154, 104, 1538, 200, 81, 2562, 608, 3074, 1154, 644, 13, 44, 208, 224, 7, 2624, 1284, 74, 2120, 280]"
code_n24_k12_cw3_059,test,24,12,12,0.5,3,3222282458,"[324, 289, 2084, 2688, 35, 400, 2192, 13, 2068, 224, 2114, 321, 69, 274, 161, 1048, 146, 38, 289, 70, 38, 1156, 1090, 168]"
code_n24_k12_cw3_060,test,24,12,12,0.5,3,3222282459,"[1064, 1344, 76, 517, 2066, 2208, 133, 1600, 608, 521, 292, 152, 1042, 265, 642, 70, 416, 578, 2184, 50, 259, 296, 3104, 289]"
code_n24_k12_cw3_061,validation,24,12,12,0.5,3,3222282460,"[131, 1096, 2082, 38, 770, 1029, 324, 644, 577, 14, 2624, 1034, 2065, 1060, 580, 2113, 2816, 2057, 1552, 536, 266, 2144, 577, 133]"
code_n24_k12_cw3_062,test,24,12,12,0.5,3,3222282461,"[200, 265, 1057, 577, 321, 530, 416, 164, 385, 35, 168, 273, 84, 545, 97, 1281, 2336, 1296, 642, 385, 1344, 296, 388, 2057]"
code_n24_k12_cw3_063,train,24,12,12,0.5,3,3222282462,"[296, 35, 608, 3076, 104, 1344, 1344, 2178, 104, 98, 2184, 560, 50, 548, 352, 3104, 552, 274, 3080, 304, 545, 280, 1092, 261]"
code_n24_k12_cw3_064,train,24,12,12,0.5,3,3222282463,"[2116, 1408, 84, 2308, 37, 2051, 1296, 548, 138, 134, 770, 1057, 134, 49, 2084, 1089, 2306, 268, 352, 517, 35, 22, 2088, 2305]"
code_n24_k12_cw3_065,train,24,12,12,0.5,3,3222282464,"[200, 3074, 35, 2432, 26, 577, 1552, 2305, 2368, 2368, 69, 1036, 2576, 1284, 134, 134, 392, 1058, 584, 73, 2051, 274, 1552, 70]"
code_n24_k12_cw3_066,train,24,12,12,0.5,3,3222282465,"[2306, 352, 386, 1120, 81, 2320, 530, 1168, 2114, 1089, 2564, 148, 259, 259, 388, 11, 268, 2240, 41, 2053, 2058, 2128, 532, 532]"
code_n24_k12_cw3_067,test,24,12,12,0.5,3,3222282466,"[7, 208, 290, 259, 200, 1184, 584, 641, 2312, 289, 521, 2054, 1281, 2057, 146, 1312, 146, 648, 2305, 3584, 800, 2208, 524, 545]"
code_n24_k12_cw3_068,train,24,12,12,0.5,3,3222282467,"[146, 148, 2180, 656, 2184, 772, 148, 2096, 74, 3080, 1042, 194, 3080, 52, 1288, 3136, 21, 2096, 2053, 1064, 98, 1036, 800, 261]"
code_n24_k12_cw3_069,train,24,12,12,0.5,3,3222282468,"[2081, 266, 552, 385, 67, 2192, 1168, 546, 1072, 322, 784, 112, 289, 1154, 194, 2184, 296, 1058, 584, 832, 262, 21, 2368, 1057]"
code_n24_k12_cw3_070,train,24,12,12,0.5,3,3222282469,"[1029, 7, 98, 322, 2816, 3088, 19, 21, 268, 532, 97, 1072, 656, 524, 3584, 2065, 1537, 2178, 1120, 44, 152, 3136, 164, 388]"
code_n24_k12_cw3_071,test,24,12,12,0.5,3,3222282470,"[1090, 161, 140, 1664, 321, 1104, 656, 1041, 162, 515, 44, 2592, 42, 2624, 1344, 2180, 530, 776, 265, 2568, 545, 133, 2068, 1344]"
code_n24_k12_cw3_072,train,24,12,12,0.5,3,3222282471,"[548, 592, 193, 1540, 22, 259, 2180, 548, 70, 2180, 656, 193, 1153, 1284, 1168, 268, 1664, 1281, 2057, 208, 322, 2072, 296, 44]"
code_n24_k12_cw3_073,validation,24,12,12,0.5,3,3222282472,"[145, 2128, 2060, 1072, 2816, 22, 2114, 385, 769, 1160, 2116, 324, 67, 832, 1568, 1540, 148, 2208, 13, 2624, 13, 2320, 1090, 304]"
code_n24_k12_cw3_074,train,24,12,12,0.5,3,3222282473,"[324, 552, 28, 1282, 22, 672, 2564, 14, 2054, 3584, 578, 112, 98, 2306, 448, 322, 50, 578, 2054, 1120, 1033, 1540, 2192, 1568]"
code_n24_k12_cw3_075,train,24,12,12,0.5,3,3222282474,"[578, 74, 2184, 1033, 112, 2184, 2081, 2060, 67, 148, 2096, 2592, 536, 152, 545, 280, 2120, 2084, 448, 352, 324, 548, 2178, 274]"
code_n24_k12_cw3_076,validation,24,12,12,0.5,3,3222282475,"[2308, 1096, 145, 138, 784, 2088, 104, 1027, 517, 44, 545, 2058, 268, 2305, 1104, 1029, 194, 3104, 2432, 524, 1600, 2081, 1044, 50]"
code_n24_k12_cw3_077,test,24,12,12,0.5,3,3222282476,"[262, 1552, 1029, 3104, 26, 321, 280, 1029, 530, 2624, 1104, 161, 2564, 21, 289, 19, 296, 266, 524, 28, 98, 1284, 11, 1096]"
code_n24_k12_cw3_078,test,24,12,12,0.5,3,3222282477,"[1064, 392, 560, 56, 1057, 2816, 2128, 289, 1540, 388, 1537, 536, 137, 2306, 265, 1544, 1537, 176, 1168, 385, 1540, 265, 546, 161]"
code_n24_k12_cw3_079,train,24,12,12,0.5,3,3222282478,"[2368, 3076, 2081, 1538, 2113, 2562, 548, 97, 261, 276, 1033, 3088, 1552, 138, 133, 770, 2320, 1281, 2068, 644, 546, 1034, 400, 112]"
code_n24_k12_cw3_080,train,24,12,12,0.5,3,3222282479,"[704, 800, 138, 769, 546, 69, 2051, 3088, 21, 42, 2432, 273, 3104, 2057, 11, 1096, 1153, 448, 524, 266, 74, 3584, 448, 518]"
code_n24_k12_cw3_081,train,24,12,12,0.5,3,3222282480,"[1288, 3104, 2240, 88, 1540, 134, 2432, 292, 2178, 1282, 74, 1568, 261, 200, 529, 772, 1288, 22, 1027, 1089, 2120, 261, 2568, 1296]"
code_n24_k12_cw3_082,train,24,12,12,0.5,3,3222282481,"[69, 3073, 162, 548, 2368, 98, 448, 896, 2184, 38, 2084, 25, 168, 2688, 35, 2058, 3104, 776, 2057, 168, 448, 70, 3088, 1312]"
code_n24_k12_cw3_083,train,24,12,12,0.5,3,3222282482,"[11, 1048, 1041, 1282, 2308, 97, 2312, 3584, 2051, 2308, 274, 392, 2308, 265, 69, 1600, 224, 1033, 137, 1090, 536, 259, 2113, 13]"
code_n24_k12_cw3_084,train,24,12,12,0.5,3,3222282483,"[2568, 515, 644, 1089, 161, 88, 104, 2568, 3136, 3584, 386, 289, 1104, 262, 1041, 97, 26, 1282, 388, 641, 274, 522, 3073, 131]"
code_n24_k12_cw3_085,test,24,12,12,0.5,3,3222282484,"[2305, 100, 1160, 2068, 137, 2060, 2305, 1060, 1044, 82, 1538, 296, 3104, 1153, 352, 2113, 2192, 152, 2592, 2564, 25, 44, 1160, 560]"
code_n24_k12_cw3_086,test,24,12,12,0.5,3,3222282485,"[1044, 2057, 3104, 3073, 56, 52, 22, 168, 548, 2336, 546, 3136, 196, 548, 2562, 2066, 1282, 524, 208, 524, 2066, 1042, 529, 2072]"
code_n24_k12_cw3_087,validation,24,12,12,0.5,3,3222282486,"[770, 152, 545, 672, 2088, 1216, 1027, 529, 577, 517, 642, 3080, 292, 2368, 518, 164, 49, 522, 580, 21, 2068, 352, 1552, 296]"
code_n24_k12_cw3_088,train,24,12,12,0.5,3,3222282487,"[2065, 2240, 1090, 148, 322, 266, 2192, 1540, 336, 1160, 22, 296, 26, 138, 28, 88, 1288, 3584, 131, 3073, 704, 2066, 2053, 3200]"
code_n24_k12_cw3_089,train,24,12,12,0.5,3,3222282488,"[1552, 52, 1036, 1160, 280, 70, 2066, 69, 73, 1057, 2082, 1027, 35, 2081, 324, 26, 138, 2305, 1552, 84, 321, 2088, 388, 290]"
code_n24_k12_cw3_090,train,24,12,12,0.5,3,3222282489,"[2068, 2184, 2336, 1064, 548, 145, 1090, 578, 88, 2320, 529, 2592, 2082, 50, 545, 262, 2068, 578, 1042, 2081, 50, 97, 2568, 416]"
code_n24_k12_cw3_091,validation,24,12,12,0.5,3,3222282490,"[76, 2051, 76, 1041, 82, 7, 145, 1538, 2113, 1041, 1168, 2592, 52, 134, 2177, 1044, 11, 1058, 2144, 21, 2192, 1092, 772, 2308]"
code_n24_k12_cw3_092,train,24,12,12,0.5,3,3222282491,"[69, 578, 2624, 69, 1284, 3088, 328, 1153, 2688, 193, 1552, 392, 2054, 280, 2192, 290, 148, 2320, 2082, 296, 2065, 1568, 100, 44]"
code_n24_k12_cw3_093,test,24,12,12,0.5,3,3222282492,"[2068, 2144, 44, 672, 1072, 304, 265, 2320, 2320, 1104, 3088, 2208, 194, 1096, 82, 2051, 656, 1153, 82, 1057, 1184, 832, 2368, 352]"
code_n24_k12_cw3_094,test,24,12,12,0.5,3,3222282493,"[69, 2060, 1030, 1030, 70, 532, 98, 545, 2312, 7, 1048, 11, 2051, 1104, 388, 73, 1540, 2177, 276, 1288, 1664, 1296, 552, 2128]"
code_n24_k12_cw3_095,train,24,12,12,0.5,3,3222282494,"[2053, 194, 35, 800, 1216, 2144, 112, 1153, 324, 2177, 776, 2432, 2305, 580, 2144, 162, 98, 97, 1120, 76, 56, 145, 2432, 2308]"
code_n24_k12_cw3_096,test,24,12,12,0.5,3,3222282495,"[2051, 515, 2568, 1184, 2054, 515, 2336, 1344, 1184, 322, 322, 1041, 3328, 336, 3104, 2114, 193, 545, 1288, 208, 1104, 1072, 770, 148]"
code_n24_k12_cw3_097,test,24,12,12,0.5,3,3222282496,"[42, 84, 769, 1034, 3104, 3088, 35, 800, 1058, 1029, 578, 133, 2082, 1057, 41, 262, 1537, 2320, 2306, 28, 1030, 1184, 2576, 148]"
code_n24_k12_cw3_098,train,24,12,12,0.5,3,3222282497,"[584, 262, 3073, 580, 133, 1408, 2088, 3104, 2081, 1568, 296, 560, 152, 769, 134, 3076, 1064, 641, 193, 266, 2096, 148, 2051, 289]"
code_n24_k12_cw3_099,train,24,12,12,0.5,3,3222282498,"[1096, 552, 261, 2688, 3104, 2336, 52, 3073, 416, 2308, 3104, 67, 200, 1312, 1072, 88, 304, 578, 289, 322, 168, 1057, 524, 800]"
code_n24_k12_cw3_100,validation,24,12,12,0.5,3,3222282499,"[1540, 2088, 3088, 137, 322, 328, 7, 76, 138, 577, 1034, 1537, 3088, 2066, 2180, 3328, 22, 2561, 1153, 21, 2082, 69, 2240, 21]"
code_n24_k12_cw3_101,test,24,12,12,0.5,3,3222282500,"[49, 41, 22, 44, 104, 2072, 3073, 608, 2312, 1284, 208, 37, 416, 644, 2088, 641, 2128, 1216, 385, 2562, 42, 41, 1568, 52]"
code_n24_k12_cw3_102,test,24,12,12,0.5,3,3222282501,"[2088, 324, 2240, 1092, 1281, 146, 25, 518, 518, 2081, 292, 1284, 193, 2053, 642, 42, 2057, 164, 1312, 1312, 2240, 98, 1064, 274]"
code_n24_k12_cw3_103,train,24,12,12,0.5,3,3222282502,"[162, 324, 1216, 2306, 2192, 3080, 672, 1044, 2208, 776, 164, 656, 84, 2178, 2057, 26, 577, 262, 265, 1540, 1072, 268, 1048, 324]"
code_n24_k12_cw3_104,train,24,12,12,0.5,3,3222282503,"[13, 392, 536, 2564, 896, 193, 290, 656, 2184, 2113, 521, 25, 324, 517, 832, 532, 2072, 1296, 1537, 276, 400, 2240, 548, 98]"
code_n24_k12_cw3_105,test,24,12,12,0.5,3,3222282504,"[98, 176, 641, 1540, 3136, 2096, 133, 7, 1408, 1064, 1168, 3136, 656, 522, 265, 304, 1029, 2688, 2088, 1064, 69, 274, 50, 536]"
code_n24_k12_cw3_106,validation,24,12,12,0.5,3,3222282505,"[2065, 1160, 1281, 577, 2336, 1027, 1029, 1312, 7, 776, 140, 146, 322, 208, 1041, 1072, 1288, 276, 1064, 1060, 2624, 2336, 2240, 416]"
code_n24_k12_cw3_107,validation,24,12,12,0.5,3,3222282506,"[3136, 1282, 608, 3076, 131, 2312, 148, 2114, 193, 644, 137, 1036, 3076, 1540, 168, 2088, 776, 672, 2208, 521, 2177, 1288, 2144, 1600]"
code_n24_k12_cw3_108,train,24,12,12,0.5,3,3222282507,"[1033, 521, 2096, 1027, 1048, 644, 1041, 1537, 2084, 1153, 2184, 28, 521, 1154, 74, 1154, 2562, 268, 42, 2305, 1041, 1096, 642, 35]"
code_n24_k12_cw3_109,train,24,12,12,0.5,3,3222282508,"[529, 2177, 800, 1156, 38, 2336, 81, 2057, 2060, 530, 1090, 2120, 161, 2178, 578, 82, 70, 1664, 672, 1156, 545, 273, 2178, 138]"
code_n24_k12_cw3_110,validation,24,12,12,0.5,3,3222282509,"[28, 100, 194, 3073, 76, 49, 770, 2312, 578, 2114, 67, 224, 560, 515, 2312, 1089, 1089, 1027, 137, 2368, 2058, 2072, 1288, 1552]"
code_n24_k12_cw3_111,test,24,12,12,0.5,3,3222282510,"[3200, 2128, 800, 1041, 400, 19, 11, 1664, 193, 2320, 608, 3088, 1089, 1058, 644, 608, 522, 1284, 164, 2312, 1600, 146, 644, 2051]"
code_n24_k12_cw3_112,test,24,12,12,0.5,3,3222282511,"[2128, 2065, 336, 2060, 1282, 1044, 580, 152, 2116, 580, 3088, 44, 1120, 1552, 168, 162, 416, 1064, 208, 1090, 2564, 2084, 1344, 168]"
code_n24_k12_cw3_113,train,24,12,12,0.5,3,3222282512,"[385, 1664, 38, 1029, 324, 21, 1544, 1296, 521, 1027, 896, 545, 2177, 386, 2306, 536, 2065, 1600, 208, 1600, 52, 164, 35, 2816]"
code_n24_k12_cw3_114,train,24,12,12,0.5,3,3222282513,"[2054, 324, 2208, 3074, 2576, 2432, 1537, 1792, 532, 524, 259, 19, 2081, 1552, 2051, 98, 3104, 1156, 162, 2068, 152, 138, 608, 776]"
code_n24_k12_cw3_115,validation,24,12,12,0.5,3,3222282514,"[224, 268, 584, 162, 2114, 324, 2177, 3200, 261, 44, 2592, 704, 290, 140, 2240, 392, 1120, 546, 1096, 328, 22, 896, 13, 41]"
