row_id,code_id,q_id,split,q,K,z,failure_fraction,rank_z,rank_failure_fraction,mean_residual_size,mean_ambiguity_dim
code_n24_k12_cw3_004_q02,code_n24_k12_cw3_004,q02,validation,0.3,128,32,0.25,14,0.109375,1.765625,0.1328125
code_n24_k12_cw3_004_q03,code_n24_k12_cw3_004,q03,validation,0.36,128,57,0.4453125,30,0.234375,3.25,0.265625
code_n24_k12_cw3_005_q00,code_n24_k12_cw3_005,q00,train,0.18,128,15,0.1171875,12,0.09375,0.375,0.1015625
code_n24_k12_cw3_005_q01,code_n24_k12_cw3_005,q01,train,0.24,128,39,0.3046875,26,0.203125,1.421875,0.203125
code_n24_k12_cw3_005_q02,code_n24_k12_cw3_005,q02,train,0.3,128,55,0.4296875,34,0.265625,2.5625,0.3203125
code_n24_k12_cw3_005_q03,code_n24_k12_cw3_005,q03,train,0.36,128,78,0.609375,59,0.4609375,4.3359375,0.6328125
code_n24_k12_cw3_006_q00,code_n24_k12_cw3_006,q00,test,0.18,128,3,0.0234375,1,0.0078125,0.1328125,0.0078125
code_n24_k12_cw3_006_q01,code_n24_k12_cw3_006,q01,test,0.24,128,15,0.1171875,3,0.0234375,0.6953125,0.0234375
code_n24_k12_cw3_006_q02,code_n24_k12_cw3_006,q02,test,0.3,128,31,0.2421875,14,0.109375,1.7734375,0.1328125
code_n24_k12_cw3_006_q03,code_n24_k12_cw3_006,q03,test,0.36,128,64,0.5,31,0.2421875,4.1328125,0.34375
code_n24_k12_cw3_007_q00,code_n24_k12_cw3_007,q00,train,0.18,128,17,0.1328125,13,0.1015625,0.5390625,0.1171875
code_n24_k12_cw3_007_q01,code_n24_k12_cw3_007,q01,train,0.24,128,35,0.2734375,20,0.15625,1.3046875,0.171875
code_n24_k12_cw3_007_q02,code_n24_k12_cw3_007,q02,train,0.3,128,60,0.46875,42,0.328125,2.6796875,0.4375
code_n24_k12_cw3_007_q03,code_n24_k12_cw3_007,q03,train,0.36,128,80,0.625,58,0.453125,3.7421875,0.609375
code_n24_k12_cw3_008_q00,code_n24_k12_cw3_008,q00,test,0.18,128,7,0.0546875,4,0.03125,0.390625,0.0390625
code_n24_k12_cw3_008_q01,code_n24_k12_cw3_008,q01,test,0.24,128,11,0.0859375,3,0.0234375,0.53125,0.0234375
code_n24_k12_cw3_008_q02,code_n24_k12_cw3_008,q02,test,0.3,128,34,0.265625,14,0.109375,1.7421875,0.1171875
code_n24_k12_cw3_008_q03,code_n24_k12_cw3_008,q03,test,0.36,128,68,0.53125,42,0.328125,4.5234375,0.5
code_n24_k12_cw3_009_q00,code_n24_k12_cw3_009,q00,validation,0.18,128,7,0.0546875,3,0.0234375,0.296875,0.0234375
code_n24_k12_cw3_009_q01,code_n24_k12_cw3_009,q01,validation,0.24,128,16,0.125,7,0.0546875,0.84375,0.0546875
code_n24_k12_cw3_009_q02,code_n24_k12_cw3_009,q02,validation,0.3,128,35,0.2734375,11,0.0859375,2.015625,0.125
code_n24_k12_cw3_009_q03,code_n24_k12_cw3_009,q03,validation,0.36,128,50,0.390625,22,0.171875,3.1328125,0.234375
code_n24_k12_cw3_010_q00,code_n24_k12_cw3_010,q00,validation,0.18,128,8,0.0625,5,0.0390625,0.15625,0.0390625
code_n24_k12_cw3_010_q01,code_n24_k12_cw3_010,q01,validation,0.24,128,25,0.1953125,14,0.109375,0.9296875,0.1171875
code_n24_k12_cw3_010_q02,code_n24_k12_cw3_010,q02,validation,0.3,128,41,0.3203125,25,0.1953125,1.9375,0.2109375
code_n24_k12_cw3_010_q03,code_n24_k12_cw3_010,q03,validation,0.36,128,67,0.5234375,42,0.328125,3.84375,0.359375
code_n24_k12_cw3_011_q00,code_n24_k12_cw3_011,q00,train,0.18,128,10,0.078125,7,0.0546875,0.3359375,0.0625
code_n24_k12_cw3_011_q01,code_n24_k12_cw3_011,q01,train,0.24,128,16,0.125,14,0.109375,0.7890625,0.1171875
code_n24_k12_cw3_011_q02,code_n24_k12_cw3_011,q02,train,0.3,128,47,0.3671875,28,0.21875,2.34375,0.25
code_n24_k12_cw3_011_q03,code_n24_k12_cw3_011,q03,train,0.36,128,64,0.5,46,0.359375,3.5390625,0.484375
code_n24_k12_cw3_012_q00,code_n24_k12_cw3_012,q00,train,0.18,128,5,0.0390625,1,0.0078125,0.203125,0.0078125
code_n24_k12_cw3_012_q01,code_n24_k12_cw3_012,q01,train,0.24,128,13,0.1015625,4,0.03125,0.703125,0.03125
code_n24_k12_cw3_012_q02,code_n24_k12_cw3_012,q02,train,0.3,128,44,0.34375,16,0.125,2.265625,0.140625
code_n24_k12_cw3_012_q03,code_n24_k12_cw3_012,q03,train,0.36,128,66,0.515625,29,0.2265625,4.0546875,0.296875
code_n24_k12_cw3_013_q00,code_n24_k12_cw3_013,q00,test,0.18,128,6,0.046875,3,0.0234375,0.15625,0.0234375
code_n24_k12_cw3_013_q01,code_n24_k12_cw3_013,q01,test,0.24,128,23,0.1796875,11,0.0859375,0.7890625,0.09375
code_n24_k12_cw3_013_q02,code_n24_k12_cw3_013,q02,test,0.3,128,32,0.25,15,0.1171875,1.578125,0.140625
code_n24_k12_cw3_013_q03,code_n24_k12_cw3_013,q03,test,0.36,128,71,0.5546875,39,0.3046875,4.1015625,0.390625
code_n24_k12_cw3_014_q00,code_n24_k12_cw3_014,q00,test,0.18,128,16,0.125,9,0.0703125,0.5390625,0.0703125
code_n24_k12_cw3_014_q01,code_n24_k12_cw3_014,q01,test,0.24,128,25,0.1953125,17,0.1328125,0.6953125,0.1328125
code_n24_k12_cw3_014_q02,code_n24_k12_cw3_014,q02,test,0.3,128,57,0.4453125,29,0.2265625,2.7109375,0.265625
code_n24_k12_cw3_014_q03,code_n24_k12_cw3_014,q03,test,0.36,128,73,0.5703125,45,0.3515625,3.6015625,0.4296875
code_n24_k12_cw3_015_q00,code_n24_k12_cw3_015,q00,train,0.18,128,17,0.1328125,12,0.09375,0.4140625,0.09375
code_n24_k12_cw3_015_q01,code_n24_k12_cw3_015,q01,train,0.24,128,33,0.2578125,24,0.1875,1.15625,0.21875
code_n24_k12_cw3_015_q02,code_n24_k12_cw3_015,q02,train,0.3,128,51,0.3984375,36,0.28125,2.265625,0.359375
code_n24_k12_cw3_015_q03,code_n24_k12_cw3_015,q03,train,0.36,128,71,0.5546875,46,0.359375,3.8984375,0.515625
code_n24_k12_cw3_016_q00,code_n24_k12_cw3_016,q00,train,0.18,128,19,0.1484375,18,0.140625,0.46875,0.140625
code_n24_k12_cw3_016_q01,code_n24_k12_cw3_016,q01,train,0.24,128,24,0.1875,20,0.15625,0.7265625,0.171875
code_n24_k12_cw3_016_q02,code_n24_k12_cw3_016,q02,train,0.3,128,45,0.3515625,37,0.2890625,1.6875,0.3671875
code_n24_k12_cw3_016_q03,code_n24_k12_cw3_016,q03,train,0.36,128,80,0.625,60,0.46875,3.984375,0.65625
code_n24_k12_cw3_017_q00,code_n24_k12_cw3_017,q00,train,0.18,128,4,0.03125,0,0.0,0.125,0.0
code_n24_k12_cw3_017_q01,code_n24_k12_cw3_017,q01,train,0.24,128,23,0.1796875,7,0.0546875,1.1328125,0.0703125
code_n24_k12_cw3_017_q02,code_n24_k12_cw3_017,q02,train,0.3,128,42,0.328125,18,0.140625,2.1953125,0.1484375
code_n24_k12_cw3_017_q03,code_n24_k12_cw3_017,q03,train,0.36,128,56,0.4375,23,0.1796875,3.0390625,0.2421875
code_n24_k12_cw3_018_q00,code_n24_k12_cw3_018,q00,train,0.18,128,9,0.0703125,5,0.0390625,0.21875,0.0390625
code_n24_k12_cw3_018_q01,code_n24_k12_cw3_018,q01,train,0.24,128,40,0.3125,28,0.21875,1.25,0.2265625
code_n24_k12_cw3_018_q02,code_n24_k12_cw3_018,q02,train,0.3,128,53,0.4140625,33,0.2578125,2.2265625,0.296875
code_n24_k12_cw3_018_q03,code_n24_k12_cw3_018,q03,train,0.36,128,69,0.5390625,57,0.4453125,3.78125,0.578125
code_n24_k12_cw3_019_q00,code_n24_k12_cw3_019,q00,train,0.18,128,11,0.0859375,10,0.078125,0.3671875,0.09375
code_n24_k12_cw3_019_q01,code_n24_k12_cw3_019,q01,train,0.24,128,29,0.2265625,19,0.1484375,1.03125,0.15625
code_n24_k12_cw3_019_q02,code_n24_k12_cw3_019,q02,train,0.3,128,47,0.3671875,32,0.25,1.9453125,0.28125
code_n24_k12_cw3_019_q03,code_n24_k12_cw3_019,q03,train,0.36,128,72,0.5625,52,0.40625,3.6171875,0.515625
code_n24_k12_cw3_020_q00,code_n24_k12_cw3_020,q00,train,0.18,128,4,0.03125,0,0.0,0.109375,0.0
code_n24_k12_cw3_020_q01,code_n24_k12_cw3_020,q01,train,0.24,128,18,0.140625,6,0.046875,0.8515625,0.046875
code_n24_k12_cw3_020_q02,code_n24_k12_cw3_020,q02,train,0.3,128,38,0.296875,18,0.140625,1.9921875,0.1484375
code_n24_k12_cw3_020_q03,code_n24_k12_cw3_020,q03,train,0.36,128,59,0.4609375,18,0.140625,3.4375,0.171875
code_n24_k12_cw3_021_q00,code_n24_k12_cw3_021,q00,validation,0.18,128,6,0.046875,0,0.0,0.25,0.0
code_n24_k12_cw3_021_q01,code_n24_k12_cw3_021,q01,validation,0.24,128,19,0.1484375,8,0.0625,0.7890625,0.0625
code_n24_k12_cw3_021_q02,code_n24_k12_cw3_021,q02,validation,0.3,128,44,0.34375,16,0.125,2.453125,0.15625
code_n24_k12_cw3_021_q03,code_n24_k12_cw3_021,q03,validation,0.36,128,70,0.546875,29,0.2265625,4.2578125,0.3359375
code_n24_k12_cw3_022_q00,code_n24_k12_cw3_022,q00,validation,0.18,128,12,0.09375,10,0.078125,0.34375,0.078125
code_n24_k12_cw3_022_q01,code_n24_k12_cw3_022,q01,validation,0.24,128,22,0.171875,12,0.09375,0.953125,0.1171875
code_n24_k12_cw3_022_q02,code_n24_k12_cw3_022,q02,validation,0.3,128,42,0.328125,25,0.1953125,1.953125,0.2421875
code_n24_k12_cw3_022_q03,code_n24_k12_cw3_022,q03,validation,0.36,128,57,0.4453125,37,0.2890625,3.453125,0.421875
code_n24_k12_cw3_023_q00,code_n24_k12_cw3_023,q00,train,0.18,128,12,0.09375,7,0.0546875,0.375,0.0546875
code_n24_k12_cw3_023_q01,code_n24_k12_cw3_023,q01,train,0.24,128,22,0.171875,12,0.09375,1.0859375,0.109375
code_n24_k12_cw3_023_q02,code_n24_k12_cw3_023,q02,train,0.3,128,38,0.296875,23,0.1796875,1.8359375,0.21875
code_n24_k12_cw3_023_q03,code_n24_k12_cw3_023,q03,train,0.36,128,73,0.5703125,54,0.421875,4.390625,0.578125
code_n24_k12_cw3_024_q00,code_n24_k12_cw3_024,q00,train,0.18,128,9,0.0703125,8,0.0625,0.203125,0.0625
code_n24_k12_cw3_024_q01,code_n24_k12_cw3_024,q01,train,0.24,128,29,0.2265625,21,0.1640625,1.15625,0.1953125
code_n24_k12_cw3_024_q02,code_n24_k12_cw3_024,q02,train,0.3,128,58,0.453125,45,0.3515625,2.578125,0.40625
code_n24_k12_cw3_024_q03,code_n24_k12_cw3_024,q03,train,0.36,128,68,0.53125,49,0.3828125,3.796875,0.5625
code_n24_k12_cw3_025_q00,code_n24_k12_cw3_025,q00,test,0.18,128,2,0.015625,2,0.015625,0.0625,0.015625
code_n24_k12_cw3_025_q01,code_n24_k12_cw3_025,q01,test,0.24,128,8,0.0625,2,0.015625,0.34375,0.015625
code_n24_k12_cw3_025_q02,code_n24_k12_cw3_025,q02,test,0.3,128,28,0.21875,6,0.046875,1.5859375,0.046875
code_n24_k12_cw3_025_q03,code_n24_k12_cw3_025,q03,test,0.36,128,56,0.4375,23,0.1796875,3.75,0.3125
code_n24_k12_cw3_026_q00,code_n24_k12_cw3_026,q00,train,0.18,128,8,0.0625,1,0.0078125,0.2578125,0.0078125
code_n24_k12_cw3_026_q01,code_n24_k12_cw3_026,q01,train,0.24,128,18,0.140625,4,0.03125,0.8515625,0.03125
code_n24_k12_cw3_026_q02,code_n24_k12_cw3_026,q02,train,0.3,128,37,0.2890625,9,0.0703125,1.8359375,0.0703125
code_n24_k12_cw3_026_q03,code_n24_k12_cw3_026,q03,train,0.36,128,67,0.5234375,24,0.1875,3.9140625,0.2578125
code_n24_k12_cw3_027_q00,code_n24_k12_cw3_027,q00,train,0.18,128,3,0.0234375,1,0.0078125,0.1328125,0.0078125
code_n24_k12_cw3_027_q01,code_n24_k12_cw3_027,q01,train,0.24,128,14,0.109375,4,0.03125,0.53125,0.03125
code_n24_k12_cw3_027_q02,code_n24_k12_cw3_027,q02,train,0.3,128,31,0.2421875,10,0.078125,1.546875,0.078125
code_n24_k12_cw3_027_q03,code_n24_k12_cw3_027,q03,train,0.36,128,59,0.4609375,35,0.2734375,3.875,0.3828125
code_n24_k12_cw3_028_q00,code_n24_k12_cw3_028,q00,train,0.18,128,8,0.0625,5,0.0390625,0.1953125,0.0390625
code_n24_k12_cw3_028_q01,code_n24_k12_cw3_028,q01,train,0.24,128,27,0.2109375,18,0.140625,0.9921875,0.15625
code_n24_k12_cw3_028_q02,code_n24_k12_cw3_028,q02,train,0.3,128,63,0.4921875,43,0.3359375,2.921875,0.4140625
code_n24_k12_cw3_028_q03,code_n24_k12_cw3_028,q03,train,0.36,128,60,0.46875,42,0.328125,3.6484375,0.53125
code_n24_k12_cw3_029_q00,code_n24_k12_cw3_029,q00,train,0.18,128,6,0.046875,2,0.015625,0.2578125,0.015625
code_n24_k12_cw3_029_q01,code_n24_k12_cw3_029,q01,train,0.24,128,18,0.140625,3,0.0234375,0.7890625,0.0234375
code_n24_k12_cw3_029_q02,code_n24_k12_cw3_029,q02,train,0.3,128,32,0.25,14,0.109375,1.6953125,0.125
code_n24_k12_cw3_029_q03,code_n24_k12_cw3_029,q03,train,0.36,128,62,0.484375,27,0.2109375,3.9140625,0.3046875
code_n24_k12_cw3_030_q00,code_n24_k12_cw3_030,q00,test,0.18,128,8,0.0625,1,0.0078125,0.3125,0.0078125
code_n24_k12_cw3_030_q01,code_n24_k12_cw3_030,q01,test,0.24,128,16,0.125,8,0.0625,0.75,0.0703125
code_n24_k12_cw3_030_q02,code_n24_k12_cw3_030,q02,test,0.3,128,43,0.3359375,19,0.1484375,2.1484375,0.2109375
code_n24_k12_cw3_030_q03,code_n24_k12_cw3_030,q03,test,0.36,128,65,0.5078125,37,0.2890625,3.828125,0.4140625
code_n24_k12_cw3_031_q00,code_n24_k12_cw3_031,q00,test,0.18,128,6,0.046875,2,0.015625,0.2734375,0.015625
code_n24_k12_cw3_031_q01,code_n24_k12_cw3_031,q01,test,0.24,128,22,0.171875,13,0.1015625,0.9765625,0.1015625
code_n24_k12_cw3_031_q02,code_n24_k12_cw3_031,q02,test,0.3,128,38,0.296875,20,0.15625,1.6875,0.1796875
code_n24_k12_cw3_031_q03,code_n24_k12_cw3_031,q03,test,0.36,128,66,0.515625,39,0.3046875,4.4765625,0.4453125
code_n24_k12_cw3_032_q00,code_n24_k12_cw3_032,q00,test,0.18,128,25,0.1953125,22,0.171875,0.578125,0.1796875
code_n24_k12_cw3_032_q01,code_n24_k12_cw3_032,q01,test,0.24,128,44,0.34375,37,0.2890625,1.15625,0.3203125
code_n24_k12_cw3_032_q02,code_n24_k12_cw3_032,q02,test,0.3,128,62,0.484375,54,0.421875,2.390625,0.5859375
code_n24_k12_cw3_032_q03,code_n24_k12_cw3_032,q03,test,0.36,128,89,0.6953125,71,0.5546875,3.984375,0.7421875
code_n24_k12_cw3_033_q00,code_n24_k12_cw3_033,q00,train,0.18,128,21,0.1640625,17,0.1328125,0.59375,0.1328125
code_n24_k12_cw3_033_q01,code_n24_k12_cw3_033,q01,train,0.24,128,40,0.3125,31,0.2421875,1.2265625,0.2734375
code_n24_k12_cw3_033_q02,code_n24_k12_cw3_033,q02,train,0.3,128,51,0.3984375,34,0.265625,2.0859375,0.3203125
code_n24_k12_cw3_033_q03,code_n24_k12_cw3_033,q03,train,0.36,128,84,0.65625,67,0.5234375,3.9921875,0.71875
code_n24_k12_cw3_034_q00,code_n24_k12_cw3_034,q00,train,0.18,128,8,0.0625,4,0.03125,0.25,0.03125
code_n24_k12_cw3_034_q01,code_n24_k12_cw3_034,q01,train,0.24,128,17,0.1328125,10,0.078125,0.7265625,0.078125
code_n24_k12_cw3_034_q02,code_n24_k12_cw3_034,q02,train,0.3,128,43,0.3359375,33,0.2578125,2.1328125,0.328125
code_n24_k12_cw3_034_q03,code_n24_k12_cw3_034,q03,train,0.36,128,69,0.5390625,41,0.3203125,3.875,0.4296875
code_n24_k12_cw3_035_q00,code_n24_k12_cw3_035,q00,validation,0.18,128,17,0.1328125,14,0.109375,0.453125,0.125
code_n24_k12_cw3_035_q01,code_n24_k12_cw3_035,q01,validation,0.24,128,18,0.140625,12,0.09375,0.5234375,0.109375
code_n24_k12_cw3_035_q02,code_n24_k12_cw3_035,q02,validation,0.3,128,42,0.328125,25,0.1953125,2.03125,0.2578125
code_n24_k12_cw3_035_q03,code_n24_k12_cw3_035,q03,validation,0.36,128,76,0.59375,54,0.421875,4.171875,0.515625
code_n24_k12_cw3_036_q00,code_n24_k12_cw3_036,q00,validation,0.18,128,9,0.0703125,7,0.0546875,0.28125,0.0546875
code_n24_k12_cw3_036_q01,code_n24_k12_cw3_036,q01,validation,0.24,128,20,0.15625,11,0.0859375,0.640625,0.09375
code_n24_k12_cw3_036_q02,code_n24_k12_cw3_036,q02,validation,0.3,128,42,0.328125,31,0.2421875,1.7578125,0.2734375
code_n24_k12_cw3_036_q03,code_n24_k12_cw3_036,q03,validation,0.36,128,67,0.5234375,52,0.40625,3.84375,0.5390625
code_n24_k12_cw3_037_q00,code_n24_k12_cw3_037,q00,train,0.18,128,9,0.0703125,3,0.0234375,0.4140625,0.0234375
code_n24_k12_cw3_037_q01,code_n24_k12_cw3_037,q01,train,0.24,128,15,0.1171875,5,0.0390625,0.8515625,0.0546875
code_n24_k12_cw3_037_q02,code_n24_k12_cw3_037,q02,train,0.3,128,40,0.3125,14,0.109375,1.984375,0.1328125
code_n24_k12_cw3_037_q03,code_n24_k12_cw3_037,q03,train,0.36,128,56,0.4375,28,0.21875,3.75,0.359375
code_n24_k12_cw3_038_q00,code_n24_k12_cw3_038,q00,train,0.18,128,5,0.0390625,1,0.0078125,0.2265625,0.0078125
code_n24_k12_cw3_038_q01,code_n24_k12_cw3_038,q01,train,0.24,128,20,0.15625,5,0.0390625,0.96875,0.0625
code_n24_k12_cw3_038_q02,code_n24_k12_cw3_038,q02,train,0.3,128,36,0.28125,8,0.0625,1.8515625,0.0625
code_n24_k12_cw3_038_q03,code_n24_k12_cw3_038,q03,train,0.36,128,56,0.4375,23,0.1796875,3.5859375,0.2734375
code_n24_k12_cw3_039_q00,code_n24_k12_cw3_039,q00,train,0.18,128,5,0.0390625,5,0.0390625,0.09375,0.0390625
code_n24_k12_cw3_039_q01,code_n24_k12_cw3_039,q01,train,0.24,128,29,0.2265625,14,0.109375,1.0625,0.125
code_n24_k12_cw3_039_q02,code_n24_k12_cw3_039,q02,train,0.3,128,49,0.3828125,29,0.2265625,2.3984375,0.265625
code_n24_k12_cw3_039_q03,code_n24_k12_cw3_039,q03,train,0.36,128,81,0.6328125,49,0.3828125,4.484375,0.453125
code_n32_k16_cw3_000_q00,code_n32_k16_cw3_000,q00,test,0.18,128,2,0.015625,0,0.0,0.109375,0.0
code_n32_k16_cw3_000_q01,code_n32_k16_cw3_000,q01,test,0.24,128,9,0.0703125,5,0.0390625,0.4765625,0.0390625
code_n32_k16_cw3_000_q02,code_n32_k16_cw3_000,q02,test,0.3,128,30,0.234375,10,0.078125,2.3125,0.0859375
code_n32_k16_cw3_000_q03,code_n32_k16_cw3_000,q03,test,0.36,128,55,0.4296875,33,0.2578125,4.3828125,0.34375
code_n32_k16_cw3_001_q00,code_n32_k16_cw3_001,q00,test,0.18,128,12,0.09375,10,0.078125,0.328125,0.078125
code_n32_k16_cw3_001_q01,code_n32_k16_cw3_001,q01,test,0.24,128,16,0.125,11,0.0859375,0.5390625,0.09375
code_n32_k16_cw3_001_q02,code_n32_k16_cw3_001,q02,test,0.3,128,34,0.265625,20,0.15625,2.046875,0.1796875
code_n32_k16_cw3_001_q03,code_n32_k16_cw3_001,q03,test,0.36,128,53,0.4140625,39,0.3046875,3.828125,0.453125
code_n32_k16_cw3_002_q00,code_n32_k16_cw3_002,q00,train,0.18,128,9,0.0703125,7,0.0546875,0.3046875,0.0546875
code_n32_k16_cw3_002_q01,code_n32_k16_cw3_002,q01,train,0.24,128,19,0.1484375,14,0.109375,0.5625,0.1171875
code_n32_k16_cw3_002_q02,code_n32_k16_cw3_002,q02,train,0.3,128,38,0.296875,31,0.2421875,2.0625,0.265625
code_n32_k16_cw3_002_q03,code_n32_k16_cw3_002,q03,train,0.36,128,70,0.546875,44,0.34375,4.7734375,0.4921875
code_n32_k16_cw3_003_q00,code_n32_k16_cw3_003,q00,train,0.18,128,4,0.03125,0,0.0,0.1640625,0.0
code_n32_k16_cw3_003_q01,code_n32_k16_cw3_003,q01,train,0.24,128,12,0.09375,4,0.03125,0.609375,0.0390625
code_n32_k16_cw3_003_q02,code_n32_k16_cw3_003,q02,train,0.3,128,37,0.2890625,13,0.1015625,1.953125,0.1015625
code_n32_k16_cw3_003_q03,code_n32_k16_cw3_003,q03,train,0.36,128,67,0.5234375,37,0.2890625,4.7265625,0.3359375
code_n32_k16_cw3_004_q00,code_n32_k16_cw3_004,q00,train,0.18,128,8,0.0625,6,0.046875,0.2734375,0.046875
code_n32_k16_cw3_004_q01,code_n32_k16_cw3_004,q01,train,0.24,128,20,0.15625,12,0.09375,0.9609375,0.09375
code_n32_k16_cw3_004_q02,code_n32_k16_cw3_004,q02,train,0.3,128,37,0.2890625,17,0.1328125,2.25,0.1484375
code_n32_k16_cw3_004_q03,code_n32_k16_cw3_004,q03,train,0.36,128,60,0.46875,33,0.2578125,4.3046875,0.34375
code_n32_k16_cw3_005_q00,code_n32_k16_cw3_005,q00,validation,0.18,128,13,0.1015625,13,0.1015625,0.28125,0.1015625
code_n32_k16_cw3_005_q01,code_n32_k16_cw3_005,q01,validation,0.24,128,29,0.2265625,18,0.140625,1.0859375,0.140625
code_n32_k16_cw3_005_q02,code_n32_k16_cw3_005,q02,validation,0.3,128,34,0.265625,23,0.1796875,1.46875,0.203125
code_n32_k16_cw3_005_q03,code_n32_k16_cw3_005,q03,validation,0.36,128,69,0.5390625,51,0.3984375,4.5703125,0.484375
code_n32_k16_cw3_006_q00,code_n32_k16_cw3_006,q00,train,0.18,128,12,0.09375,10,0.078125,0.3046875,0.0859375
code_n32_k16_cw3_006_q01,code_n32_k16_cw3_006,q01,train,0.24,128,32,0.25,27,0.2109375,1.0078125,0.234375
code_n32_k16_cw3_006_q02,code_n32_k16_cw3_006,q02,train,0.3,128,56,0.4375,44,0.34375,2.6796875,0.5078125
code_n32_k16_cw3_006_q03,code_n32_k16_cw3_006,q03,train,0.36,128,79,0.6171875,68,0.53125,4.578125,0.7109375
code_n32_k16_cw3_007_q00,code_n32_k16_cw3_007,q00,validation,0.18,128,15,0.1171875,12,0.09375,0.40625,0.1015625
code_n32_k16_cw3_007_q01,code_n32_k16_cw3_007,q01,validation,0.24,128,27,0.2109375,19,0.1484375,0.7890625,0.1484375
code_n32_k16_cw3_007_q02,code_n32_k16_cw3_007,q02,validation,0.3,128,44,0.34375,31,0.2421875,2.0625,0.328125
code_n32_k16_cw3_007_q03,code_n32_k16_cw3_007,q03,validation,0.36,128,87,0.6796875,60,0.46875,5.25,0.6328125
code_n32_k16_cw3_008_q00,code_n32_k16_cw3_008,q00,train,0.18,128,16,0.125,16,0.125,0.3203125,0.125
code_n32_k16_cw3_008_q01,code_n32_k16_cw3_008,q01,train,0.24,128,34,0.265625,26,0.203125,1.3984375,0.2578125
code_n32_k16_cw3_008_q02,code_n32_k16_cw3_008,q02,train,0.3,128,53,0.4140625,41,0.3203125,2.296875,0.359375
code_n32_k16_cw3_008_q03,code_n32_k16_cw3_008,q03,train,0.36,128,74,0.578125,52,0.40625,4.5390625,0.515625
code_n32_k16_cw3_009_q00,code_n32_k16_cw3_009,q00,train,0.18,128,8,0.0625,4,0.03125,0.2734375,0.03125
code_n32_k16_cw3_009_q01,code_n32_k16_cw3_009,q01,train,0.24,128,14,0.109375,7,0.0546875,0.59375,0.0546875
code_n32_k16_cw3_009_q02,code_n32_k16_cw3_009,q02,train,0.3,128,41,0.3203125,23,0.1796875,1.953125,0.1953125
code_n32_k16_cw3_009_q03,code_n32_k16_cw3_009,q03,train,0.36,128,71,0.5546875,36,0.28125,4.75,0.4140625
code_n32_k16_cw3_010_q00,code_n32_k16_cw3_010,q00,validation,0.18,128,8,0.0625,7,0.0546875,0.1953125,0.0546875
code_n32_k16_cw3_010_q01,code_n32_k16_cw3_010,q01,validation,0.24,128,25,0.1953125,9,0.0703125,1.171875,0.0703125
code_n32_k16_cw3_010_q02,code_n32_k16_cw3_010,q02,validation,0.3,128,40,0.3125,21,0.1640625,2.140625,0.171875
code_n32_k16_cw3_010_q03,code_n32_k16_cw3_010,q03,validation,0.36,128,64,0.5,33,0.2578125,4.2421875,0.296875
