graph_id,state_id,split,horizon_fraction,h_steps,K,z,collapse_fraction
g_n24_e48_k2_mid_09,g_n24_e48_k2_mid_09_p0,train,0.05,3,64,2,0.03125
g_n24_e48_k2_mid_09,g_n24_e48_k2_mid_09_p0,train,0.1,5,64,5,0.078125
g_n24_e48_k2_mid_09,g_n24_e48_k2_mid_09_p0,train,0.15,8,64,7,0.109375
g_n24_e48_k2_mid_09,g_n24_e48_k2_mid_09_p3,train,0.05,3,64,2,0.03125
g_n24_e48_k2_mid_09,g_n24_e48_k2_mid_09_p3,train,0.1,5,64,4,0.0625
g_n24_e48_k2_mid_09,g_n24_e48_k2_mid_09_p3,train,0.15,7,64,8,0.125
g_n24_e48_k2_mid_09,g_n24_e48_k2_mid_09_p5,train,0.05,3,64,12,0.1875
g_n24_e48_k2_mid_09,g_n24_e48_k2_mid_09_p5,train,0.1,5,64,20,0.3125
g_n24_e48_k2_mid_09,g_n24_e48_k2_mid_09_p5,train,0.15,7,64,23,0.359375
g_n24_e48_k2_high_10,g_n24_e48_k2_high_10_p0,train,0.05,3,64,0,0.0
g_n24_e48_k2_high_10,g_n24_e48_k2_high_10_p0,train,0.1,5,64,1,0.015625
g_n24_e48_k2_high_10,g_n24_e48_k2_high_10_p0,train,0.15,8,64,9,0.140625
g_n24_e48_k2_high_10,g_n24_e48_k2_high_10_p3,train,0.05,3,64,2,0.03125
g_n24_e48_k2_high_10,g_n24_e48_k2_high_10_p3,train,0.1,5,64,4,0.0625
g_n24_e48_k2_high_10,g_n24_e48_k2_high_10_p3,train,0.15,7,64,9,0.140625
g_n24_e48_k2_high_10,g_n24_e48_k2_high_10_p5,train,0.05,3,64,1,0.015625
g_n24_e48_k2_high_10,g_n24_e48_k2_high_10_p5,train,0.1,5,64,5,0.078125
g_n24_e48_k2_high_10,g_n24_e48_k2_high_10_p5,train,0.15,7,64,12,0.1875
g_n24_e48_k2_high_11,g_n24_e48_k2_high_11_p0,train,0.05,3,64,0,0.0
g_n24_e48_k2_high_11,g_n24_e48_k2_high_11_p0,train,0.1,5,64,1,0.015625
g_n24_e48_k2_high_11,g_n24_e48_k2_high_11_p0,train,0.15,8,64,4,0.0625
g_n24_e48_k2_high_11,g_n24_e48_k2_high_11_p3,train,0.05,3,64,1,0.015625
g_n24_e48_k2_high_11,g_n24_e48_k2_high_11_p3,train,0.1,5,64,6,0.09375
g_n24_e48_k2_high_11,g_n24_e48_k2_high_11_p3,train,0.15,7,64,16,0.25
g_n24_e48_k2_high_11,g_n24_e48_k2_high_11_p5,train,0.05,3,64,6,0.09375
g_n24_e48_k2_high_11,g_n24_e48_k2_high_11_p5,train,0.1,5,64,10,0.15625
g_n24_e48_k2_high_11,g_n24_e48_k2_high_11_p5,train,0.15,7,64,19,0.296875
g_n24_e48_k2_high_12,g_n24_e48_k2_high_12_p0,test,0.05,3,64,0,0.0
g_n24_e48_k2_high_12,g_n24_e48_k2_high_12_p0,test,0.1,5,64,1,0.015625
g_n24_e48_k2_high_12,g_n24_e48_k2_high_12_p0,test,0.15,8,64,3,0.046875
g_n24_e48_k2_high_12,g_n24_e48_k2_high_12_p3,test,0.05,3,64,1,0.015625
g_n24_e48_k2_high_12,g_n24_e48_k2_high_12_p3,test,0.1,5,64,3,0.046875
g_n24_e48_k2_high_12,g_n24_e48_k2_high_12_p3,test,0.15,7,64,8,0.125
g_n24_e48_k2_high_12,g_n24_e48_k2_high_12_p5,test,0.05,3,64,1,0.015625
g_n24_e48_k2_high_12,g_n24_e48_k2_high_12_p5,test,0.1,5,64,1,0.015625
g_n24_e48_k2_high_12,g_n24_e48_k2_high_12_p5,test,0.15,7,64,7,0.109375
g_n24_e48_k2_high_13,g_n24_e48_k2_high_13_p0,train,0.05,3,64,0,0.0
g_n24_e48_k2_high_13,g_n24_e48_k2_high_13_p0,train,0.1,5,64,2,0.03125
g_n24_e48_k2_high_13,g_n24_e48_k2_high_13_p0,train,0.15,8,64,6,0.09375
g_n24_e48_k2_high_13,g_n24_e48_k2_high_13_p3,train,0.05,3,64,2,0.03125
g_n24_e48_k2_high_13,g_n24_e48_k2_high_13_p3,train,0.1,5,64,8,0.125
g_n24_e48_k2_high_13,g_n24_e48_k2_high_13_p3,train,0.15,7,64,13,0.203125
g_n24_e48_k2_high_13,g_n24_e48_k2_high_13_p5,train,0.05,3,64,8,0.125
g_n24_e48_k2_high_13,g_n24_e48_k2_high_13_p5,train,0.1,5,64,14,0.21875
g_n24_e48_k2_high_13,g_n24_e48_k2_high_13_p5,train,0.15,7,64,24,0.375
g_n24_e48_k2_high_14,g_n24_e48_k2_high_14_p0,validation,0.05,3,64,1,0.015625
g_n24_e48_k2_high_14,g_n24_e48_k2_high_14_p0,validation,0.1,5,64,3,0.046875
g_n24_e48_k2_high_14,g_n24_e48_k2_high_14_p0,validation,0.15,8,64,8,0.125
g_n24_e48_k2_high_14,g_n24_e48_k2_high_14_p3,validation,0.05,3,64,2,0.03125
g_n24_e48_k2_high_14,g_n24_e48_k2_high_14_p3,validation,0.1,5,64,5,0.078125
g_n24_e48_k2_high_14,g_n24_e48_k2_high_14_p3,validation,0.15,7,64,10,0.15625
g_n24_e48_k2_high_14,g_n24_e48_k2_high_14_p5,validation,0.05,3,64,6,0.09375
g_n24_e48_k2_high_14,g_n24_e48_k2_high_14_p5,validation,0.1,5,64,9,0.140625
g_n24_e48_k2_high_14,g_n24_e48_k2_high_14_p5,validation,0.15,7,64,19,0.296875
g_n24_e48_k3_low_00,g_n24_e48_k3_low_00_p0,validation,0.05,3,64,0,0.0
g_n24_e48_k3_low_00,g_n24_e48_k3_low_00_p0,validation,0.1,5,64,0,0.0
g_n24_e48_k3_low_00,g_n24_e48_k3_low_00_p0,validation,0.15,8,64,7,0.109375
g_n24_e48_k3_low_00,g_n24_e48_k3_low_00_p3,validation,0.05,3,64,0,0.0
g_n24_e48_k3_low_00,g_n24_e48_k3_low_00_p3,validation,0.1,5,64,2,0.03125
g_n24_e48_k3_low_00,g_n24_e48_k3_low_00_p3,validation,0.15,7,64,6,0.09375
g_n24_e48_k3_low_00,g_n24_e48_k3_low_00_p5,validation,0.05,3,64,1,0.015625
g_n24_e48_k3_low_00,g_n24_e48_k3_low_00_p5,validation,0.1,5,64,5,0.078125
g_n24_e48_k3_low_00,g_n24_e48_k3_low_00_p5,validation,0.15,7,64,7,0.109375
g_n24_e48_k3_low_01,g_n24_e48_k3_low_01_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_low_01,g_n24_e48_k3_low_01_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_low_01,g_n24_e48_k3_low_01_p0,train,0.15,8,64,2,0.03125
g_n24_e48_k3_low_01,g_n24_e48_k3_low_01_p3,train,0.05,3,64,1,0.015625
g_n24_e48_k3_low_01,g_n24_e48_k3_low_01_p3,train,0.1,5,64,3,0.046875
g_n24_e48_k3_low_01,g_n24_e48_k3_low_01_p3,train,0.15,7,64,4,0.0625
g_n24_e48_k3_low_01,g_n24_e48_k3_low_01_p5,train,0.05,3,64,1,0.015625
g_n24_e48_k3_low_01,g_n24_e48_k3_low_01_p5,train,0.1,5,64,4,0.0625
g_n24_e48_k3_low_01,g_n24_e48_k3_low_01_p5,train,0.15,7,64,13,0.203125
g_n24_e48_k3_low_02,g_n24_e48_k3_low_02_p0,test,0.05,3,64,0,0.0
g_n24_e48_k3_low_02,g_n24_e48_k3_low_02_p0,test,0.1,5,64,1,0.015625
g_n24_e48_k3_low_02,g_n24_e48_k3_low_02_p0,test,0.15,8,64,1,0.015625
g_n24_e48_k3_low_02,g_n24_e48_k3_low_02_p3,test,0.05,3,64,0,0.0
g_n24_e48_k3_low_02,g_n24_e48_k3_low_02_p3,test,0.1,5,64,1,0.015625
g_n24_e48_k3_low_02,g_n24_e48_k3_low_02_p3,test,0.15,7,64,2,0.03125
g_n24_e48_k3_low_02,g_n24_e48_k3_low_02_p5,test,0.05,3,64,9,0.140625
g_n24_e48_k3_low_02,g_n24_e48_k3_low_02_p5,test,0.1,5,64,15,0.234375
g_n24_e48_k3_low_02,g_n24_e48_k3_low_02_p5,test,0.15,7,64,21,0.328125
g_n24_e48_k3_low_03,g_n24_e48_k3_low_03_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_low_03,g_n24_e48_k3_low_03_p0,train,0.1,5,64,1,0.015625
g_n24_e48_k3_low_03,g_n24_e48_k3_low_03_p0,train,0.15,8,64,3,0.046875
g_n24_e48_k3_low_03,g_n24_e48_k3_low_03_p3,train,0.05,3,64,0,0.0
g_n24_e48_k3_low_03,g_n24_e48_k3_low_03_p3,train,0.1,5,64,1,0.015625
g_n24_e48_k3_low_03,g_n24_e48_k3_low_03_p3,train,0.15,7,64,2,0.03125
g_n24_e48_k3_low_03,g_n24_e48_k3_low_03_p5,train,0.05,3,64,7,0.109375
g_n24_e48_k3_low_03,g_n24_e48_k3_low_03_p5,train,0.1,5,64,10,0.15625
g_n24_e48_k3_low_03,g_n24_e48_k3_low_03_p5,train,0.15,7,64,15,0.234375
g_n24_e48_k3_low_04,g_n24_e48_k3_low_04_p0,train,0.05,3,64,1,0.015625
g_n24_e48_k3_low_04,g_n24_e48_k3_low_04_p0,train,0.1,5,64,2,0.03125
g_n24_e48_k3_low_04,g_n24_e48_k3_low_04_p0,train,0.15,8,64,5,0.078125
g_n24_e48_k3_low_04,g_n24_e48_k3_low_04_p3,train,0.05,3,64,0,0.0
g_n24_e48_k3_low_04,g_n24_e48_k3_low_04_p3,train,0.1,5,64,1,0.015625
g_n24_e48_k3_low_04,g_n24_e48_k3_low_04_p3,train,0.15,7,64,6,0.09375
g_n24_e48_k3_low_04,g_n24_e48_k3_low_04_p5,train,0.05,3,64,4,0.0625
g_n24_e48_k3_low_04,g_n24_e48_k3_low_04_p5,train,0.1,5,64,7,0.109375
g_n24_e48_k3_low_04,g_n24_e48_k3_low_04_p5,train,0.15,7,64,16,0.25
g_n24_e48_k3_mid_05,g_n24_e48_k3_mid_05_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_05,g_n24_e48_k3_mid_05_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_mid_05,g_n24_e48_k3_mid_05_p0,train,0.15,8,64,1,0.015625
g_n24_e48_k3_mid_05,g_n24_e48_k3_mid_05_p3,train,0.05,3,64,1,0.015625
g_n24_e48_k3_mid_05,g_n24_e48_k3_mid_05_p3,train,0.1,5,64,3,0.046875
g_n24_e48_k3_mid_05,g_n24_e48_k3_mid_05_p3,train,0.15,7,64,6,0.09375
g_n24_e48_k3_mid_05,g_n24_e48_k3_mid_05_p5,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_05,g_n24_e48_k3_mid_05_p5,train,0.1,5,64,3,0.046875
g_n24_e48_k3_mid_05,g_n24_e48_k3_mid_05_p5,train,0.15,7,64,7,0.109375
g_n24_e48_k3_mid_06,g_n24_e48_k3_mid_06_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_06,g_n24_e48_k3_mid_06_p0,train,0.1,5,64,1,0.015625
g_n24_e48_k3_mid_06,g_n24_e48_k3_mid_06_p0,train,0.15,8,64,3,0.046875
g_n24_e48_k3_mid_06,g_n24_e48_k3_mid_06_p3,train,0.05,3,64,1,0.015625
g_n24_e48_k3_mid_06,g_n24_e48_k3_mid_06_p3,train,0.1,5,64,2,0.03125
g_n24_e48_k3_mid_06,g_n24_e48_k3_mid_06_p3,train,0.15,7,64,7,0.109375
g_n24_e48_k3_mid_06,g_n24_e48_k3_mid_06_p5,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_06,g_n24_e48_k3_mid_06_p5,train,0.1,5,64,2,0.03125
g_n24_e48_k3_mid_06,g_n24_e48_k3_mid_06_p5,train,0.15,7,64,2,0.03125
g_n24_e48_k3_mid_07,g_n24_e48_k3_mid_07_p0,test,0.05,3,64,1,0.015625
g_n24_e48_k3_mid_07,g_n24_e48_k3_mid_07_p0,test,0.1,5,64,1,0.015625
g_n24_e48_k3_mid_07,g_n24_e48_k3_mid_07_p0,test,0.15,8,64,3,0.046875
g_n24_e48_k3_mid_07,g_n24_e48_k3_mid_07_p3,test,0.05,3,64,0,0.0
g_n24_e48_k3_mid_07,g_n24_e48_k3_mid_07_p3,test,0.1,5,64,4,0.0625
g_n24_e48_k3_mid_07,g_n24_e48_k3_mid_07_p3,test,0.15,7,64,5,0.078125
g_n24_e48_k3_mid_07,g_n24_e48_k3_mid_07_p5,test,0.05,3,64,0,0.0
g_n24_e48_k3_mid_07,g_n24_e48_k3_mid_07_p5,test,0.1,5,64,2,0.03125
g_n24_e48_k3_mid_07,g_n24_e48_k3_mid_07_p5,test,0.15,7,64,8,0.125
g_n24_e48_k3_mid_08,g_n24_e48_k3_mid_08_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_08,g_n24_e48_k3_mid_08_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_mid_08,g_n24_e48_k3_mid_08_p0,train,0.15,8,64,2,0.03125
g_n24_e48_k3_mid_08,g_n24_e48_k3_mid_08_p3,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_08,g_n24_e48_k3_mid_08_p3,train,0.1,5,64,3,0.046875
g_n24_e48_k3_mid_08,g_n24_e48_k3_mid_08_p3,train,0.15,7,64,9,0.140625
g_n24_e48_k3_mid_08,g_n24_e48_k3_mid_08_p5,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_08,g_n24_e48_k3_mid_08_p5,train,0.1,5,64,3,0.046875
g_n24_e48_k3_mid_08,g_n24_e48_k3_mid_08_p5,train,0.15,7,64,6,0.09375
g_n24_e48_k3_mid_09,g_n24_e48_k3_mid_09_p0,validation,0.05,3,64,0,0.0
g_n24_e48_k3_mid_09,g_n24_e48_k3_mid_09_p0,validation,0.1,5,64,0,0.0
g_n24_e48_k3_mid_09,g_n24_e48_k3_mid_09_p0,validation,0.15,8,64,1,0.015625
g_n24_e48_k3_mid_09,g_n24_e48_k3_mid_09_p3,validation,0.05,3,64,0,0.0
g_n24_e48_k3_mid_09,g_n24_e48_k3_mid_09_p3,validation,0.1,5,64,0,0.0
g_n24_e48_k3_mid_09,g_n24_e48_k3_mid_09_p3,validation,0.15,7,64,2,0.03125
g_n24_e48_k3_mid_09,g_n24_e48_k3_mid_09_p5,validation,0.05,3,64,0,0.0
g_n24_e48_k3_mid_09,g_n24_e48_k3_mid_09_p5,validation,0.1,5,64,1,0.015625
g_n24_e48_k3_mid_09,g_n24_e48_k3_mid_09_p5,validation,0.15,7,64,6,0.09375
g_n24_e48_k3_high_10,g_n24_e48_k3_high_10_p0,validation,0.05,3,64,0,0.0
g_n24_e48_k3_high_10,g_n24_e48_k3_high_10_p0,validation,0.1,5,64,0,0.0
g_n24_e48_k3_high_10,g_n24_e48_k3_high_10_p0,validation,0.15,8,64,1,0.015625
g_n24_e48_k3_high_10,g_n24_e48_k3_high_10_p3,validation,0.05,3,64,1,0.015625
g_n24_e48_k3_high_10,g_n24_e48_k3_high_10_p3,validation,0.1,5,64,1,0.015625
g_n24_e48_k3_high_10,g_n24_e48_k3_high_10_p3,validation,0.15,7,64,2,0.03125
g_n24_e48_k3_high_10,g_n24_e48_k3_high_10_p5,validation,0.05,3,64,0,0.0
g_n24_e48_k3_high_10,g_n24_e48_k3_high_10_p5,validation,0.1,5,64,3,0.046875
g_n24_e48_k3_high_10,g_n24_e48_k3_high_10_p5,validation,0.15,7,64,11,0.171875
g_n24_e48_k3_high_11,g_n24_e48_k3_high_11_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_11,g_n24_e48_k3_high_11_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_high_11,g_n24_e48_k3_high_11_p0,train,0.15,8,64,1,0.015625
g_n24_e48_k3_high_11,g_n24_e48_k3_high_11_p3,train,0.05,3,64,1,0.015625
g_n24_e48_k3_high_11,g_n24_e48_k3_high_11_p3,train,0.1,5,64,6,0.09375
g_n24_e48_k3_high_11,g_n24_e48_k3_high_11_p3,train,0.15,7,64,6,0.09375
g_n24_e48_k3_high_11,g_n24_e48_k3_high_11_p5,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_11,g_n24_e48_k3_high_11_p5,train,0.1,5,64,2,0.03125
g_n24_e48_k3_high_11,g_n24_e48_k3_high_11_p5,train,0.15,7,64,7,0.109375
g_n24_e48_k3_high_12,g_n24_e48_k3_high_12_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_12,g_n24_e48_k3_high_12_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_high_12,g_n24_e48_k3_high_12_p0,train,0.15,8,64,1,0.015625
g_n24_e48_k3_high_12,g_n24_e48_k3_high_12_p3,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_12,g_n24_e48_k3_high_12_p3,train,0.1,5,64,1,0.015625
g_n24_e48_k3_high_12,g_n24_e48_k3_high_12_p3,train,0.15,7,64,2,0.03125
g_n24_e48_k3_high_12,g_n24_e48_k3_high_12_p5,train,0.05,3,64,1,0.015625
g_n24_e48_k3_high_12,g_n24_e48_k3_high_12_p5,train,0.1,5,64,5,0.078125
g_n24_e48_k3_high_12,g_n24_e48_k3_high_12_p5,train,0.15,7,64,10,0.15625
g_n24_e48_k3_high_13,g_n24_e48_k3_high_13_p0,test,0.05,3,64,0,0.0
g_n24_e48_k3_high_13,g_n24_e48_k3_high_13_p0,test,0.1,5,64,0,0.0
g_n24_e48_k3_high_13,g_n24_e48_k3_high_13_p0,test,0.15,8,64,1,0.015625
g_n24_e48_k3_high_13,g_n24_e48_k3_high_13_p3,test,0.05,3,64,0,0.0
g_n24_e48_k3_high_13,g_n24_e48_k3_high_13_p3,test,0.1,5,64,0,0.0
g_n24_e48_k3_high_13,g_n24_e48_k3_high_13_p3,test,0.15,7,64,2,0.03125
g_n24_e48_k3_high_13,g_n24_e48_k3_high_13_p5,test,0.05,3,64,0,0.0
g_n24_e48_k3_high_13,g_n24_e48_k3_high_13_p5,test,0.1,5,64,1,0.015625
g_n24_e48_k3_high_13,g_n24_e48_k3_high_13_p5,test,0.15,7,64,6,0.09375
g_n24_e48_k3_high_14,g_n24_e48_k3_high_14_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_14,g_n24_e48_k3_high_14_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_high_14,g_n24_e48_k3_high_14_p0,train,0.15,8,64,1,0.015625
g_n24_e48_k3_high_14,g_n24_e48_k3_high_14_p3,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_14,g_n24_e48_k3_high_14_p3,train,0.1,5,64,1,0.015625
g_n24_e48_k3_high_14,g_n24_e48_k3_high_14_p3,train,0.15,7,64,2,0.03125
g_n24_e48_k3_high_14,g_n24_e48_k3_high_14_p5,train,0.05,3,64,2,0.03125
g_n24_e48_k3_high_14,g_n24_e48_k3_high_14_p5,train,0.1,5,64,5,0.078125
g_n24_e48_k3_high_14,g_n24_e48_k3_high_14_p5,train,0.15,7,64,11,0.171875
g_n24_e72_k2_low_00,g_n24_e72_k2_low_00_p0,train,0.05,4,64,0,0.0
g_n24_e72_k2_low_00,g_n24_e72_k2_low_00_p0,train,0.1,8,64,0,0.0
g_n24_e72_k2_low_00,g_n24_e72_k2_low_00_p0,train,0.15,11,64,2,0.03125
g_n24_e72_k2_low_00,g_n24_e72_k2_low_00_p4,train,0.05,4,64,0,0.0
g_n24_e72_k2_low_00,g_n24_e72_k2_low_00_p4,train,0.1,7,64,0,0.0
g_n24_e72_k2_low_00,g_n24_e72_k2_low_00_p4,train,0.15,11,64,3,0.046875
g_n24_e72_k2_low_00,g_n24_e72_k2_low_00_p8,train,0.05,4,64,1,0.015625
g_n24_e72_k2_low_00,g_n24_e72_k2_low_00_p8,train,0.1,7,64,2,0.03125
g_n24_e72_k2_low_00,g_n24_e72_k2_low_00_p8,train,0.15,10,64,6,0.09375
g_n24_e72_k2_low_01,g_n24_e72_k2_low_01_p0,validation,0.05,4,64,0,0.0
g_n24_e72_k2_low_01,g_n24_e72_k2_low_01_p0,validation,0.1,8,64,1,0.015625
