graph_id,split,n,e0,kappa0,tau_stratum,tau0,log_tau0,seed,edges
g_n24_e48_k2_high_10,train,24,48,2,high,58654444621,24.794929191288812,2284268552,"[[0, 3], [0, 6], [0, 11], [1, 5], [1, 9], [2, 4], [2, 5], [2, 9], [2, 10], [3, 4], [3, 10], [4, 6], [4, 7], [4, 9], [4, 11], [5, 7], [5, 11], [6, 7], [6, 8], [7, 9], [7, 12], [8, 10], [8, 11], [9, 11], [10, 13], [12, 13], [12, 14], [12, 19], [12, 21], [13, 20], [13, 23], [14, 18], [14, 20], [14, 21], [15, 16], [15, 20], [15, 21], [16, 17], [16, 18], [16, 20], [17, 18], [17, 21], [17, 23], [18, 20], [18, 22], [19, 20], [20, 22], [22, 23]]"
g_n24_e48_k2_high_11,train,24,48,2,high,60279734444,24.822261805320085,2284268596,"[[0, 1], [0, 2], [0, 5], [0, 6], [0, 7], [0, 11], [1, 3], [1, 4], [1, 8], [1, 9], [2, 3], [2, 6], [2, 9], [2, 10], [3, 4], [3, 11], [4, 5], [4, 7], [5, 6], [5, 8], [6, 9], [7, 12], [8, 9], [8, 10], [11, 20], [12, 14], [12, 15], [12, 19], [12, 22], [13, 14], [13, 16], [13, 19], [13, 20], [14, 15], [14, 20], [15, 18], [15, 19], [16, 17], [16, 18], [17, 21], [17, 22], [17, 23], [18, 19], [19, 22], [19, 23], [20, 21], [20, 23], [22, 23]]"
g_n24_e48_k2_high_12,test,24,48,2,high,60908648384,24.832641011169347,2284268613,"[[0, 2], [0, 5], [0, 6], [0, 7], [0, 10], [0, 11], [1, 3], [1, 7], [1, 8], [2, 7], [2, 8], [2, 9], [2, 10], [3, 6], [3, 8], [4, 8], [4, 9], [4, 10], [5, 7], [5, 10], [6, 7], [6, 19], [7, 11], [9, 11], [10, 18], [12, 18], [12, 21], [12, 22], [13, 15], [13, 19], [13, 20], [14, 16], [14, 17], [14, 19], [14, 22], [15, 16], [15, 19], [15, 20], [16, 19], [16, 23], [17, 18], [17, 23], [18, 19], [18, 21], [19, 21], [20, 22], [21, 23], [22, 23]]"
g_n24_e48_k2_high_13,train,24,48,2,high,64165690288,24.884734485599463,2284268569,"[[0, 4], [0, 11], [1, 6], [1, 7], [1, 8], [1, 10], [2, 3], [2, 7], [2, 9], [2, 11], [3, 4], [3, 5], [3, 8], [3, 11], [4, 9], [4, 12], [5, 6], [5, 10], [6, 9], [6, 16], [7, 9], [8, 9], [8, 11], [9, 10], [9, 11], [12, 18], [12, 19], [12, 22], [13, 17], [13, 19], [13, 23], [14, 16], [14, 19], [14, 20], [15, 16], [15, 20], [15, 23], [16, 18], [16, 20], [16, 21], [16, 22], [17, 19], [17, 22], [18, 20], [18, 21], [19, 21], [21, 23], [22, 23]]"
g_n24_e48_k2_high_14,validation,24,48,2,high,65093785560,24.899094921696513,2284268554,"[[0, 2], [0, 6], [0, 9], [0, 10], [0, 11], [1, 4], [1, 8], [1, 9], [1, 10], [2, 6], [2, 10], [2, 11], [3, 5], [3, 6], [4, 8], [4, 9], [4, 11], [5, 7], [5, 8], [5, 10], [5, 11], [6, 18], [7, 9], [7, 17], [8, 11], [12, 14], [12, 16], [12, 23], [13, 14], [13, 18], [13, 19], [13, 20], [13, 21], [14, 20], [14, 22], [15, 20], [15, 21], [15, 23], [16, 19], [16, 21], [17, 18], [17, 19], [17, 21], [18, 22], [18, 23], [19, 20], [20, 23], [21, 23]]"
g_n24_e48_k3_low_00,validation,24,48,3,low,76043942923,25.054577206496898,2285268574,"[[0, 2], [0, 3], [0, 6], [1, 2], [1, 7], [1, 9], [1, 21], [2, 5], [3, 6], [3, 9], [3, 11], [4, 5], [4, 6], [4, 10], [5, 8], [5, 10], [6, 8], [7, 10], [7, 11], [7, 13], [8, 10], [8, 11], [9, 11], [10, 11], [11, 18], [12, 13], [12, 15], [12, 19], [13, 18], [13, 20], [14, 16], [14, 21], [14, 23], [15, 16], [15, 18], [15, 20], [15, 21], [16, 21], [16, 22], [16, 23], [17, 18], [17, 19], [17, 21], [17, 22], [18, 20], [19, 21], [21, 23], [22, 23]]"
g_n24_e48_k3_low_01,train,24,48,3,low,76518634302,25.06080013376379,2285268548,"[[0, 1], [0, 2], [0, 8], [1, 2], [1, 3], [1, 6], [2, 3], [2, 5], [2, 8], [3, 5], [4, 5], [4, 8], [4, 11], [5, 6], [5, 7], [6, 7], [6, 10], [7, 9], [7, 13], [8, 10], [8, 11], [9, 10], [9, 11], [9, 17], [11, 14], [12, 14], [12, 16], [12, 19], [12, 21], [13, 17], [13, 21], [13, 22], [14, 20], [14, 21], [15, 20], [15, 21], [15, 23], [16, 17], [16, 21], [16, 23], [17, 18], [17, 22], [18, 19], [18, 22], [19, 20], [19, 21], [20, 21], [20, 23]]"
g_n24_e48_k3_low_02,test,24,48,3,low,78381376788,25.08485219511606,2285268607,"[[0, 2], [0, 4], [0, 11], [1, 3], [1, 6], [1, 7], [1, 8], [1, 13], [2, 3], [2, 5], [2, 21], [3, 6], [3, 7], [3, 8], [4, 9], [4, 11], [5, 6], [5, 7], [5, 10], [5, 14], [6, 10], [7, 8], [8, 11], [9, 10], [9, 11], [12, 15], [12, 17], [12, 22], [13, 16], [13, 17], [13, 19], [13, 22], [14, 18], [14, 19], [14, 20], [14, 21], [15, 21], [15, 23], [16, 20], [16, 23], [17, 18], [18, 19], [18, 20], [18, 21], [18, 22], [18, 23], [20, 21], [20, 22]]"
g_n24_e48_k3_low_03,train,24,48,3,low,78481573866,25.086129706360232,2285268587,"[[0, 1], [0, 4], [0, 5], [0, 7], [1, 9], [1, 10], [2, 5], [2, 6], [2, 10], [3, 7], [3, 8], [3, 11], [4, 6], [4, 8], [4, 10], [4, 11], [5, 6], [5, 11], [6, 7], [6, 21], [8, 11], [9, 10], [9, 11], [9, 22], [11, 15], [12, 13], [12, 16], [12, 22], [13, 17], [13, 19], [14, 15], [14, 16], [14, 17], [14, 18], [14, 19], [14, 20], [14, 21], [14, 22], [14, 23], [15, 17], [15, 21], [16, 23], [17, 23], [18, 19], [18, 21], [19, 20], [20, 23], [22, 23]]"
g_n24_e48_k3_low_04,train,24,48,3,low,78874326468,25.091121618538367,2285268585,"[[0, 7], [0, 8], [0, 9], [1, 2], [1, 6], [1, 9], [1, 11], [2, 3], [2, 4], [2, 5], [2, 6], [3, 9], [3, 10], [3, 11], [4, 6], [4, 11], [5, 8], [5, 10], [7, 9], [7, 11], [8, 9], [8, 21], [9, 10], [9, 12], [10, 13], [12, 15], [12, 18], [12, 20], [12, 21], [12, 22], [13, 15], [13, 16], [13, 22], [14, 19], [14, 20], [14, 21], [15, 23], [16, 17], [16, 18], [17, 18], [17, 20], [17, 21], [17, 22], [19, 20], [19, 23], [21, 22], [21, 23], [22, 23]]"
g_n24_e48_k3_mid_05,train,24,48,3,mid,100804994800,25.33645374294334,2285268603,"[[0, 1], [0, 3], [0, 4], [0, 7], [0, 10], [0, 11], [1, 4], [1, 6], [1, 9], [1, 19], [2, 5], [2, 10], [2, 11], [3, 7], [3, 8], [4, 6], [4, 9], [5, 9], [5, 10], [6, 8], [6, 12], [7, 8], [8, 11], [9, 10], [10, 18], [12, 13], [12, 14], [12, 20], [12, 23], [13, 17], [13, 21], [14, 15], [14, 16], [15, 16], [15, 17], [15, 18], [15, 21], [16, 18], [16, 19], [16, 20], [16, 22], [17, 19], [17, 22], [18, 21], [19, 23], [20, 23], [21, 22], [22, 23]]"
g_n24_e48_k3_mid_06,train,24,48,3,mid,101332216577,25.341670229002084,2285268565,"[[0, 1], [0, 2], [0, 5], [0, 14], [1, 4], [1, 8], [1, 9], [1, 11], [2, 6], [2, 8], [2, 10], [2, 20], [3, 4], [3, 6], [3, 7], [3, 8], [3, 11], [4, 9], [5, 10], [5, 11], [6, 7], [6, 23], [7, 9], [8, 9], [8, 10], [12, 14], [12, 15], [12, 17], [13, 17], [13, 19], [13, 20], [13, 23], [14, 19], [14, 20], [14, 21], [15, 16], [15, 18], [15, 21], [15, 22], [16, 18], [16, 21], [16, 22], [17, 23], [18, 19], [19, 20], [19, 22], [21, 22], [21, 23]]"
g_n24_e48_k3_mid_07,test,24,48,3,mid,101384778710,25.342188805494438,2285268598,"[[0, 1], [0, 4], [0, 5], [0, 7], [0, 11], [1, 3], [1, 6], [1, 8], [1, 22], [2, 7], [2, 9], [2, 10], [2, 13], [3, 5], [3, 10], [3, 11], [4, 7], [4, 9], [5, 6], [6, 8], [7, 9], [7, 11], [7, 18], [8, 9], [9, 10], [12, 21], [12, 22], [12, 23], [13, 14], [13, 16], [13, 19], [13, 20], [14, 15], [14, 21], [14, 22], [15, 16], [15, 18], [15, 19], [15, 22], [16, 17], [16, 20], [16, 22], [17, 20], [17, 21], [18, 19], [18, 23], [19, 21], [19, 23]]"
g_n24_e48_k3_mid_08,train,24,48,3,mid,101427384091,25.342608951712872,2285268600,"[[0, 2], [0, 3], [0, 5], [0, 11], [1, 2], [1, 10], [1, 11], [2, 6], [2, 8], [2, 18], [3, 4], [3, 7], [3, 10], [4, 7], [4, 8], [5, 6], [5, 9], [5, 20], [6, 8], [6, 9], [7, 8], [7, 10], [8, 9], [8, 11], [8, 19], [12, 14], [12, 18], [12, 19], [13, 15], [13, 19], [13, 21], [13, 22], [14, 16], [14, 17], [14, 19], [15, 18], [15, 20], [15, 21], [16, 19], [16, 21], [17, 20], [17, 22], [18, 21], [18, 22], [19, 23], [20, 22], [20, 23], [21, 23]]"
g_n24_e48_k3_mid_09,validation,24,48,3,mid,102024443056,25.34847825932605,2285268602,"[[0, 1], [0, 3], [0, 4], [0, 7], [0, 9], [1, 3], [1, 9], [1, 20], [2, 4], [2, 7], [2, 8], [2, 15], [3, 6], [4, 8], [4, 10], [4, 11], [5, 7], [5, 10], [5, 11], [6, 8], [6, 9], [7, 10], [8, 9], [10, 11], [11, 22], [12, 14], [12, 17], [12, 18], [12, 19], [13, 19], [13, 20], [13, 21], [14, 15], [14, 21], [14, 23], [15, 16], [15, 17], [15, 21], [15, 22], [16, 20], [16, 21], [16, 22], [17, 18], [17, 19], [18, 20], [19, 23], [21, 22], [22, 23]]"
g_n24_e48_k3_high_10,validation,24,48,3,high,137855924310,25.649474949988946,2285268604,"[[0, 1], [0, 5], [0, 7], [1, 5], [1, 8], [1, 10], [1, 11], [2, 3], [2, 4], [2, 9], [2, 13], [3, 7], [3, 8], [3, 11], [4, 9], [4, 11], [5, 9], [6, 8], [6, 9], [6, 10], [7, 10], [7, 22], [8, 10], [9, 11], [10, 16], [12, 15], [12, 18], [12, 19], [12, 20], [13, 14], [13, 18], [13, 21], [13, 23], [14, 15], [14, 21], [14, 22], [15, 16], [15, 20], [16, 19], [16, 23], [17, 18], [17, 20], [17, 21], [18, 22], [19, 20], [20, 23], [21, 23], [22, 23]]"
g_n24_e48_k3_high_11,train,24,48,3,high,141439987280,25.675141345903615,2285268567,"[[0, 2], [0, 8], [0, 10], [0, 11], [1, 5], [1, 6], [1, 7], [1, 10], [2, 3], [2, 4], [2, 9], [3, 5], [3, 7], [3, 11], [4, 6], [4, 9], [5, 8], [5, 9], [6, 8], [6, 13], [7, 11], [8, 10], [8, 16], [9, 10], [11, 14], [12, 15], [12, 18], [12, 19], [12, 20], [13, 14], [13, 17], [13, 18], [13, 19], [13, 22], [14, 15], [14, 18], [14, 21], [15, 17], [15, 23], [16, 19], [16, 22], [16, 23], [17, 18], [17, 20], [17, 23], [18, 21], [19, 20], [21, 22]]"
g_n24_e48_k3_high_12,train,24,48,3,high,141913121672,25.678480888098655,2285268615,"[[0, 2], [0, 5], [0, 8], [0, 10], [0, 18], [1, 4], [1, 7], [1, 10], [1, 11], [1, 16], [2, 6], [2, 9], [2, 11], [3, 4], [3, 5], [3, 10], [4, 9], [5, 6], [6, 7], [6, 8], [7, 8], [8, 9], [9, 11], [10, 11], [11, 21], [12, 15], [12, 19], [12, 21], [13, 18], [13, 20], [13, 23], [14, 15], [14, 20], [14, 21], [15, 17], [15, 23], [16, 19], [16, 22], [16, 23], [17, 18], [17, 21], [17, 22], [18, 19], [18, 20], [18, 21], [19, 23], [20, 22], [20, 23]]"
g_n24_e48_k3_high_13,test,24,48,3,high,143230676437,25.6877222894597,2285268610,"[[0, 4], [0, 6], [0, 9], [1, 5], [1, 7], [1, 8], [1, 21], [2, 3], [2, 7], [2, 10], [3, 5], [3, 8], [3, 9], [3, 11], [4, 5], [4, 7], [4, 11], [5, 22], [6, 7], [6, 8], [6, 10], [6, 11], [6, 18], [9, 10], [9, 11], [12, 17], [12, 18], [12, 19], [12, 21], [13, 14], [13, 19], [13, 20], [13, 22], [14, 19], [14, 21], [14, 22], [15, 20], [15, 22], [15, 23], [16, 17], [16, 19], [16, 21], [16, 23], [17, 18], [17, 21], [17, 22], [18, 23], [20, 23]]"
g_n24_e48_k3_high_14,train,24,48,3,high,143563073400,25.690040311466987,2285268573,"[[0, 3], [0, 7], [0, 11], [1, 5], [1, 7], [1, 9], [1, 10], [2, 3], [2, 5], [2, 7], [2, 9], [3, 5], [3, 7], [4, 5], [4, 6], [4, 8], [4, 9], [5, 11], [6, 7], [6, 10], [8, 10], [8, 11], [8, 20], [9, 16], [11, 22], [12, 13], [12, 19], [12, 21], [12, 22], [12, 23], [13, 14], [13, 19], [13, 21], [14, 17], [14, 18], [14, 20], [15, 19], [15, 20], [15, 23], [16, 18], [16, 20], [16, 21], [16, 22], [17, 21], [17, 23], [18, 19], [19, 21], [22, 23]]"
g_n24_e72_k2_low_00,train,24,72,2,low,980395096754232,34.518976766299325,1562888638,"[[0, 2], [0, 7], [0, 8], [0, 11], [1, 3], [1, 5], [1, 7], [1, 10], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 10], [2, 11], [2, 14], [3, 7], [3, 8], [3, 9], [3, 10], [3, 11], [4, 6], [4, 7], [4, 11], [5, 6], [5, 8], [5, 10], [5, 11], [6, 8], [6, 10], [6, 11], [7, 11], [7, 18], [8, 9], [8, 11], [9, 11], [10, 11], [12, 14], [12, 15], [12, 16], [12, 17], [12, 18], [12, 21], [12, 22], [12, 23], [13, 14], [13, 17], [13, 22], [14, 16], [14, 17], [14, 18], [14, 19], [14, 20], [15, 17], [15, 18], [16, 17], [16, 18], [16, 20], [16, 21], [16, 23], [17, 18], [17, 19], [17, 20], [18, 19], [18, 20], [18, 22], [18, 23], [19, 21], [19, 22], [20, 22], [21, 22], [21, 23]]"
g_n24_e72_k2_low_01,validation,24,72,2,low,992542087952674,34.53129053358844,1562888640,"[[0, 2], [0, 4], [0, 8], [1, 2], [1, 3], [1, 5], [1, 7], [1, 8], [1, 9], [1, 10], [1, 11], [1, 18], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 10], [2, 11], [3, 5], [3, 8], [3, 10], [4, 5], [4, 6], [4, 10], [5, 6], [5, 9], [5, 11], [6, 7], [6, 8], [6, 10], [6, 11], [7, 10], [8, 10], [8, 11], [9, 21], [10, 11], [12, 13], [12, 15], [12, 16], [12, 19], [12, 22], [12, 23], [13, 18], [13, 22], [13, 23], [14, 15], [14, 18], [14, 20], [14, 21], [15, 16], [15, 17], [15, 18], [15, 19], [15, 23], [16, 17], [16, 19], [16, 21], [16, 22], [16, 23], [17, 19], [17, 20], [18, 20], [18, 21], [18, 22], [18, 23], [19, 21], [19, 23], [20, 21], [20, 23], [21, 23], [22, 23]]"
g_n24_e72_k2_low_02,train,24,72,2,low,1008868096485371,34.54760540076476,1562888608,"[[0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [1, 2], [1, 3], [1, 5], [1, 9], [1, 11], [2, 3], [2, 5], [2, 9], [2, 10], [2, 11], [2, 17], [3, 4], [3, 5], [4, 5], [4, 7], [4, 9], [4, 10], [4, 11], [5, 7], [5, 9], [5, 10], [5, 11], [6, 7], [6, 11], [7, 11], [8, 9], [9, 10], [9, 11], [11, 14], [12, 15], [12, 16], [12, 19], [12, 20], [12, 21], [12, 22], [12, 23], [13, 18], [13, 20], [13, 22], [14, 15], [14, 17], [14, 18], [14, 19], [14, 22], [14, 23], [15, 16], [15, 18], [15, 19], [15, 23], [16, 20], [16, 21], [16, 22], [16, 23], [17, 19], [17, 21], [17, 22], [17, 23], [18, 20], [18, 21], [18, 23], [19, 20], [19, 23], [20, 22], [22, 23]]"
g_n24_e72_k2_low_03,train,24,72,2,low,1011981657377304,34.55068684049046,1562888615,"[[0, 2], [0, 4], [0, 7], [0, 9], [0, 10], [1, 7], [1, 8], [1, 11], [2, 3], [2, 5], [2, 6], [2, 7], [2, 8], [2, 11], [3, 6], [3, 7], [3, 9], [3, 11], [4, 10], [4, 11], [4, 18], [5, 9], [5, 10], [6, 7], [6, 8], [6, 10], [6, 11], [7, 8], [7, 9], [7, 11], [8, 9], [8, 10], [8, 11], [9, 10], [9, 11], [10, 11], [10, 12], [12, 14], [12, 15], [12, 17], [12, 18], [12, 19], [12, 20], [12, 21], [12, 22], [13, 14], [13, 15], [13, 18], [13, 19], [13, 22], [13, 23], [14, 16], [14, 17], [14, 19], [14, 22], [14, 23], [15, 16], [15, 17], [15, 21], [16, 22], [17, 18], [17, 19], [17, 20], [17, 21], [17, 22], [18, 21], [18, 22], [18, 23], [20, 21], [20, 22], [21, 22], [21, 23]]"
g_n24_e72_k2_low_04,test,24,72,2,low,1055264835025856,34.59256815879687,1562888654,"[[0, 7], [0, 8], [0, 9], [0, 10], [0, 11], [0, 13], [1, 3], [1, 4], [1, 6], [2, 3], [2, 4], [2, 8], [2, 9], [2, 10], [3, 5], [3, 6], [3, 8], [3, 9], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10], [4, 11], [5, 6], [5, 7], [5, 8], [5, 11], [6, 8], [6, 9], [6, 11], [7, 11], [7, 15], [8, 9], [8, 11], [10, 11], [12, 13], [12, 14], [12, 15], [12, 16], [12, 17], [12, 18], [12, 21], [13, 15], [13, 17], [13, 19], [13, 20], [13, 21], [13, 22], [13, 23], [14, 15], [14, 16], [14, 17], [14, 18], [15, 17], [15, 19], [15, 21], [15, 22], [16, 17], [16, 19], [16, 21], [16, 23], [17, 19], [17, 21], [17, 22], [18, 20], [18, 21], [19, 20], [19, 21], [19, 23], [21, 22]]"
g_n24_e72_k2_mid_05,test,24,72,2,mid,1491189748892480,34.93835068543474,1562888623,"[[0, 1], [0, 4], [0, 7], [0, 9], [1, 2], [1, 7], [1, 9], [1, 10], [1, 11], [2, 3], [2, 5], [2, 6], [2, 8], [2, 9], [2, 11], [2, 16], [3, 5], [3, 7], [3, 9], [3, 11], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10], [4, 11], [5, 8], [5, 9], [6, 7], [6, 10], [7, 9], [7, 10], [7, 11], [8, 9], [10, 11], [10, 13], [12, 14], [12, 16], [12, 19], [12, 20], [12, 23], [13, 16], [13, 17], [13, 18], [13, 19], [13, 20], [13, 21], [13, 23], [14, 15], [14, 17], [14, 19], [14, 22], [14, 23], [15, 16], [15, 17], [15, 18], [15, 19], [15, 21], [15, 22], [15, 23], [16, 17], [16, 21], [16, 23], [17, 19], [17, 20], [18, 20], [18, 23], [19, 20], [19, 22], [19, 23], [22, 23]]"
g_n24_e72_k2_mid_06,train,24,72,2,mid,1493327058176800,34.93978295054689,1562888653,"[[0, 1], [0, 2], [0, 4], [0, 7], [0, 8], [1, 3], [1, 9], [1, 11], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 11], [3, 7], [3, 8], [3, 11], [3, 12], [4, 6], [4, 9], [4, 10], [5, 7], [5, 8], [5, 9], [5, 11], [6, 7], [6, 8], [6, 10], [6, 11], [7, 8], [7, 9], [7, 10], [8, 9], [8, 10], [8, 11], [10, 11], [10, 14], [12, 14], [12, 16], [12, 18], [12, 23], [13, 15], [13, 16], [13, 17], [13, 19], [13, 20], [13, 23], [14, 15], [14, 16], [14, 17], [14, 18], [14, 19], [14, 22], [14, 23], [15, 17], [15, 20], [15, 21], [16, 18], [16, 19], [16, 21], [16, 22], [16, 23], [17, 19], [17, 21], [17, 22], [17, 23], [18, 20], [18, 23], [19, 20], [19, 23], [20, 23], [22, 23]]"
