row_id,code_id,q_id,split,q,K,z,failure_fraction,rank_z,rank_failure_fraction,mean_residual_size,mean_ambiguity_dim
code_n24_k12_cw3_008_q00,code_n24_k12_cw3_008,q00,train,0.18,256,16,0.0625,4,0.015625,0.28125,0.015625
code_n24_k12_cw3_008_q01,code_n24_k12_cw3_008,q01,train,0.24,256,35,0.13671875,8,0.03125,0.74609375,0.03515625
code_n24_k12_cw3_008_q02,code_n24_k12_cw3_008,q02,train,0.3,256,71,0.27734375,14,0.0546875,1.53515625,0.0546875
code_n24_k12_cw3_008_q03,code_n24_k12_cw3_008,q03,train,0.36,256,153,0.59765625,65,0.25390625,4.25390625,0.3203125
code_n24_k12_cw3_009_q00,code_n24_k12_cw3_009,q00,train,0.18,256,46,0.1796875,27,0.10546875,0.703125,0.1171875
code_n24_k12_cw3_009_q01,code_n24_k12_cw3_009,q01,train,0.24,256,78,0.3046875,51,0.19921875,1.24609375,0.22265625
code_n24_k12_cw3_009_q02,code_n24_k12_cw3_009,q02,train,0.3,256,115,0.44921875,71,0.27734375,2.30078125,0.35546875
code_n24_k12_cw3_009_q03,code_n24_k12_cw3_009,q03,train,0.36,256,174,0.6796875,116,0.453125,4.3515625,0.6171875
code_n24_k12_cw3_010_q00,code_n24_k12_cw3_010,q00,train,0.18,256,26,0.1015625,14,0.0546875,0.41015625,0.05859375
code_n24_k12_cw3_010_q01,code_n24_k12_cw3_010,q01,train,0.24,256,45,0.17578125,23,0.08984375,0.84765625,0.09765625
code_n24_k12_cw3_010_q02,code_n24_k12_cw3_010,q02,train,0.3,256,89,0.34765625,47,0.18359375,2.0390625,0.2109375
code_n24_k12_cw3_010_q03,code_n24_k12_cw3_010,q03,train,0.36,256,135,0.52734375,77,0.30078125,3.41796875,0.36328125
code_n24_k12_cw3_011_q00,code_n24_k12_cw3_011,q00,train,0.18,256,25,0.09765625,5,0.01953125,0.41015625,0.01953125
code_n24_k12_cw3_011_q01,code_n24_k12_cw3_011,q01,train,0.24,256,40,0.15625,17,0.06640625,0.90625,0.0703125
code_n24_k12_cw3_011_q02,code_n24_k12_cw3_011,q02,train,0.3,256,81,0.31640625,27,0.10546875,1.8828125,0.1328125
code_n24_k12_cw3_011_q03,code_n24_k12_cw3_011,q03,train,0.36,256,144,0.5625,68,0.265625,3.9375,0.3515625
code_n24_k12_cw3_012_q00,code_n24_k12_cw3_012,q00,train,0.18,256,8,0.03125,2,0.0078125,0.19921875,0.0078125
code_n24_k12_cw3_012_q01,code_n24_k12_cw3_012,q01,train,0.24,256,28,0.109375,17,0.06640625,0.6484375,0.06640625
code_n24_k12_cw3_012_q02,code_n24_k12_cw3_012,q02,train,0.3,256,67,0.26171875,23,0.08984375,1.828125,0.09375
code_n24_k12_cw3_012_q03,code_n24_k12_cw3_012,q03,train,0.36,256,109,0.42578125,48,0.1875,3.5,0.28125
code_n24_k12_cw3_013_q00,code_n24_k12_cw3_013,q00,validation,0.18,256,11,0.04296875,2,0.0078125,0.21484375,0.0078125
code_n24_k12_cw3_013_q01,code_n24_k12_cw3_013,q01,validation,0.24,256,53,0.20703125,12,0.046875,1.10546875,0.0546875
code_n24_k12_cw3_013_q02,code_n24_k12_cw3_013,q02,validation,0.3,256,87,0.33984375,23,0.08984375,2.05859375,0.10546875
code_n24_k12_cw3_013_q03,code_n24_k12_cw3_013,q03,validation,0.36,256,135,0.52734375,55,0.21484375,3.734375,0.25
code_n24_k12_cw3_014_q00,code_n24_k12_cw3_014,q00,validation,0.18,256,5,0.01953125,3,0.01171875,0.0859375,0.01171875
code_n24_k12_cw3_014_q01,code_n24_k12_cw3_014,q01,validation,0.24,256,44,0.171875,14,0.0546875,1.0546875,0.0625
code_n24_k12_cw3_014_q02,code_n24_k12_cw3_014,q02,validation,0.3,256,77,0.30078125,31,0.12109375,2.078125,0.1484375
code_n24_k12_cw3_014_q03,code_n24_k12_cw3_014,q03,validation,0.36,256,124,0.484375,56,0.21875,3.859375,0.28515625
code_n24_k12_cw3_015_q00,code_n24_k12_cw3_015,q00,train,0.18,256,18,0.0703125,14,0.0546875,0.265625,0.0546875
code_n24_k12_cw3_015_q01,code_n24_k12_cw3_015,q01,train,0.24,256,45,0.17578125,32,0.125,0.78125,0.1328125
code_n24_k12_cw3_015_q02,code_n24_k12_cw3_015,q02,train,0.3,256,86,0.3359375,53,0.20703125,1.81640625,0.21875
code_n24_k12_cw3_015_q03,code_n24_k12_cw3_015,q03,train,0.36,256,141,0.55078125,96,0.375,3.7734375,0.48828125
code_n24_k12_cw3_016_q00,code_n24_k12_cw3_016,q00,test,0.18,256,7,0.02734375,1,0.00390625,0.12890625,0.00390625
code_n24_k12_cw3_016_q01,code_n24_k12_cw3_016,q01,test,0.24,256,28,0.109375,7,0.02734375,0.58203125,0.02734375
code_n24_k12_cw3_016_q02,code_n24_k12_cw3_016,q02,test,0.3,256,65,0.25390625,20,0.078125,1.80859375,0.09765625
code_n24_k12_cw3_016_q03,code_n24_k12_cw3_016,q03,test,0.36,256,124,0.484375,69,0.26953125,3.8359375,0.37109375
code_n24_k12_cw3_017_q00,code_n24_k12_cw3_017,q00,train,0.18,256,24,0.09375,9,0.03515625,0.39453125,0.03515625
code_n24_k12_cw3_017_q01,code_n24_k12_cw3_017,q01,train,0.24,256,44,0.171875,25,0.09765625,0.78125,0.09765625
code_n24_k12_cw3_017_q02,code_n24_k12_cw3_017,q02,train,0.3,256,83,0.32421875,38,0.1484375,1.859375,0.16015625
code_n24_k12_cw3_017_q03,code_n24_k12_cw3_017,q03,train,0.36,256,124,0.484375,69,0.26953125,3.50390625,0.375
code_n24_k12_cw3_018_q00,code_n24_k12_cw3_018,q00,validation,0.18,256,8,0.03125,2,0.0078125,0.17578125,0.0078125
code_n24_k12_cw3_018_q01,code_n24_k12_cw3_018,q01,validation,0.24,256,34,0.1328125,11,0.04296875,0.83203125,0.046875
code_n24_k12_cw3_018_q02,code_n24_k12_cw3_018,q02,validation,0.3,256,67,0.26171875,29,0.11328125,1.90625,0.12890625
code_n24_k12_cw3_018_q03,code_n24_k12_cw3_018,q03,validation,0.36,256,127,0.49609375,57,0.22265625,3.75390625,0.28125
code_n24_k12_cw3_019_q00,code_n24_k12_cw3_019,q00,train,0.18,256,8,0.03125,2,0.0078125,0.171875,0.0078125
code_n24_k12_cw3_019_q01,code_n24_k12_cw3_019,q01,train,0.24,256,29,0.11328125,7,0.02734375,0.7109375,0.02734375
code_n24_k12_cw3_019_q02,code_n24_k12_cw3_019,q02,train,0.3,256,60,0.234375,29,0.11328125,1.6015625,0.125
code_n24_k12_cw3_019_q03,code_n24_k12_cw3_019,q03,train,0.36,256,132,0.515625,54,0.2109375,4.07421875,0.26171875
code_n24_k12_cw3_020_q00,code_n24_k12_cw3_020,q00,train,0.18,256,21,0.08203125,17,0.06640625,0.20703125,0.0703125
code_n24_k12_cw3_020_q01,code_n24_k12_cw3_020,q01,train,0.24,256,59,0.23046875,39,0.15234375,0.87109375,0.15625
code_n24_k12_cw3_020_q02,code_n24_k12_cw3_020,q02,train,0.3,256,105,0.41015625,68,0.265625,2.265625,0.31640625
code_n24_k12_cw3_020_q03,code_n24_k12_cw3_020,q03,train,0.36,256,139,0.54296875,92,0.359375,4.08984375,0.546875
code_n24_k12_cw3_021_q00,code_n24_k12_cw3_021,q00,train,0.18,256,21,0.08203125,18,0.0703125,0.23046875,0.07421875
code_n24_k12_cw3_021_q01,code_n24_k12_cw3_021,q01,train,0.24,256,37,0.14453125,27,0.10546875,0.62109375,0.11328125
code_n24_k12_cw3_021_q02,code_n24_k12_cw3_021,q02,train,0.3,256,95,0.37109375,57,0.22265625,2.12890625,0.2578125
code_n24_k12_cw3_021_q03,code_n24_k12_cw3_021,q03,train,0.36,256,133,0.51953125,81,0.31640625,3.58984375,0.42578125
code_n24_k12_cw3_022_q00,code_n24_k12_cw3_022,q00,train,0.18,256,11,0.04296875,2,0.0078125,0.1796875,0.0078125
code_n24_k12_cw3_022_q01,code_n24_k12_cw3_022,q01,train,0.24,256,29,0.11328125,6,0.0234375,0.62890625,0.03125
code_n24_k12_cw3_022_q02,code_n24_k12_cw3_022,q02,train,0.3,256,71,0.27734375,20,0.078125,1.78515625,0.09375
code_n24_k12_cw3_022_q03,code_n24_k12_cw3_022,q03,train,0.36,256,123,0.48046875,37,0.14453125,3.55078125,0.23046875
code_n24_k12_cw3_023_q00,code_n24_k12_cw3_023,q00,test,0.18,256,30,0.1171875,26,0.1015625,0.30859375,0.10546875
code_n24_k12_cw3_023_q01,code_n24_k12_cw3_023,q01,test,0.24,256,57,0.22265625,45,0.17578125,0.9375,0.19140625
code_n24_k12_cw3_023_q02,code_n24_k12_cw3_023,q02,test,0.3,256,86,0.3359375,63,0.24609375,1.84375,0.26953125
code_n24_k12_cw3_023_q03,code_n24_k12_cw3_023,q03,test,0.36,256,125,0.48828125,94,0.3671875,3.41796875,0.46875
code_n24_k12_cw3_024_q00,code_n24_k12_cw3_024,q00,train,0.18,256,28,0.109375,19,0.07421875,0.38671875,0.07421875
code_n24_k12_cw3_024_q01,code_n24_k12_cw3_024,q01,train,0.24,256,60,0.234375,40,0.15625,1.10546875,0.16015625
code_n24_k12_cw3_024_q02,code_n24_k12_cw3_024,q02,train,0.3,256,96,0.375,59,0.23046875,2.2109375,0.26171875
code_n24_k12_cw3_024_q03,code_n24_k12_cw3_024,q03,train,0.36,256,161,0.62890625,106,0.4140625,4.375,0.5078125
code_n24_k12_cw3_025_q00,code_n24_k12_cw3_025,q00,validation,0.18,256,30,0.1171875,14,0.0546875,0.44921875,0.0546875
code_n24_k12_cw3_025_q01,code_n24_k12_cw3_025,q01,validation,0.24,256,46,0.1796875,28,0.109375,0.7734375,0.11328125
code_n24_k12_cw3_025_q02,code_n24_k12_cw3_025,q02,validation,0.3,256,103,0.40234375,55,0.21484375,2.09375,0.23828125
code_n24_k12_cw3_025_q03,code_n24_k12_cw3_025,q03,validation,0.36,256,131,0.51171875,86,0.3359375,3.42578125,0.3984375
code_n24_k12_cw3_026_q00,code_n24_k12_cw3_026,q00,validation,0.18,256,15,0.05859375,4,0.015625,0.265625,0.015625
code_n24_k12_cw3_026_q01,code_n24_k12_cw3_026,q01,validation,0.24,256,32,0.125,12,0.046875,0.80859375,0.046875
code_n24_k12_cw3_026_q02,code_n24_k12_cw3_026,q02,validation,0.3,256,78,0.3046875,37,0.14453125,2.00390625,0.16015625
code_n24_k12_cw3_026_q03,code_n24_k12_cw3_026,q03,validation,0.36,256,131,0.51171875,55,0.21484375,3.90234375,0.2578125
code_n24_k12_cw3_027_q00,code_n24_k12_cw3_027,q00,test,0.18,256,9,0.03515625,1,0.00390625,0.1640625,0.00390625
code_n24_k12_cw3_027_q01,code_n24_k12_cw3_027,q01,test,0.24,256,35,0.13671875,7,0.02734375,0.7421875,0.02734375
code_n24_k12_cw3_027_q02,code_n24_k12_cw3_027,q02,test,0.3,256,85,0.33203125,21,0.08203125,2.078125,0.0859375
code_n24_k12_cw3_027_q03,code_n24_k12_cw3_027,q03,test,0.36,256,120,0.46875,52,0.203125,3.7421875,0.2734375
code_n24_k12_cw3_028_q00,code_n24_k12_cw3_028,q00,train,0.18,256,10,0.0390625,5,0.01953125,0.18359375,0.01953125
code_n24_k12_cw3_028_q01,code_n24_k12_cw3_028,q01,train,0.24,256,38,0.1484375,20,0.078125,0.74609375,0.078125
code_n24_k12_cw3_028_q02,code_n24_k12_cw3_028,q02,train,0.3,256,79,0.30859375,52,0.203125,1.765625,0.22265625
code_n24_k12_cw3_028_q03,code_n24_k12_cw3_028,q03,train,0.36,256,124,0.484375,78,0.3046875,3.69921875,0.3984375
code_n24_k12_cw3_029_q00,code_n24_k12_cw3_029,q00,train,0.18,256,30,0.1171875,25,0.09765625,0.3125,0.09765625
code_n24_k12_cw3_029_q01,code_n24_k12_cw3_029,q01,train,0.24,256,70,0.2734375,44,0.171875,1.10546875,0.19140625
code_n24_k12_cw3_029_q02,code_n24_k12_cw3_029,q02,train,0.3,256,119,0.46484375,84,0.328125,2.19921875,0.38671875
code_n24_k12_cw3_029_q03,code_n24_k12_cw3_029,q03,train,0.36,256,160,0.625,124,0.484375,3.72265625,0.62890625
code_n24_k12_cw3_030_q00,code_n24_k12_cw3_030,q00,train,0.18,256,16,0.0625,11,0.04296875,0.23046875,0.046875
code_n24_k12_cw3_030_q01,code_n24_k12_cw3_030,q01,train,0.24,256,45,0.17578125,20,0.078125,0.88671875,0.0859375
code_n24_k12_cw3_030_q02,code_n24_k12_cw3_030,q02,train,0.3,256,93,0.36328125,48,0.1875,2.29296875,0.22265625
code_n24_k12_cw3_030_q03,code_n24_k12_cw3_030,q03,train,0.36,256,134,0.5234375,78,0.3046875,3.90234375,0.40234375
code_n24_k12_cw3_031_q00,code_n24_k12_cw3_031,q00,train,0.18,256,39,0.15234375,29,0.11328125,0.55078125,0.1171875
code_n24_k12_cw3_031_q01,code_n24_k12_cw3_031,q01,train,0.24,256,58,0.2265625,49,0.19140625,0.9140625,0.1953125
code_n24_k12_cw3_031_q02,code_n24_k12_cw3_031,q02,train,0.3,256,95,0.37109375,55,0.21484375,2.29296875,0.2578125
code_n24_k12_cw3_031_q03,code_n24_k12_cw3_031,q03,train,0.36,256,143,0.55859375,96,0.375,3.99609375,0.48046875
code_n24_k12_cw3_032_q00,code_n24_k12_cw3_032,q00,train,0.18,256,21,0.08203125,14,0.0546875,0.2578125,0.0546875
code_n24_k12_cw3_032_q01,code_n24_k12_cw3_032,q01,train,0.24,256,52,0.203125,34,0.1328125,0.921875,0.13671875
code_n24_k12_cw3_032_q02,code_n24_k12_cw3_032,q02,train,0.3,256,98,0.3828125,60,0.234375,1.9921875,0.2734375
code_n24_k12_cw3_032_q03,code_n24_k12_cw3_032,q03,train,0.36,256,152,0.59375,97,0.37890625,3.67578125,0.51171875
code_n24_k12_cw3_033_q00,code_n24_k12_cw3_033,q00,test,0.18,256,12,0.046875,6,0.0234375,0.21875,0.0234375
code_n24_k12_cw3_033_q01,code_n24_k12_cw3_033,q01,test,0.24,256,35,0.13671875,14,0.0546875,0.83984375,0.06640625
code_n24_k12_cw3_033_q02,code_n24_k12_cw3_033,q02,test,0.3,256,88,0.34375,49,0.19140625,2.01953125,0.21875
code_n24_k12_cw3_033_q03,code_n24_k12_cw3_033,q03,test,0.36,256,142,0.5546875,86,0.3359375,4.04296875,0.44921875
code_n24_k12_cw3_034_q00,code_n24_k12_cw3_034,q00,train,0.18,256,36,0.140625,25,0.09765625,0.4921875,0.10546875
code_n24_k12_cw3_034_q01,code_n24_k12_cw3_034,q01,train,0.24,256,84,0.328125,49,0.19140625,1.33203125,0.21875
code_n24_k12_cw3_034_q02,code_n24_k12_cw3_034,q02,train,0.3,256,122,0.4765625,83,0.32421875,2.24609375,0.3671875
code_n24_k12_cw3_034_q03,code_n24_k12_cw3_034,q03,train,0.36,256,174,0.6796875,119,0.46484375,4.12890625,0.62890625
code_n24_k12_cw3_035_q00,code_n24_k12_cw3_035,q00,validation,0.18,256,23,0.08984375,13,0.05078125,0.3203125,0.05078125
code_n24_k12_cw3_035_q01,code_n24_k12_cw3_035,q01,validation,0.24,256,56,0.21875,40,0.15625,1.13671875,0.17578125
code_n24_k12_cw3_035_q02,code_n24_k12_cw3_035,q02,validation,0.3,256,86,0.3359375,52,0.203125,2.0390625,0.265625
code_n24_k12_cw3_035_q03,code_n24_k12_cw3_035,q03,validation,0.36,256,142,0.5546875,96,0.375,3.76171875,0.50390625
code_n24_k12_cw3_036_q00,code_n24_k12_cw3_036,q00,validation,0.18,256,48,0.1875,33,0.12890625,0.62890625,0.1328125
code_n24_k12_cw3_036_q01,code_n24_k12_cw3_036,q01,validation,0.24,256,64,0.25,38,0.1484375,1.0703125,0.17578125
code_n24_k12_cw3_036_q02,code_n24_k12_cw3_036,q02,validation,0.3,256,112,0.4375,81,0.31640625,2.29296875,0.39453125
code_n24_k12_cw3_036_q03,code_n24_k12_cw3_036,q03,validation,0.36,256,149,0.58203125,103,0.40234375,3.671875,0.5234375
code_n24_k12_cw3_037_q00,code_n24_k12_cw3_037,q00,train,0.18,256,17,0.06640625,8,0.03125,0.3046875,0.03125
code_n24_k12_cw3_037_q01,code_n24_k12_cw3_037,q01,train,0.24,256,40,0.15625,13,0.05078125,0.8671875,0.0546875
code_n24_k12_cw3_037_q02,code_n24_k12_cw3_037,q02,train,0.3,256,72,0.28125,24,0.09375,1.8125,0.109375
code_n24_k12_cw3_037_q03,code_n24_k12_cw3_037,q03,train,0.36,256,133,0.51953125,64,0.25,3.87890625,0.32421875
code_n24_k12_cw3_038_q00,code_n24_k12_cw3_038,q00,train,0.18,256,28,0.109375,15,0.05859375,0.42578125,0.0625
code_n24_k12_cw3_038_q01,code_n24_k12_cw3_038,q01,train,0.24,256,66,0.2578125,35,0.13671875,1.1875,0.1484375
code_n24_k12_cw3_038_q02,code_n24_k12_cw3_038,q02,train,0.3,256,119,0.46484375,73,0.28515625,2.40625,0.359375
code_n24_k12_cw3_038_q03,code_n24_k12_cw3_038,q03,train,0.36,256,164,0.640625,105,0.41015625,4.12890625,0.55078125
code_n24_k12_cw3_039_q00,code_n24_k12_cw3_039,q00,train,0.18,256,20,0.078125,9,0.03515625,0.30078125,0.03515625
code_n24_k12_cw3_039_q01,code_n24_k12_cw3_039,q01,train,0.24,256,43,0.16796875,19,0.07421875,0.8203125,0.0859375
code_n24_k12_cw3_039_q02,code_n24_k12_cw3_039,q02,train,0.3,256,79,0.30859375,35,0.13671875,1.94140625,0.16796875
code_n24_k12_cw3_039_q03,code_n24_k12_cw3_039,q03,train,0.36,256,125,0.48828125,72,0.28125,3.23828125,0.38671875
code_n24_k12_cw3_040_q00,code_n24_k12_cw3_040,q00,train,0.18,256,25,0.09765625,17,0.06640625,0.29296875,0.0703125
code_n24_k12_cw3_040_q01,code_n24_k12_cw3_040,q01,train,0.24,256,50,0.1953125,31,0.12109375,0.77734375,0.125
code_n24_k12_cw3_040_q02,code_n24_k12_cw3_040,q02,train,0.3,256,97,0.37890625,57,0.22265625,2.12890625,0.2421875
code_n24_k12_cw3_040_q03,code_n24_k12_cw3_040,q03,train,0.36,256,150,0.5859375,89,0.34765625,3.8359375,0.421875
code_n24_k12_cw3_041_q00,code_n24_k12_cw3_041,q00,test,0.18,256,21,0.08203125,14,0.0546875,0.32421875,0.05859375
code_n24_k12_cw3_041_q01,code_n24_k12_cw3_041,q01,test,0.24,256,45,0.17578125,27,0.10546875,0.8125,0.11328125
code_n24_k12_cw3_041_q02,code_n24_k12_cw3_041,q02,test,0.3,256,89,0.34765625,49,0.19140625,2.16796875,0.21875
code_n24_k12_cw3_041_q03,code_n24_k12_cw3_041,q03,test,0.36,256,132,0.515625,73,0.28515625,3.73046875,0.359375
code_n24_k12_cw3_042_q00,code_n24_k12_cw3_042,q00,train,0.18,256,23,0.08984375,16,0.0625,0.25390625,0.0625
code_n24_k12_cw3_042_q01,code_n24_k12_cw3_042,q01,train,0.24,256,40,0.15625,29,0.11328125,0.65234375,0.12109375
code_n24_k12_cw3_042_q02,code_n24_k12_cw3_042,q02,train,0.3,256,97,0.37890625,65,0.25390625,1.9453125,0.27734375
code_n24_k12_cw3_042_q03,code_n24_k12_cw3_042,q03,train,0.36,256,149,0.58203125,111,0.43359375,3.8125,0.57421875
code_n24_k12_cw3_043_q00,code_n24_k12_cw3_043,q00,validation,0.18,256,24,0.09375,9,0.03515625,0.4140625,0.03515625
code_n24_k12_cw3_043_q01,code_n24_k12_cw3_043,q01,validation,0.24,256,42,0.1640625,22,0.0859375,0.734375,0.0859375
code_n24_k12_cw3_043_q02,code_n24_k12_cw3_043,q02,validation,0.3,256,72,0.28125,37,0.14453125,1.7421875,0.1640625
code_n24_k12_cw3_043_q03,code_n24_k12_cw3_043,q03,validation,0.36,256,131,0.51171875,73,0.28515625,3.64453125,0.34765625
code_n24_k12_cw3_044_q00,code_n24_k12_cw3_044,q00,validation,0.18,256,12,0.046875,2,0.0078125,0.22265625,0.0078125
code_n24_k12_cw3_044_q01,code_n24_k12_cw3_044,q01,validation,0.24,256,35,0.13671875,6,0.0234375,0.70703125,0.0234375
code_n24_k12_cw3_044_q02,code_n24_k12_cw3_044,q02,validation,0.3,256,83,0.32421875,31,0.12109375,2.21484375,0.1484375
code_n24_k12_cw3_044_q03,code_n24_k12_cw3_044,q03,validation,0.36,256,128,0.5,57,0.22265625,3.79296875,0.32421875
code_n24_k12_cw3_045_q00,code_n24_k12_cw3_045,q00,test,0.18,256,15,0.05859375,3,0.01171875,0.26171875,0.01953125
code_n24_k12_cw3_045_q01,code_n24_k12_cw3_045,q01,test,0.24,256,46,0.1796875,9,0.03515625,0.98828125,0.03515625
code_n24_k12_cw3_045_q02,code_n24_k12_cw3_045,q02,test,0.3,256,85,0.33203125,26,0.1015625,1.9609375,0.1171875
code_n24_k12_cw3_045_q03,code_n24_k12_cw3_045,q03,test,0.36,256,134,0.5234375,59,0.23046875,3.74609375,0.3125
code_n24_k12_cw3_046_q00,code_n24_k12_cw3_046,q00,validation,0.18,256,28,0.109375,24,0.09375,0.37109375,0.09765625
code_n24_k12_cw3_046_q01,code_n24_k12_cw3_046,q01,validation,0.24,256,47,0.18359375,28,0.109375,0.76171875,0.1171875
code_n24_k12_cw3_046_q02,code_n24_k12_cw3_046,q02,validation,0.3,256,104,0.40625,71,0.27734375,2.72265625,0.3359375
code_n24_k12_cw3_046_q03,code_n24_k12_cw3_046,q03,validation,0.36,256,145,0.56640625,88,0.34375,4.046875,0.4453125
code_n24_k12_cw3_047_q00,code_n24_k12_cw3_047,q00,test,0.18,256,31,0.12109375,26,0.1015625,0.3671875,0.1015625
code_n24_k12_cw3_047_q01,code_n24_k12_cw3_047,q01,test,0.24,256,51,0.19921875,39,0.15234375,0.98046875,0.171875
code_n24_k12_cw3_047_q02,code_n24_k12_cw3_047,q02,test,0.3,256,108,0.421875,89,0.34765625,2.2890625,0.4296875
code_n24_k12_cw3_047_q03,code_n24_k12_cw3_047,q03,test,0.36,256,143,0.55859375,110,0.4296875,3.90625,0.59375
code_n24_k12_cw3_048_q00,code_n24_k12_cw3_048,q00,train,0.18,256,21,0.08203125,15,0.05859375,0.3203125,0.0625
code_n24_k12_cw3_048_q01,code_n24_k12_cw3_048,q01,train,0.24,256,43,0.16796875,19,0.07421875,0.74609375,0.078125
code_n24_k12_cw3_048_q02,code_n24_k12_cw3_048,q02,train,0.3,256,91,0.35546875,50,0.1953125,2.046875,0.21875
code_n24_k12_cw3_048_q03,code_n24_k12_cw3_048,q03,train,0.36,256,136,0.53125,79,0.30859375,3.765625,0.3828125
code_n24_k12_cw3_049_q00,code_n24_k12_cw3_049,q00,train,0.18,256,8,0.03125,3,0.01171875,0.1328125,0.01171875
code_n24_k12_cw3_049_q01,code_n24_k12_cw3_049,q01,train,0.24,256,30,0.1171875,11,0.04296875,0.78515625,0.05078125
code_n24_k12_cw3_049_q02,code_n24_k12_cw3_049,q02,train,0.3,256,70,0.2734375,23,0.08984375,1.8046875,0.11328125
code_n24_k12_cw3_049_q03,code_n24_k12_cw3_049,q03,train,0.36,256,119,0.46484375,45,0.17578125,3.44921875,0.21484375
