graph_id,split,n,e0,kappa0,tau_stratum,tau0,log_tau0,seed,edges
g_n24_e48_k2_low_10,train,24,48,2,low,20035239553,23.720758537688766,864306759,"[[0, 1], [0, 4], [0, 5], [0, 6], [0, 11], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 10], [1, 11], [2, 4], [2, 5], [2, 6], [2, 10], [2, 22], [3, 7], [3, 8], [5, 9], [6, 10], [8, 10], [9, 10], [9, 21], [12, 19], [12, 21], [12, 22], [12, 23], [13, 14], [13, 15], [13, 17], [13, 18], [13, 20], [13, 21], [13, 22], [14, 16], [14, 22], [14, 23], [15, 20], [15, 21], [16, 20], [16, 21], [16, 22], [17, 23], [18, 19], [18, 23], [20, 22]]"
g_n24_e48_k2_low_11,train,24,48,2,low,20071382457,23.722560879146243,864306725,"[[0, 2], [0, 3], [0, 6], [0, 8], [0, 10], [0, 11], [1, 7], [1, 8], [2, 4], [2, 9], [2, 11], [3, 5], [3, 6], [3, 9], [3, 11], [3, 22], [4, 5], [4, 9], [4, 11], [5, 6], [5, 8], [6, 11], [7, 9], [10, 11], [10, 18], [12, 13], [12, 15], [12, 19], [12, 23], [13, 19], [13, 20], [13, 21], [13, 22], [13, 23], [14, 15], [14, 21], [16, 18], [16, 19], [16, 20], [16, 21], [17, 18], [17, 19], [17, 20], [18, 20], [18, 21], [18, 22], [19, 21], [20, 22]]"
g_n24_e48_k2_low_12,train,24,48,2,low,21027552544,23.769099440620714,864306907,"[[0, 2], [0, 7], [0, 8], [0, 10], [0, 11], [1, 2], [1, 3], [1, 5], [1, 7], [1, 11], [2, 3], [2, 5], [2, 9], [3, 11], [3, 16], [4, 5], [4, 11], [5, 6], [5, 7], [5, 11], [6, 11], [7, 9], [8, 11], [9, 17], [10, 11], [12, 20], [12, 21], [12, 22], [12, 23], [13, 15], [13, 16], [13, 23], [14, 19], [14, 20], [15, 17], [15, 19], [15, 22], [16, 17], [16, 19], [16, 20], [16, 22], [16, 23], [17, 22], [18, 19], [18, 22], [19, 23], [21, 22], [21, 23]]"
g_n24_e48_k2_low_13,validation,24,48,2,low,21080987656,23.77163741227344,864306743,"[[0, 1], [0, 5], [0, 6], [0, 9], [0, 11], [1, 6], [1, 7], [1, 9], [1, 19], [2, 3], [2, 8], [3, 5], [3, 7], [4, 8], [4, 11], [5, 8], [5, 11], [6, 7], [7, 9], [7, 11], [7, 20], [8, 9], [8, 10], [9, 11], [10, 11], [12, 16], [12, 21], [13, 14], [13, 15], [13, 16], [13, 19], [13, 22], [14, 15], [14, 17], [15, 16], [15, 17], [15, 18], [15, 19], [15, 20], [16, 17], [16, 18], [16, 19], [16, 21], [17, 23], [18, 22], [19, 21], [20, 22], [22, 23]]"
g_n24_e48_k2_low_14,test,24,48,2,low,21378127848,23.785634173133918,864306703,"[[0, 1], [0, 2], [0, 3], [0, 20], [1, 7], [1, 9], [2, 7], [2, 9], [2, 10], [2, 13], [3, 5], [3, 9], [4, 5], [4, 10], [4, 11], [5, 8], [5, 10], [5, 11], [6, 9], [6, 10], [7, 9], [8, 9], [8, 10], [9, 10], [10, 11], [12, 22], [12, 23], [13, 14], [13, 17], [13, 20], [13, 21], [14, 16], [14, 17], [14, 21], [14, 22], [15, 16], [15, 23], [16, 17], [16, 18], [16, 19], [16, 21], [17, 18], [17, 20], [18, 20], [18, 21], [18, 22], [19, 21], [19, 23]]"
g_n24_e48_k2_low_15,train,24,48,2,low,21454885712,23.78921822850552,864306726,"[[0, 1], [0, 2], [0, 8], [0, 10], [1, 2], [2, 3], [2, 6], [2, 10], [2, 11], [3, 7], [3, 10], [4, 9], [4, 10], [5, 7], [5, 10], [5, 11], [6, 7], [6, 8], [6, 9], [6, 11], [7, 9], [7, 13], [8, 11], [9, 11], [9, 18], [12, 13], [12, 14], [12, 15], [12, 16], [12, 21], [13, 14], [13, 15], [13, 22], [14, 15], [14, 16], [14, 17], [14, 21], [14, 22], [15, 16], [16, 17], [16, 18], [16, 19], [16, 20], [17, 22], [18, 22], [19, 20], [20, 23], [22, 23]]"
g_n24_e48_k2_low_16,train,24,48,2,low,21525559264,23.792506868990042,864306704,"[[0, 3], [0, 4], [0, 9], [1, 2], [1, 3], [1, 6], [1, 7], [1, 11], [2, 4], [2, 6], [2, 7], [2, 9], [2, 23], [3, 6], [3, 7], [3, 10], [3, 12], [5, 6], [5, 7], [5, 8], [6, 7], [6, 11], [7, 10], [8, 10], [8, 11], [12, 16], [12, 18], [12, 20], [13, 14], [13, 20], [13, 21], [14, 16], [14, 21], [15, 16], [15, 18], [15, 19], [15, 23], [16, 17], [16, 20], [16, 23], [17, 20], [17, 23], [18, 21], [18, 22], [18, 23], [19, 22], [20, 21], [21, 23]]"
g_n24_e48_k2_low_17,train,24,48,2,low,21599018040,23.795913689492032,864306717,"[[0, 2], [0, 4], [0, 6], [1, 4], [1, 8], [2, 3], [2, 4], [2, 7], [2, 8], [2, 9], [2, 18], [3, 6], [3, 7], [3, 8], [3, 9], [4, 5], [4, 7], [4, 10], [4, 11], [4, 21], [5, 6], [5, 10], [7, 9], [9, 10], [10, 11], [12, 13], [12, 16], [12, 17], [12, 22], [13, 14], [13, 15], [13, 17], [13, 18], [13, 19], [13, 20], [14, 18], [14, 20], [15, 17], [15, 23], [16, 17], [16, 18], [16, 22], [17, 19], [17, 23], [18, 19], [18, 21], [19, 22], [20, 21]]"
g_n24_e48_k2_low_18,test,24,48,2,low,21778112736,23.80417129945712,864306760,"[[0, 2], [0, 6], [1, 3], [1, 9], [1, 10], [1, 11], [1, 18], [2, 3], [2, 4], [2, 9], [2, 10], [3, 7], [3, 9], [3, 11], [4, 7], [4, 8], [4, 11], [5, 10], [5, 11], [6, 7], [6, 10], [6, 11], [7, 11], [8, 11], [9, 17], [12, 13], [12, 16], [12, 19], [12, 21], [13, 14], [13, 16], [13, 18], [13, 20], [14, 16], [14, 17], [14, 18], [14, 21], [15, 16], [15, 22], [15, 23], [16, 18], [16, 21], [16, 22], [17, 22], [18, 21], [19, 21], [20, 22], [21, 23]]"
g_n24_e48_k2_low_19,test,24,48,2,low,21862637672,23.808044974446833,864306784,"[[0, 1], [0, 5], [0, 17], [1, 2], [1, 4], [1, 6], [1, 7], [1, 8], [1, 9], [2, 4], [3, 5], [3, 6], [3, 8], [4, 7], [4, 9], [4, 10], [5, 8], [6, 8], [6, 10], [6, 11], [6, 18], [7, 9], [8, 9], [8, 11], [9, 10], [12, 15], [12, 19], [12, 23], [13, 15], [13, 18], [14, 17], [14, 18], [14, 20], [14, 23], [15, 19], [15, 20], [15, 21], [16, 18], [16, 22], [17, 19], [17, 20], [17, 21], [18, 20], [18, 22], [18, 23], [19, 20], [19, 21], [19, 22]]"
g_n24_e48_k2_low_20,train,24,48,2,low,22031853681,23.815755137706955,864306820,"[[0, 6], [0, 7], [0, 12], [1, 4], [1, 5], [1, 9], [1, 10], [1, 13], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 9], [3, 10], [4, 9], [4, 10], [5, 7], [5, 8], [5, 9], [7, 8], [7, 11], [8, 10], [8, 11], [9, 11], [12, 13], [12, 15], [12, 17], [12, 18], [12, 19], [12, 20], [12, 22], [12, 23], [13, 18], [14, 18], [14, 21], [14, 22], [15, 19], [15, 20], [16, 18], [16, 21], [17, 21], [17, 22], [18, 21], [18, 23], [20, 22], [21, 23], [22, 23]]"
g_n24_e48_k2_low_21,train,24,48,2,low,22212989166,23.82394305228937,864306897,"[[0, 1], [0, 3], [0, 5], [0, 8], [0, 10], [1, 5], [1, 8], [1, 11], [2, 5], [2, 8], [3, 5], [3, 6], [3, 7], [3, 11], [4, 6], [4, 9], [5, 9], [5, 10], [5, 11], [6, 8], [7, 9], [7, 22], [8, 9], [9, 10], [10, 21], [12, 14], [12, 15], [12, 17], [12, 18], [12, 21], [12, 22], [12, 23], [13, 15], [13, 23], [14, 15], [14, 16], [14, 23], [15, 21], [15, 23], [16, 17], [16, 19], [16, 20], [17, 20], [17, 21], [18, 22], [19, 20], [20, 23], [21, 22]]"
g_n24_e48_k2_low_22,validation,24,48,2,low,22533505398,23.838269167303984,864306763,"[[0, 1], [0, 2], [0, 4], [0, 9], [0, 11], [1, 3], [1, 9], [2, 3], [2, 4], [2, 8], [2, 9], [2, 17], [3, 7], [3, 9], [3, 10], [3, 11], [4, 6], [4, 8], [5, 6], [5, 10], [7, 8], [7, 9], [8, 10], [9, 10], [11, 14], [12, 13], [12, 15], [12, 16], [12, 17], [12, 20], [13, 16], [13, 17], [13, 19], [13, 20], [13, 22], [13, 23], [14, 17], [14, 20], [14, 21], [15, 21], [16, 21], [16, 22], [16, 23], [18, 20], [18, 21], [19, 21], [21, 22], [21, 23]]"
g_n24_e48_k2_low_23,test,24,48,2,low,22549098948,23.83896094413667,864306706,"[[0, 4], [0, 11], [1, 5], [1, 6], [1, 7], [1, 8], [1, 10], [1, 11], [2, 4], [2, 5], [2, 13], [3, 7], [3, 8], [3, 9], [3, 10], [4, 5], [5, 6], [5, 9], [5, 10], [7, 8], [7, 9], [7, 10], [8, 9], [8, 14], [9, 10], [12, 15], [12, 16], [12, 19], [12, 23], [13, 14], [13, 15], [13, 16], [13, 21], [13, 22], [13, 23], [14, 17], [14, 20], [15, 17], [15, 18], [16, 17], [17, 19], [18, 21], [18, 23], [19, 23], [20, 21], [21, 22], [21, 23], [22, 23]]"
g_n24_e48_k2_low_24,train,24,48,2,low,22558800378,23.8393910874284,864306869,"[[0, 4], [0, 5], [0, 6], [0, 9], [0, 10], [0, 11], [1, 5], [1, 7], [1, 11], [2, 3], [2, 5], [2, 7], [3, 8], [3, 9], [4, 7], [4, 8], [4, 11], [5, 6], [5, 10], [6, 10], [6, 11], [6, 20], [7, 10], [9, 11], [10, 21], [12, 15], [12, 16], [12, 20], [12, 23], [13, 15], [13, 17], [13, 21], [14, 19], [14, 22], [15, 16], [15, 18], [15, 19], [15, 21], [16, 17], [16, 18], [16, 20], [16, 21], [16, 22], [16, 23], [17, 21], [18, 22], [20, 21], [21, 23]]"
g_n24_e48_k2_low_25,train,24,48,2,low,22580030520,23.840331747305633,864306886,"[[0, 2], [0, 5], [0, 6], [0, 8], [1, 3], [1, 4], [1, 7], [1, 8], [1, 11], [1, 15], [2, 10], [3, 11], [4, 5], [4, 10], [5, 8], [5, 10], [6, 7], [6, 8], [6, 9], [6, 11], [7, 10], [8, 10], [8, 11], [9, 10], [9, 23], [12, 19], [12, 20], [12, 22], [12, 23], [13, 15], [13, 21], [14, 16], [14, 18], [14, 20], [14, 23], [15, 16], [16, 18], [16, 20], [16, 21], [16, 23], [17, 19], [17, 20], [19, 21], [19, 23], [20, 21], [20, 22], [21, 23], [22, 23]]"
g_n24_e48_k2_low_26,train,24,48,2,low,22677167104,23.844624400773363,864306866,"[[0, 1], [0, 4], [1, 3], [1, 5], [1, 8], [1, 10], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 10], [3, 10], [4, 5], [4, 7], [4, 8], [4, 10], [4, 11], [5, 10], [6, 11], [6, 21], [8, 11], [9, 10], [9, 11], [9, 20], [12, 15], [12, 20], [12, 23], [13, 14], [13, 19], [14, 17], [14, 21], [15, 16], [15, 20], [15, 22], [16, 17], [16, 18], [16, 19], [16, 21], [16, 22], [16, 23], [17, 20], [17, 21], [17, 23], [18, 19], [19, 23], [20, 22], [21, 22]]"
g_n24_e48_k2_low_27,validation,24,48,2,low,22778791011,23.849095721169,864306857,"[[0, 4], [0, 7], [0, 11], [1, 3], [1, 4], [1, 8], [1, 9], [1, 10], [2, 4], [2, 7], [3, 4], [3, 9], [4, 5], [4, 7], [4, 8], [5, 6], [5, 9], [5, 11], [6, 10], [7, 20], [8, 10], [8, 11], [8, 19], [9, 10], [10, 11], [12, 13], [12, 15], [12, 17], [12, 19], [12, 20], [12, 23], [13, 16], [13, 18], [13, 19], [13, 21], [14, 17], [14, 18], [15, 20], [15, 22], [16, 20], [16, 21], [17, 18], [17, 19], [17, 21], [17, 23], [19, 20], [19, 23], [20, 22]]"
g_n24_e48_k2_low_28,test,24,48,2,low,22880719725,23.8535604594755,864306821,"[[0, 2], [0, 3], [0, 4], [0, 10], [0, 11], [1, 2], [1, 5], [1, 7], [1, 9], [1, 10], [1, 11], [2, 3], [2, 9], [2, 11], [3, 7], [3, 9], [4, 6], [5, 6], [5, 7], [5, 11], [6, 9], [7, 8], [8, 11], [8, 15], [11, 17], [12, 13], [12, 17], [12, 19], [12, 21], [12, 22], [12, 23], [13, 15], [13, 17], [14, 15], [14, 19], [14, 20], [15, 18], [15, 19], [15, 21], [16, 17], [16, 19], [17, 18], [17, 19], [17, 21], [18, 23], [19, 20], [19, 23], [22, 23]]"
g_n24_e48_k2_low_29,train,24,48,2,low,23063606088,23.861521718052376,864306794,"[[0, 1], [0, 4], [0, 10], [0, 11], [1, 2], [1, 3], [2, 5], [3, 4], [3, 11], [4, 8], [4, 11], [4, 16], [5, 6], [5, 7], [5, 19], [6, 7], [6, 8], [6, 9], [7, 8], [7, 9], [7, 11], [8, 9], [8, 10], [8, 11], [9, 11], [12, 13], [12, 14], [12, 16], [13, 20], [14, 16], [14, 21], [15, 16], [15, 18], [15, 19], [15, 21], [15, 22], [15, 23], [16, 17], [16, 18], [16, 20], [16, 21], [17, 19], [17, 20], [17, 21], [17, 22], [18, 19], [18, 22], [21, 23]]"
g_n24_e48_k2_mid_30,train,24,48,2,mid,34371855022,24.260503898478564,864306884,"[[0, 4], [0, 5], [0, 6], [0, 8], [0, 9], [0, 10], [1, 2], [1, 7], [1, 8], [1, 9], [1, 10], [2, 5], [2, 9], [3, 9], [3, 11], [4, 8], [5, 7], [5, 11], [6, 9], [6, 16], [7, 8], [8, 11], [9, 11], [10, 11], [11, 23], [12, 17], [12, 20], [12, 22], [13, 14], [13, 15], [13, 17], [13, 18], [13, 20], [13, 23], [14, 19], [14, 22], [15, 16], [15, 19], [16, 17], [16, 19], [17, 23], [18, 23], [19, 22], [19, 23], [20, 21], [20, 22], [20, 23], [21, 22]]"
g_n24_e48_k2_mid_31,test,24,48,2,mid,34401157272,24.261356042387803,864306853,"[[0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 11], [1, 4], [1, 5], [1, 8], [2, 3], [2, 10], [3, 6], [3, 8], [3, 9], [3, 16], [4, 6], [4, 7], [4, 8], [4, 9], [4, 11], [5, 8], [5, 10], [5, 11], [9, 10], [10, 15], [12, 16], [12, 17], [12, 20], [12, 21], [12, 22], [12, 23], [13, 15], [13, 18], [13, 23], [14, 20], [14, 22], [15, 20], [15, 21], [16, 17], [16, 19], [17, 19], [17, 23], [18, 19], [18, 23], [19, 20], [19, 22], [20, 21], [20, 23]]"
g_n24_e48_k2_mid_32,test,24,48,2,mid,34637064768,24.268190181715532,864306854,"[[0, 1], [0, 2], [0, 5], [0, 6], [0, 8], [0, 10], [0, 11], [1, 6], [1, 7], [1, 8], [2, 4], [2, 6], [3, 8], [3, 9], [3, 11], [3, 22], [4, 5], [4, 8], [5, 10], [6, 9], [7, 8], [7, 9], [7, 10], [9, 10], [10, 15], [12, 13], [12, 18], [12, 21], [13, 20], [14, 15], [14, 16], [14, 17], [14, 21], [14, 22], [15, 18], [15, 20], [15, 22], [16, 17], [16, 18], [16, 20], [16, 23], [17, 21], [18, 19], [18, 20], [18, 22], [18, 23], [19, 21], [20, 22]]"
g_n24_e48_k2_mid_33,train,24,48,2,mid,34707514809,24.270222065553252,864306700,"[[0, 3], [0, 4], [0, 5], [0, 8], [0, 19], [1, 2], [1, 5], [1, 10], [1, 11], [2, 6], [2, 7], [2, 8], [3, 5], [3, 11], [3, 14], [4, 7], [4, 8], [4, 10], [5, 6], [5, 7], [5, 9], [6, 7], [6, 9], [7, 10], [8, 10], [12, 14], [12, 16], [12, 19], [12, 21], [13, 17], [13, 20], [13, 23], [14, 16], [14, 17], [14, 19], [14, 22], [15, 18], [15, 21], [15, 23], [18, 21], [18, 22], [18, 23], [19, 20], [19, 21], [19, 23], [20, 22], [21, 22], [22, 23]]"
g_n24_e48_k2_mid_34,train,24,48,2,mid,34716016941,24.270467000716536,864306699,"[[0, 3], [0, 4], [0, 6], [0, 8], [0, 10], [0, 11], [1, 2], [1, 5], [1, 6], [2, 5], [2, 9], [3, 6], [4, 6], [4, 7], [4, 8], [5, 8], [5, 22], [6, 7], [6, 9], [6, 10], [6, 11], [6, 18], [7, 11], [8, 10], [9, 10], [12, 17], [12, 18], [12, 19], [13, 16], [13, 23], [14, 15], [14, 16], [14, 17], [14, 19], [15, 17], [15, 20], [15, 21], [15, 22], [16, 18], [16, 19], [16, 22], [17, 21], [17, 22], [18, 23], [19, 20], [19, 22], [20, 22], [21, 23]]"
g_n24_e48_k2_mid_35,train,24,48,2,mid,34952231501,24.277248151971413,864306711,"[[0, 1], [0, 2], [0, 6], [0, 8], [0, 9], [1, 10], [2, 9], [3, 7], [3, 8], [3, 10], [3, 23], [4, 7], [4, 9], [4, 10], [4, 11], [5, 6], [5, 8], [5, 9], [5, 10], [6, 8], [7, 10], [7, 11], [8, 21], [9, 10], [10, 11], [12, 15], [12, 21], [13, 16], [13, 17], [13, 20], [13, 22], [14, 16], [14, 18], [14, 21], [14, 23], [15, 16], [15, 17], [15, 18], [15, 19], [16, 22], [16, 23], [17, 20], [17, 21], [17, 23], [18, 19], [18, 21], [19, 21], [19, 22]]"
g_n24_e48_k2_mid_36,test,24,48,2,mid,34959536988,24.2774571435957,864306888,"[[0, 2], [0, 3], [0, 7], [0, 9], [0, 10], [1, 2], [1, 5], [1, 8], [1, 11], [2, 3], [2, 4], [2, 6], [2, 7], [2, 8], [2, 21], [3, 6], [3, 7], [3, 9], [3, 10], [4, 5], [4, 6], [5, 11], [8, 11], [9, 10], [10, 20], [12, 13], [12, 20], [12, 22], [13, 18], [13, 19], [13, 20], [14, 15], [14, 19], [14, 23], [15, 16], [15, 19], [15, 21], [15, 22], [16, 18], [16, 20], [17, 20], [17, 21], [17, 22], [18, 19], [18, 22], [18, 23], [19, 21], [19, 23]]"
g_n24_e48_k2_mid_37,train,24,48,2,mid,35056226802,24.280219089484206,864306705,"[[0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 10], [1, 3], [1, 4], [1, 7], [1, 8], [1, 13], [2, 4], [2, 10], [3, 9], [4, 5], [5, 11], [6, 7], [6, 8], [6, 14], [7, 9], [7, 10], [7, 11], [8, 11], [9, 11], [10, 11], [12, 15], [12, 16], [12, 19], [12, 20], [12, 21], [12, 22], [12, 23], [13, 14], [13, 18], [13, 19], [13, 20], [13, 21], [13, 22], [14, 15], [14, 17], [15, 23], [16, 19], [16, 20], [17, 19], [17, 22], [18, 22], [19, 21], [21, 22]]"
g_n24_e48_k2_mid_38,validation,24,48,2,mid,35106460024,24.2816509967516,864306721,"[[0, 3], [0, 5], [0, 8], [0, 9], [0, 11], [1, 6], [1, 8], [2, 5], [2, 10], [2, 21], [3, 7], [3, 11], [4, 5], [4, 8], [4, 10], [4, 11], [5, 10], [5, 11], [6, 8], [6, 9], [7, 8], [7, 11], [8, 9], [9, 11], [9, 14], [12, 13], [12, 16], [12, 22], [13, 14], [13, 16], [13, 17], [13, 18], [13, 19], [14, 15], [14, 17], [14, 22], [14, 23], [15, 21], [15, 23], [16, 19], [16, 20], [16, 23], [17, 21], [17, 23], [18, 21], [19, 23], [20, 21], [20, 22]]"
g_n24_e48_k2_mid_39,test,24,48,2,mid,35184795530,24.28387988106482,864306805,"[[0, 3], [0, 4], [0, 7], [1, 3], [1, 8], [2, 3], [2, 5], [2, 6], [3, 9], [3, 11], [3, 20], [4, 5], [4, 6], [4, 7], [4, 9], [5, 6], [5, 8], [5, 9], [6, 10], [7, 9], [7, 10], [7, 11], [8, 10], [8, 18], [10, 11], [12, 16], [12, 22], [13, 16], [13, 18], [13, 19], [14, 17], [14, 22], [15, 17], [15, 18], [15, 19], [15, 21], [15, 23], [16, 17], [16, 19], [16, 21], [17, 19], [17, 21], [17, 23], [18, 20], [18, 23], [19, 23], [20, 23], [22, 23]]"
g_n24_e48_k2_mid_40,train,24,48,2,mid,35622367072,24.29623956605311,864306715,"[[0, 2], [0, 5], [0, 8], [0, 11], [1, 4], [1, 6], [1, 7], [2, 4], [2, 5], [2, 10], [3, 6], [3, 7], [4, 6], [4, 7], [4, 8], [4, 11], [5, 8], [5, 9], [6, 9], [6, 19], [7, 9], [8, 10], [9, 10], [9, 11], [9, 21], [12, 14], [12, 16], [12, 19], [13, 16], [13, 20], [13, 21], [14, 15], [14, 16], [14, 17], [14, 18], [14, 19], [14, 20], [14, 23], [15, 18], [15, 21], [16, 18], [17, 22], [18, 19], [18, 23], [19, 22], [19, 23], [20, 23], [22, 23]]"
