row_id,code_id,q_id,split,sample_index,sample_seed,erased_indices,erased_count,erased_rank,ambiguity_dim,failure
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,52,217060811,"[3, 7, 13, 20]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,53,218060814,"[0, 4, 16, 18, 20, 22]",6,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,54,219060817,"[3, 10, 20]",3,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,55,220060820,"[3, 10, 13]",3,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,56,221060823,"[2, 3, 6, 15, 23]",5,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,57,222060826,"[4, 11, 21, 22, 23]",5,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,58,223060829,"[0, 1, 3, 10]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,59,224060832,"[5, 14]",2,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,60,225060835,"[14, 21, 23]",3,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,61,226060838,"[0, 1, 5, 6, 11, 13, 18, 22]",8,8,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,62,227060841,"[0, 12, 16]",3,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,63,228060844,"[5, 10, 11, 17]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,64,229060847,"[1, 4, 6, 7, 13, 17, 23]",7,7,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,65,230060850,"[14, 19]",2,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,66,231060853,"[2, 4]",2,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,67,232060856,"[0, 9]",2,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,68,233060859,"[5, 7, 8, 10, 13]",5,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,69,234060862,"[1, 5, 7, 9, 12, 22, 23]",7,7,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,70,235060865,"[0, 1, 2, 21]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,71,236060868,"[6, 16, 20, 21]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,72,237060871,"[1, 3, 9, 16]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,73,238060874,"[3, 13, 21, 23]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,74,239060877,"[2, 3, 7, 14, 20]",5,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,75,240060880,"[9, 14, 15, 20, 23]",5,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,76,241060883,"[7, 21, 23]",3,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,77,242060886,"[2, 9, 12, 15, 16, 21, 23]",7,7,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,78,243060889,"[1, 5, 8, 11, 15, 21, 23]",7,7,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,79,244060892,"[2, 3]",2,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,80,245060895,"[2, 6, 12, 13, 18, 23]",6,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,81,246060898,"[13, 21]",2,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,82,247060901,"[4, 7, 11]",3,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,83,248060904,[21],1,1,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,84,249060907,"[11, 16, 21]",3,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,85,250060910,"[8, 10, 16, 22]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,86,251060913,"[6, 9, 20]",3,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,87,252060916,"[16, 17, 19, 22]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,88,253060919,"[5, 6, 11, 12, 16, 17]",6,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,89,254060922,"[5, 9, 17, 18]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,90,255060925,"[1, 7, 12]",3,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,91,256060928,"[5, 6, 14, 22]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,92,257060931,[16],1,1,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,93,258060934,"[1, 10, 13, 20]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,94,259060937,"[6, 8, 12]",3,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,95,260060940,"[8, 10, 18, 20]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,96,261060943,"[1, 2, 16, 18, 19]",5,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,97,262060946,"[8, 12, 15, 20, 21, 22, 23]",7,7,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,98,263060949,"[2, 7, 10, 12]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,99,264060952,"[4, 8, 13, 16, 21]",5,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,100,265060955,"[6, 9, 16]",3,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,101,266060958,"[12, 14, 16, 23]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,102,267060961,"[11, 21]",2,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,103,268060964,"[5, 6, 16, 22]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,104,269060967,"[11, 15]",2,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,105,270060970,"[7, 9, 15]",3,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,106,271060973,"[5, 6, 8, 9, 17, 19, 21]",7,7,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,107,272060976,"[0, 3, 7, 11, 20, 23]",6,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,108,273060979,"[3, 6, 7]",3,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,109,274060982,"[6, 10, 15, 19]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,110,275060985,"[2, 3, 5, 14, 15, 18, 19, 20]",8,8,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,111,276060988,"[9, 11, 19, 22]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,112,277060991,[9],1,1,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,113,278060994,"[5, 9, 11, 15, 22]",5,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,114,279060997,"[1, 3, 6, 9]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,115,280061000,"[7, 8, 9, 19, 20, 21]",6,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,116,281061003,"[19, 22]",2,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,117,282061006,"[1, 4, 12]",3,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,118,283061009,"[0, 6, 10, 16]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,119,284061012,"[1, 12, 21]",3,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,120,285061015,"[0, 2, 14, 21]",4,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,121,286061018,"[5, 6, 9, 10, 12, 22]",6,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,122,287061021,"[4, 9, 10, 13, 19]",5,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,123,288061024,"[2, 15, 20]",3,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,124,289061027,"[2, 3, 5, 14, 16, 20]",6,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,125,290061030,"[0, 2, 6, 12, 16, 17, 23]",7,7,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,126,291061033,"[6, 10]",2,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,127,292061036,"[5, 6, 14, 21]",4,4,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,0,3738647992,"[4, 8, 15, 22]",4,4,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,1,3739647995,"[0, 2, 4, 16, 19, 20, 23]",7,7,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,2,3740647998,"[0, 1, 3]",3,3,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,3,3741648001,"[12, 13]",2,2,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,4,3742648004,"[2, 7, 14, 16, 23]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,5,3743648007,"[0, 1, 9, 18]",4,4,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,6,3744648010,"[0, 6]",2,2,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,7,3745648013,"[0, 3, 4, 13, 19]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,8,3746648016,"[3, 5, 14, 18, 19]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,9,3747648019,"[0, 4, 13, 17]",4,4,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,10,3748648022,"[3, 6, 15, 21, 23]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,11,3749648025,"[1, 3, 10, 13, 16]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,12,3750648028,"[2, 4, 5, 16]",4,4,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,13,3751648031,"[1, 6, 12, 16, 20]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,14,3752648034,"[2, 7, 8, 17, 22]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,15,3753648037,"[0, 2, 3, 4, 12, 15, 23]",7,7,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,16,3754648040,"[2, 5, 6, 9, 14, 18, 22]",7,7,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,17,3755648043,"[1, 8, 11, 13, 14, 17, 22]",7,7,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,18,3756648046,"[0, 2, 6, 20, 22]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,19,3757648049,"[0, 9, 13, 16, 19]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,20,3758648052,"[2, 14, 15, 18, 19]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,21,3759648055,"[2, 3, 8, 11, 18, 23]",6,6,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,22,3760648058,"[5, 10, 13, 16]",4,4,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,23,3761648061,"[0, 1, 3, 4, 5, 7, 10, 12, 13, 21]",10,10,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,24,3762648064,"[4, 7, 8, 10, 20, 21]",6,6,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,25,3763648067,[10],1,1,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,26,3764648070,"[2, 3, 4, 6, 8, 11, 15, 16]",8,8,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,27,3765648073,"[0, 1, 3, 5, 7]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,28,3766648076,"[1, 3, 11, 14, 20]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,29,3767648079,"[7, 20, 22]",3,3,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,30,3768648082,"[0, 2, 3, 7, 13, 22, 23]",7,6,1,1
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,31,3769648085,"[0, 2, 5, 6, 7, 9, 11, 16, 17]",9,9,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,32,3770648088,"[0, 5, 9, 15, 18, 22]",6,6,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,33,3771648091,"[1, 4, 7, 13, 18]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,34,3772648094,[1],1,1,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,35,3773648097,"[0, 1, 2, 6, 10, 21, 22]",7,7,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,36,3774648100,"[3, 11, 15, 18, 20]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,37,3775648103,"[1, 2, 3, 6, 9, 14, 18]",7,7,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,38,3776648106,"[5, 6, 8, 9, 10, 11, 16, 18, 21]",9,9,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,39,3777648109,"[4, 6, 10, 12, 13, 15, 18, 19]",8,8,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,40,3778648112,"[1, 11, 12, 17, 22, 23]",6,6,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,41,3779648115,"[10, 12, 13, 15, 16, 17, 23]",7,7,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,42,3780648118,"[1, 6, 15, 18, 21]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,43,3781648121,"[0, 1, 7, 15, 17, 20, 21, 23]",8,8,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,44,3782648124,"[2, 3, 10, 11, 14, 15, 19, 23]",8,8,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,45,3783648127,"[2, 4, 12, 13, 16, 18]",6,6,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,46,3784648130,"[0, 12, 17, 19]",4,4,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,47,3785648133,"[0, 2, 13, 16, 18, 20]",6,6,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,48,3786648136,"[1, 13, 14, 18, 20]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,49,3787648139,"[4, 10, 11, 14]",4,4,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,50,3788648142,"[3, 4, 6, 9, 10, 15]",6,6,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,51,3789648145,"[3, 4, 5, 6, 10, 12, 16, 19]",8,8,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,52,3790648148,"[1, 9, 11, 14, 15, 19, 21]",7,7,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,53,3791648151,"[1, 7, 18, 22]",4,4,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,54,3792648154,"[1, 10, 13, 15]",4,4,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,55,3793648157,"[5, 9, 12, 15, 21]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,56,3794648160,"[1, 8, 10, 15, 16]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,57,3795648163,"[1, 2, 3, 7, 9, 12, 13, 16, 19]",9,9,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,58,3796648166,"[7, 10, 12, 15]",4,4,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,59,3797648169,"[2, 6, 8, 12, 13, 14, 19, 22]",8,8,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,60,3798648172,"[2, 6, 7, 9, 12, 13, 19, 20]",8,8,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,61,3799648175,"[0, 12, 16, 22]",4,4,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,62,3800648178,"[1, 3, 9, 15, 16, 21, 22]",7,7,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,63,3801648181,"[4, 8, 9, 16, 17]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,64,3802648184,"[0, 5, 8, 9, 12, 13, 14, 22]",8,8,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,65,3803648187,[18],1,1,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,66,3804648190,"[2, 4, 6, 7, 10, 18, 23]",7,7,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,67,3805648193,"[0, 14, 17, 19, 22, 23]",6,6,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,68,3806648196,"[8, 11, 14, 21, 23]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,69,3807648199,"[5, 6, 7, 16, 17, 21, 22]",7,7,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,70,3808648202,"[7, 9, 12, 17, 22]",5,5,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,71,3809648205,[8],1,1,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,72,3810648208,"[0, 3, 4, 13, 22, 23]",6,6,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,73,3811648211,"[3, 6, 10, 13, 16, 19, 23]",7,7,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,74,3812648214,"[2, 7, 10, 12, 16, 20]",6,6,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,75,3813648217,"[0, 1, 4, 11, 18, 19, 20, 22]",8,8,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,76,3814648220,"[0, 8, 10, 17, 18, 20, 23]",7,7,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,77,3815648223,"[6, 10, 11, 16, 17, 20]",6,6,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,78,3816648226,"[7, 12, 13, 15, 16, 18, 19, 20, 23]",9,8,1,1
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,79,3817648229,"[3, 21]",2,2,0,0
code_n24_k12_cw3_000_q01,code_n24_k12_cw3_000,q01,train,80,3818648232,"[0, 1, 6, 7, 14, 15]",6,6,0,0
