row_id,graph_id,q_id,split,q,K,z,disconnect_fraction
g_n16_m24_k2_009_q00,g_n16_m24_k2_009,q00,train,0.2,256,17,0.06640625
g_n16_m24_k2_009_q01,g_n16_m24_k2_009,q01,train,0.3,256,44,0.171875
g_n16_m24_k2_009_q02,g_n16_m24_k2_009,q02,train,0.4,256,83,0.32421875
g_n16_m24_k2_009_q03,g_n16_m24_k2_009,q03,train,0.5,256,125,0.48828125
g_n16_m24_k2_010_q00,g_n16_m24_k2_010,q00,train,0.2,256,40,0.15625
g_n16_m24_k2_010_q01,g_n16_m24_k2_010,q01,train,0.3,256,96,0.375
g_n16_m24_k2_010_q02,g_n16_m24_k2_010,q02,train,0.4,256,157,0.61328125
g_n16_m24_k2_010_q03,g_n16_m24_k2_010,q03,train,0.5,256,203,0.79296875
g_n16_m24_k2_011_q00,g_n16_m24_k2_011,q00,train,0.2,256,17,0.06640625
g_n16_m24_k2_011_q01,g_n16_m24_k2_011,q01,train,0.3,256,44,0.171875
g_n16_m24_k2_011_q02,g_n16_m24_k2_011,q02,train,0.4,256,79,0.30859375
g_n16_m24_k2_011_q03,g_n16_m24_k2_011,q03,train,0.5,256,122,0.4765625
g_n16_m24_k2_012_q00,g_n16_m24_k2_012,q00,train,0.2,256,11,0.04296875
g_n16_m24_k2_012_q01,g_n16_m24_k2_012,q01,train,0.3,256,51,0.19921875
g_n16_m24_k2_012_q02,g_n16_m24_k2_012,q02,train,0.4,256,105,0.41015625
g_n16_m24_k2_012_q03,g_n16_m24_k2_012,q03,train,0.5,256,155,0.60546875
g_n16_m24_k2_013_q00,g_n16_m24_k2_013,q00,test,0.2,256,39,0.15234375
g_n16_m24_k2_013_q01,g_n16_m24_k2_013,q01,test,0.3,256,87,0.33984375
g_n16_m24_k2_013_q02,g_n16_m24_k2_013,q02,test,0.4,256,115,0.44921875
g_n16_m24_k2_013_q03,g_n16_m24_k2_013,q03,test,0.5,256,195,0.76171875
g_n16_m24_k2_014_q00,g_n16_m24_k2_014,q00,train,0.2,256,33,0.12890625
g_n16_m24_k2_014_q01,g_n16_m24_k2_014,q01,train,0.3,256,82,0.3203125
g_n16_m24_k2_014_q02,g_n16_m24_k2_014,q02,train,0.4,256,153,0.59765625
g_n16_m24_k2_014_q03,g_n16_m24_k2_014,q03,train,0.5,256,201,0.78515625
g_n16_m24_k2_015_q00,g_n16_m24_k2_015,q00,train,0.2,256,34,0.1328125
g_n16_m24_k2_015_q01,g_n16_m24_k2_015,q01,train,0.3,256,98,0.3828125
g_n16_m24_k2_015_q02,g_n16_m24_k2_015,q02,train,0.4,256,157,0.61328125
g_n16_m24_k2_015_q03,g_n16_m24_k2_015,q03,train,0.5,256,208,0.8125
g_n16_m24_k2_016_q00,g_n16_m24_k2_016,q00,validation,0.2,256,20,0.078125
g_n16_m24_k2_016_q01,g_n16_m24_k2_016,q01,validation,0.3,256,46,0.1796875
g_n16_m24_k2_016_q02,g_n16_m24_k2_016,q02,validation,0.4,256,97,0.37890625
g_n16_m24_k2_016_q03,g_n16_m24_k2_016,q03,validation,0.5,256,158,0.6171875
g_n16_m24_k2_017_q00,g_n16_m24_k2_017,q00,validation,0.2,256,25,0.09765625
g_n16_m24_k2_017_q01,g_n16_m24_k2_017,q01,validation,0.3,256,60,0.234375
g_n16_m24_k2_017_q02,g_n16_m24_k2_017,q02,validation,0.4,256,118,0.4609375
g_n16_m24_k2_017_q03,g_n16_m24_k2_017,q03,validation,0.5,256,164,0.640625
g_n16_m24_k2_018_q00,g_n16_m24_k2_018,q00,test,0.2,256,12,0.046875
g_n16_m24_k2_018_q01,g_n16_m24_k2_018,q01,test,0.3,256,41,0.16015625
g_n16_m24_k2_018_q02,g_n16_m24_k2_018,q02,test,0.4,256,81,0.31640625
g_n16_m24_k2_018_q03,g_n16_m24_k2_018,q03,test,0.5,256,143,0.55859375
g_n16_m24_k2_019_q00,g_n16_m24_k2_019,q00,train,0.2,256,34,0.1328125
g_n16_m24_k2_019_q01,g_n16_m24_k2_019,q01,train,0.3,256,85,0.33203125
g_n16_m24_k2_019_q02,g_n16_m24_k2_019,q02,train,0.4,256,139,0.54296875
g_n16_m24_k2_019_q03,g_n16_m24_k2_019,q03,train,0.5,256,175,0.68359375
g_n16_m24_k2_020_q00,g_n16_m24_k2_020,q00,test,0.2,256,27,0.10546875
g_n16_m24_k2_020_q01,g_n16_m24_k2_020,q01,test,0.3,256,66,0.2578125
g_n16_m24_k2_020_q02,g_n16_m24_k2_020,q02,test,0.4,256,124,0.484375
g_n16_m24_k2_020_q03,g_n16_m24_k2_020,q03,test,0.5,256,184,0.71875
g_n16_m24_k2_021_q00,g_n16_m24_k2_021,q00,test,0.2,256,27,0.10546875
g_n16_m24_k2_021_q01,g_n16_m24_k2_021,q01,test,0.3,256,83,0.32421875
g_n16_m24_k2_021_q02,g_n16_m24_k2_021,q02,test,0.4,256,154,0.6015625
g_n16_m24_k2_021_q03,g_n16_m24_k2_021,q03,test,0.5,256,190,0.7421875
g_n16_m24_k2_022_q00,g_n16_m24_k2_022,q00,train,0.2,256,32,0.125
g_n16_m24_k2_022_q01,g_n16_m24_k2_022,q01,train,0.3,256,76,0.296875
g_n16_m24_k2_022_q02,g_n16_m24_k2_022,q02,train,0.4,256,135,0.52734375
g_n16_m24_k2_022_q03,g_n16_m24_k2_022,q03,train,0.5,256,201,0.78515625
g_n16_m24_k2_023_q00,g_n16_m24_k2_023,q00,train,0.2,256,44,0.171875
g_n16_m24_k2_023_q01,g_n16_m24_k2_023,q01,train,0.3,256,99,0.38671875
g_n16_m24_k2_023_q02,g_n16_m24_k2_023,q02,train,0.4,256,158,0.6171875
g_n16_m24_k2_023_q03,g_n16_m24_k2_023,q03,train,0.5,256,223,0.87109375
g_n16_m24_k2_024_q00,g_n16_m24_k2_024,q00,train,0.2,256,31,0.12109375
g_n16_m24_k2_024_q01,g_n16_m24_k2_024,q01,train,0.3,256,96,0.375
g_n16_m24_k2_024_q02,g_n16_m24_k2_024,q02,train,0.4,256,140,0.546875
g_n16_m24_k2_024_q03,g_n16_m24_k2_024,q03,train,0.5,256,196,0.765625
g_n16_m24_k2_025_q00,g_n16_m24_k2_025,q00,train,0.2,256,42,0.1640625
g_n16_m24_k2_025_q01,g_n16_m24_k2_025,q01,train,0.3,256,88,0.34375
g_n16_m24_k2_025_q02,g_n16_m24_k2_025,q02,train,0.4,256,156,0.609375
g_n16_m24_k2_025_q03,g_n16_m24_k2_025,q03,train,0.5,256,212,0.828125
g_n16_m24_k2_026_q00,g_n16_m24_k2_026,q00,test,0.2,256,16,0.0625
g_n16_m24_k2_026_q01,g_n16_m24_k2_026,q01,test,0.3,256,46,0.1796875
g_n16_m24_k2_026_q02,g_n16_m24_k2_026,q02,test,0.4,256,109,0.42578125
g_n16_m24_k2_026_q03,g_n16_m24_k2_026,q03,test,0.5,256,151,0.58984375
g_n16_m24_k2_027_q00,g_n16_m24_k2_027,q00,train,0.2,256,23,0.08984375
g_n16_m24_k2_027_q01,g_n16_m24_k2_027,q01,train,0.3,256,58,0.2265625
g_n16_m24_k2_027_q02,g_n16_m24_k2_027,q02,train,0.4,256,109,0.42578125
g_n16_m24_k2_027_q03,g_n16_m24_k2_027,q03,train,0.5,256,153,0.59765625
g_n16_m24_k2_028_q00,g_n16_m24_k2_028,q00,train,0.2,256,26,0.1015625
g_n16_m24_k2_028_q01,g_n16_m24_k2_028,q01,train,0.3,256,60,0.234375
g_n16_m24_k2_028_q02,g_n16_m24_k2_028,q02,train,0.4,256,114,0.4453125
g_n16_m24_k2_028_q03,g_n16_m24_k2_028,q03,train,0.5,256,181,0.70703125
g_n16_m24_k2_029_q00,g_n16_m24_k2_029,q00,train,0.2,256,35,0.13671875
g_n16_m24_k2_029_q01,g_n16_m24_k2_029,q01,train,0.3,256,86,0.3359375
g_n16_m24_k2_029_q02,g_n16_m24_k2_029,q02,train,0.4,256,133,0.51953125
g_n16_m24_k2_029_q03,g_n16_m24_k2_029,q03,train,0.5,256,198,0.7734375
g_n16_m24_k2_030_q00,g_n16_m24_k2_030,q00,train,0.2,256,17,0.06640625
g_n16_m24_k2_030_q01,g_n16_m24_k2_030,q01,train,0.3,256,54,0.2109375
g_n16_m24_k2_030_q02,g_n16_m24_k2_030,q02,train,0.4,256,87,0.33984375
g_n16_m24_k2_030_q03,g_n16_m24_k2_030,q03,train,0.5,256,146,0.5703125
g_n16_m24_k2_031_q00,g_n16_m24_k2_031,q00,train,0.2,256,11,0.04296875
g_n16_m24_k2_031_q01,g_n16_m24_k2_031,q01,train,0.3,256,54,0.2109375
g_n16_m24_k2_031_q02,g_n16_m24_k2_031,q02,train,0.4,256,109,0.42578125
g_n16_m24_k2_031_q03,g_n16_m24_k2_031,q03,train,0.5,256,174,0.6796875
g_n16_m24_k2_032_q00,g_n16_m24_k2_032,q00,test,0.2,256,19,0.07421875
g_n16_m24_k2_032_q01,g_n16_m24_k2_032,q01,test,0.3,256,70,0.2734375
g_n16_m24_k2_032_q02,g_n16_m24_k2_032,q02,test,0.4,256,123,0.48046875
g_n16_m24_k2_032_q03,g_n16_m24_k2_032,q03,test,0.5,256,172,0.671875
g_n16_m24_k2_033_q00,g_n16_m24_k2_033,q00,validation,0.2,256,20,0.078125
g_n16_m24_k2_033_q01,g_n16_m24_k2_033,q01,validation,0.3,256,47,0.18359375
g_n16_m24_k2_033_q02,g_n16_m24_k2_033,q02,validation,0.4,256,86,0.3359375
g_n16_m24_k2_033_q03,g_n16_m24_k2_033,q03,validation,0.5,256,135,0.52734375
g_n16_m24_k2_034_q00,g_n16_m24_k2_034,q00,train,0.2,256,31,0.12109375
g_n16_m24_k2_034_q01,g_n16_m24_k2_034,q01,train,0.3,256,82,0.3203125
g_n16_m24_k2_034_q02,g_n16_m24_k2_034,q02,train,0.4,256,139,0.54296875
g_n16_m24_k2_034_q03,g_n16_m24_k2_034,q03,train,0.5,256,183,0.71484375
g_n16_m24_k2_035_q00,g_n16_m24_k2_035,q00,validation,0.2,256,28,0.109375
g_n16_m24_k2_035_q01,g_n16_m24_k2_035,q01,validation,0.3,256,79,0.30859375
g_n16_m24_k2_035_q02,g_n16_m24_k2_035,q02,validation,0.4,256,137,0.53515625
g_n16_m24_k2_035_q03,g_n16_m24_k2_035,q03,validation,0.5,256,191,0.74609375
g_n16_m24_k2_036_q00,g_n16_m24_k2_036,q00,train,0.2,256,38,0.1484375
g_n16_m24_k2_036_q01,g_n16_m24_k2_036,q01,train,0.3,256,99,0.38671875
g_n16_m24_k2_036_q02,g_n16_m24_k2_036,q02,train,0.4,256,155,0.60546875
g_n16_m24_k2_036_q03,g_n16_m24_k2_036,q03,train,0.5,256,188,0.734375
g_n16_m24_k2_037_q00,g_n16_m24_k2_037,q00,validation,0.2,256,41,0.16015625
g_n16_m24_k2_037_q01,g_n16_m24_k2_037,q01,validation,0.3,256,100,0.390625
g_n16_m24_k2_037_q02,g_n16_m24_k2_037,q02,validation,0.4,256,162,0.6328125
g_n16_m24_k2_037_q03,g_n16_m24_k2_037,q03,validation,0.5,256,207,0.80859375
g_n16_m24_k2_038_q00,g_n16_m24_k2_038,q00,validation,0.2,256,32,0.125
g_n16_m24_k2_038_q01,g_n16_m24_k2_038,q01,validation,0.3,256,86,0.3359375
g_n16_m24_k2_038_q02,g_n16_m24_k2_038,q02,validation,0.4,256,144,0.5625
g_n16_m24_k2_038_q03,g_n16_m24_k2_038,q03,validation,0.5,256,192,0.75
g_n16_m24_k2_039_q00,g_n16_m24_k2_039,q00,train,0.2,256,63,0.24609375
g_n16_m24_k2_039_q01,g_n16_m24_k2_039,q01,train,0.3,256,116,0.453125
g_n16_m24_k2_039_q02,g_n16_m24_k2_039,q02,train,0.4,256,180,0.703125
g_n16_m24_k2_039_q03,g_n16_m24_k2_039,q03,train,0.5,256,213,0.83203125
g_n20_m30_k2_000_q00,g_n20_m30_k2_000,q00,test,0.2,256,27,0.10546875
g_n20_m30_k2_000_q01,g_n20_m30_k2_000,q01,test,0.3,256,44,0.171875
g_n20_m30_k2_000_q02,g_n20_m30_k2_000,q02,test,0.4,256,87,0.33984375
g_n20_m30_k2_000_q03,g_n20_m30_k2_000,q03,test,0.5,256,135,0.52734375
g_n20_m30_k2_001_q00,g_n20_m30_k2_001,q00,train,0.2,256,32,0.125
g_n20_m30_k2_001_q01,g_n20_m30_k2_001,q01,train,0.3,256,88,0.34375
g_n20_m30_k2_001_q02,g_n20_m30_k2_001,q02,train,0.4,256,146,0.5703125
g_n20_m30_k2_001_q03,g_n20_m30_k2_001,q03,train,0.5,256,183,0.71484375
g_n20_m30_k2_002_q00,g_n20_m30_k2_002,q00,validation,0.2,256,30,0.1171875
g_n20_m30_k2_002_q01,g_n20_m30_k2_002,q01,validation,0.3,256,63,0.24609375
g_n20_m30_k2_002_q02,g_n20_m30_k2_002,q02,validation,0.4,256,113,0.44140625
g_n20_m30_k2_002_q03,g_n20_m30_k2_002,q03,validation,0.5,256,157,0.61328125
g_n20_m30_k2_003_q00,g_n20_m30_k2_003,q00,train,0.2,256,37,0.14453125
g_n20_m30_k2_003_q01,g_n20_m30_k2_003,q01,train,0.3,256,95,0.37109375
g_n20_m30_k2_003_q02,g_n20_m30_k2_003,q02,train,0.4,256,173,0.67578125
g_n20_m30_k2_003_q03,g_n20_m30_k2_003,q03,train,0.5,256,214,0.8359375
g_n20_m30_k2_004_q00,g_n20_m30_k2_004,q00,train,0.2,256,29,0.11328125
g_n20_m30_k2_004_q01,g_n20_m30_k2_004,q01,train,0.3,256,80,0.3125
g_n20_m30_k2_004_q02,g_n20_m30_k2_004,q02,train,0.4,256,155,0.60546875
g_n20_m30_k2_004_q03,g_n20_m30_k2_004,q03,train,0.5,256,192,0.75
g_n20_m30_k2_005_q00,g_n20_m30_k2_005,q00,test,0.2,256,25,0.09765625
g_n20_m30_k2_005_q01,g_n20_m30_k2_005,q01,test,0.3,256,83,0.32421875
g_n20_m30_k2_005_q02,g_n20_m30_k2_005,q02,test,0.4,256,136,0.53125
g_n20_m30_k2_005_q03,g_n20_m30_k2_005,q03,test,0.5,256,204,0.796875
g_n20_m30_k2_006_q00,g_n20_m30_k2_006,q00,test,0.2,256,20,0.078125
g_n20_m30_k2_006_q01,g_n20_m30_k2_006,q01,test,0.3,256,68,0.265625
g_n20_m30_k2_006_q02,g_n20_m30_k2_006,q02,test,0.4,256,136,0.53125
g_n20_m30_k2_006_q03,g_n20_m30_k2_006,q03,test,0.5,256,192,0.75
g_n20_m30_k2_007_q00,g_n20_m30_k2_007,q00,validation,0.2,256,34,0.1328125
g_n20_m30_k2_007_q01,g_n20_m30_k2_007,q01,validation,0.3,256,84,0.328125
g_n20_m30_k2_007_q02,g_n20_m30_k2_007,q02,validation,0.4,256,158,0.6171875
g_n20_m30_k2_007_q03,g_n20_m30_k2_007,q03,validation,0.5,256,203,0.79296875
g_n20_m30_k2_008_q00,g_n20_m30_k2_008,q00,train,0.2,256,31,0.12109375
g_n20_m30_k2_008_q01,g_n20_m30_k2_008,q01,train,0.3,256,58,0.2265625
g_n20_m30_k2_008_q02,g_n20_m30_k2_008,q02,train,0.4,256,100,0.390625
g_n20_m30_k2_008_q03,g_n20_m30_k2_008,q03,train,0.5,256,158,0.6171875
g_n20_m30_k2_009_q00,g_n20_m30_k2_009,q00,train,0.2,256,41,0.16015625
g_n20_m30_k2_009_q01,g_n20_m30_k2_009,q01,train,0.3,256,113,0.44140625
g_n20_m30_k2_009_q02,g_n20_m30_k2_009,q02,train,0.4,256,177,0.69140625
g_n20_m30_k2_009_q03,g_n20_m30_k2_009,q03,train,0.5,256,224,0.875
g_n20_m30_k2_010_q00,g_n20_m30_k2_010,q00,validation,0.2,256,20,0.078125
g_n20_m30_k2_010_q01,g_n20_m30_k2_010,q01,validation,0.3,256,64,0.25
g_n20_m30_k2_010_q02,g_n20_m30_k2_010,q02,validation,0.4,256,116,0.453125
g_n20_m30_k2_010_q03,g_n20_m30_k2_010,q03,validation,0.5,256,180,0.703125
g_n20_m30_k2_011_q00,g_n20_m30_k2_011,q00,test,0.2,256,37,0.14453125
g_n20_m30_k2_011_q01,g_n20_m30_k2_011,q01,test,0.3,256,85,0.33203125
g_n20_m30_k2_011_q02,g_n20_m30_k2_011,q02,test,0.4,256,150,0.5859375
g_n20_m30_k2_011_q03,g_n20_m30_k2_011,q03,test,0.5,256,211,0.82421875
g_n20_m30_k2_012_q00,g_n20_m30_k2_012,q00,train,0.2,256,37,0.14453125
g_n20_m30_k2_012_q01,g_n20_m30_k2_012,q01,train,0.3,256,92,0.359375
g_n20_m30_k2_012_q02,g_n20_m30_k2_012,q02,train,0.4,256,153,0.59765625
g_n20_m30_k2_012_q03,g_n20_m30_k2_012,q03,train,0.5,256,200,0.78125
g_n20_m30_k2_013_q00,g_n20_m30_k2_013,q00,train,0.2,256,53,0.20703125
g_n20_m30_k2_013_q01,g_n20_m30_k2_013,q01,train,0.3,256,118,0.4609375
g_n20_m30_k2_013_q02,g_n20_m30_k2_013,q02,train,0.4,256,169,0.66015625
g_n20_m30_k2_013_q03,g_n20_m30_k2_013,q03,train,0.5,256,230,0.8984375
g_n20_m30_k2_014_q00,g_n20_m30_k2_014,q00,train,0.2,256,21,0.08203125
g_n20_m30_k2_014_q01,g_n20_m30_k2_014,q01,train,0.3,256,71,0.27734375
g_n20_m30_k2_014_q02,g_n20_m30_k2_014,q02,train,0.4,256,118,0.4609375
g_n20_m30_k2_014_q03,g_n20_m30_k2_014,q03,train,0.5,256,175,0.68359375
g_n20_m30_k2_015_q00,g_n20_m30_k2_015,q00,train,0.2,256,47,0.18359375
g_n20_m30_k2_015_q01,g_n20_m30_k2_015,q01,train,0.3,256,110,0.4296875
g_n20_m30_k2_015_q02,g_n20_m30_k2_015,q02,train,0.4,256,160,0.625
g_n20_m30_k2_015_q03,g_n20_m30_k2_015,q03,train,0.5,256,199,0.77734375
g_n20_m30_k2_016_q00,g_n20_m30_k2_016,q00,train,0.2,256,45,0.17578125
g_n20_m30_k2_016_q01,g_n20_m30_k2_016,q01,train,0.3,256,100,0.390625
g_n20_m30_k2_016_q02,g_n20_m30_k2_016,q02,train,0.4,256,173,0.67578125
g_n20_m30_k2_016_q03,g_n20_m30_k2_016,q03,train,0.5,256,206,0.8046875
g_n20_m30_k2_017_q00,g_n20_m30_k2_017,q00,train,0.2,256,30,0.1171875
g_n20_m30_k2_017_q01,g_n20_m30_k2_017,q01,train,0.3,256,81,0.31640625
g_n20_m30_k2_017_q02,g_n20_m30_k2_017,q02,train,0.4,256,138,0.5390625
g_n20_m30_k2_017_q03,g_n20_m30_k2_017,q03,train,0.5,256,188,0.734375
g_n20_m30_k2_018_q00,g_n20_m30_k2_018,q00,test,0.2,256,26,0.1015625
g_n20_m30_k2_018_q01,g_n20_m30_k2_018,q01,test,0.3,256,55,0.21484375
g_n20_m30_k2_018_q02,g_n20_m30_k2_018,q02,test,0.4,256,131,0.51171875
g_n20_m30_k2_018_q03,g_n20_m30_k2_018,q03,test,0.5,256,177,0.69140625
g_n20_m30_k2_019_q00,g_n20_m30_k2_019,q00,train,0.2,256,15,0.05859375
g_n20_m30_k2_019_q01,g_n20_m30_k2_019,q01,train,0.3,256,71,0.27734375
g_n20_m30_k2_019_q02,g_n20_m30_k2_019,q02,train,0.4,256,106,0.4140625
g_n20_m30_k2_019_q03,g_n20_m30_k2_019,q03,train,0.5,256,154,0.6015625
g_n20_m30_k2_020_q00,g_n20_m30_k2_020,q00,train,0.2,256,41,0.16015625
g_n20_m30_k2_020_q01,g_n20_m30_k2_020,q01,train,0.3,256,119,0.46484375
g_n20_m30_k2_020_q02,g_n20_m30_k2_020,q02,train,0.4,256,192,0.75
g_n20_m30_k2_020_q03,g_n20_m30_k2_020,q03,train,0.5,256,228,0.890625
g_n20_m30_k2_021_q00,g_n20_m30_k2_021,q00,test,0.2,256,39,0.15234375
g_n20_m30_k2_021_q01,g_n20_m30_k2_021,q01,test,0.3,256,125,0.48828125
g_n20_m30_k2_021_q02,g_n20_m30_k2_021,q02,test,0.4,256,183,0.71484375
g_n20_m30_k2_021_q03,g_n20_m30_k2_021,q03,test,0.5,256,228,0.890625
g_n20_m30_k2_022_q00,g_n20_m30_k2_022,q00,test,0.2,256,44,0.171875
g_n20_m30_k2_022_q01,g_n20_m30_k2_022,q01,test,0.3,256,81,0.31640625
g_n20_m30_k2_022_q02,g_n20_m30_k2_022,q02,test,0.4,256,152,0.59375
g_n20_m30_k2_022_q03,g_n20_m30_k2_022,q03,test,0.5,256,190,0.7421875
g_n20_m30_k2_023_q00,g_n20_m30_k2_023,q00,validation,0.2,256,54,0.2109375
g_n20_m30_k2_023_q01,g_n20_m30_k2_023,q01,validation,0.3,256,134,0.5234375
g_n20_m30_k2_023_q02,g_n20_m30_k2_023,q02,validation,0.4,256,198,0.7734375
g_n20_m30_k2_023_q03,g_n20_m30_k2_023,q03,validation,0.5,256,234,0.9140625
g_n20_m30_k2_024_q00,g_n20_m30_k2_024,q00,train,0.2,256,40,0.15625
g_n20_m30_k2_024_q01,g_n20_m30_k2_024,q01,train,0.3,256,110,0.4296875
g_n20_m30_k2_024_q02,g_n20_m30_k2_024,q02,train,0.4,256,169,0.66015625
g_n20_m30_k2_024_q03,g_n20_m30_k2_024,q03,train,0.5,256,218,0.8515625
g_n20_m30_k2_025_q00,g_n20_m30_k2_025,q00,validation,0.2,256,30,0.1171875
g_n20_m30_k2_025_q01,g_n20_m30_k2_025,q01,validation,0.3,256,76,0.296875
g_n20_m30_k2_025_q02,g_n20_m30_k2_025,q02,validation,0.4,256,127,0.49609375
g_n20_m30_k2_025_q03,g_n20_m30_k2_025,q03,validation,0.5,256,188,0.734375
g_n20_m30_k2_026_q00,g_n20_m30_k2_026,q00,train,0.2,256,34,0.1328125
g_n20_m30_k2_026_q01,g_n20_m30_k2_026,q01,train,0.3,256,76,0.296875
g_n20_m30_k2_026_q02,g_n20_m30_k2_026,q02,train,0.4,256,136,0.53125
g_n20_m30_k2_026_q03,g_n20_m30_k2_026,q03,train,0.5,256,195,0.76171875
g_n20_m30_k2_027_q00,g_n20_m30_k2_027,q00,train,0.2,256,36,0.140625
g_n20_m30_k2_027_q01,g_n20_m30_k2_027,q01,train,0.3,256,74,0.2890625
g_n20_m30_k2_027_q02,g_n20_m30_k2_027,q02,train,0.4,256,169,0.66015625
g_n20_m30_k2_027_q03,g_n20_m30_k2_027,q03,train,0.5,256,212,0.828125
g_n20_m30_k2_028_q00,g_n20_m30_k2_028,q00,train,0.2,256,43,0.16796875
g_n20_m30_k2_028_q01,g_n20_m30_k2_028,q01,train,0.3,256,133,0.51953125
g_n20_m30_k2_028_q02,g_n20_m30_k2_028,q02,train,0.4,256,173,0.67578125
g_n20_m30_k2_028_q03,g_n20_m30_k2_028,q03,train,0.5,256,217,0.84765625
g_n20_m30_k2_029_q00,g_n20_m30_k2_029,q00,validation,0.2,256,43,0.16796875
g_n20_m30_k2_029_q01,g_n20_m30_k2_029,q01,validation,0.3,256,102,0.3984375
g_n20_m30_k2_029_q02,g_n20_m30_k2_029,q02,validation,0.4,256,173,0.67578125
g_n20_m30_k2_029_q03,g_n20_m30_k2_029,q03,validation,0.5,256,219,0.85546875
g_n20_m30_k2_030_q00,g_n20_m30_k2_030,q00,validation,0.2,256,31,0.12109375
g_n20_m30_k2_030_q01,g_n20_m30_k2_030,q01,validation,0.3,256,75,0.29296875
g_n20_m30_k2_030_q02,g_n20_m30_k2_030,q02,validation,0.4,256,141,0.55078125
g_n20_m30_k2_030_q03,g_n20_m30_k2_030,q03,validation,0.5,256,212,0.828125
g_n20_m30_k2_031_q00,g_n20_m30_k2_031,q00,train,0.2,256,44,0.171875
g_n20_m30_k2_031_q01,g_n20_m30_k2_031,q01,train,0.3,256,96,0.375
g_n20_m30_k2_031_q02,g_n20_m30_k2_031,q02,train,0.4,256,156,0.609375
g_n20_m30_k2_031_q03,g_n20_m30_k2_031,q03,train,0.5,256,210,0.8203125
g_n20_m30_k2_032_q00,g_n20_m30_k2_032,q00,train,0.2,256,25,0.09765625
g_n20_m30_k2_032_q01,g_n20_m30_k2_032,q01,train,0.3,256,68,0.265625
g_n20_m30_k2_032_q02,g_n20_m30_k2_032,q02,train,0.4,256,145,0.56640625
