code_id,split,n,k,r,rate,column_weight,seed,columns
code_n24_k12_cw3_014,train,24,12,12,0.5,3,2606713649,"[1048, 1092, 546, 3073, 2306, 392, 1044, 104, 577, 2320, 1090, 704, 400, 704, 2576, 1029, 608, 522, 70, 328, 200, 2576, 592, 524]"
code_n24_k12_cw3_015,train,24,12,12,0.5,3,2606713650,"[3076, 82, 1296, 896, 52, 641, 259, 266, 50, 145, 1027, 1033, 1344, 140, 262, 208, 2054, 552, 324, 274, 522, 3088, 584, 1034]"
code_n24_k12_cw3_016,train,24,12,12,0.5,3,2606713651,"[52, 578, 321, 2320, 44, 50, 100, 200, 641, 2177, 584, 552, 2592, 704, 770, 1057, 2240, 2576, 1282, 644, 280, 2057, 1104, 552]"
code_n24_k12_cw3_017,train,24,12,12,0.5,3,2606713652,"[385, 112, 2120, 70, 97, 1034, 448, 1296, 161, 161, 2060, 770, 292, 1044, 73, 2180, 14, 81, 168, 324, 22, 324, 19, 1120]"
code_n24_k12_cw3_018,test,24,12,12,0.5,3,2606713653,"[137, 548, 274, 200, 1282, 1600, 1104, 2192, 304, 133, 324, 2114, 532, 584, 67, 1120, 392, 2568, 2082, 641, 1033, 2624, 1104, 1537]"
code_n24_k12_cw3_019,train,24,12,12,0.5,3,2606713654,"[2144, 1312, 2144, 2576, 2116, 1664, 74, 133, 3104, 521, 84, 1044, 2120, 25, 1042, 2568, 515, 321, 328, 259, 1058, 81, 3200, 52]"
code_n24_k12_cw3_020,train,24,12,12,0.5,3,2606713655,"[2088, 522, 52, 322, 52, 2060, 274, 19, 280, 1168, 35, 1537, 292, 1042, 76, 56, 273, 1344, 1044, 200, 2576, 276, 2066, 517]"
code_n24_k12_cw3_021,validation,24,12,12,0.5,3,2606713656,"[1552, 274, 3104, 321, 2592, 1072, 352, 2072, 656, 11, 1160, 3200, 22, 56, 50, 1344, 518, 97, 49, 385, 2180, 38, 3088, 400]"
code_n24_k12_cw3_022,validation,24,12,12,0.5,3,2606713657,"[1282, 176, 2084, 74, 22, 261, 56, 276, 56, 28, 152, 140, 1160, 524, 2068, 280, 28, 3073, 2082, 1168, 321, 152, 769, 578]"
code_n24_k12_cw3_023,validation,24,12,12,0.5,3,2606713658,"[770, 44, 1282, 1096, 1552, 642, 530, 769, 2114, 137, 70, 3074, 2562, 2592, 2082, 352, 1154, 2592, 162, 1288, 560, 560, 148, 2432]"
code_n24_k12_cw3_024,train,24,12,12,0.5,3,2606713659,"[145, 84, 1030, 280, 1153, 400, 517, 2060, 35, 50, 584, 131, 49, 577, 88, 3136, 73, 704, 322, 70, 67, 1027, 42, 2058]"
code_n24_k12_cw3_025,train,24,12,12,0.5,3,2606713660,"[133, 1600, 546, 2144, 2082, 2568, 1282, 1538, 74, 3584, 2336, 137, 273, 3073, 530, 2088, 2084, 1029, 648, 1058, 13, 52, 2624, 2208]"
code_n24_k12_cw3_026,train,24,12,12,0.5,3,2606713661,"[2192, 3328, 138, 67, 2096, 2368, 1089, 521, 50, 1104, 2060, 3073, 2051, 265, 2308, 2144, 292, 1282, 11, 521, 2113, 14, 800, 3074]"
code_n24_k12_cw3_027,train,24,12,12,0.5,3,2606713662,"[524, 608, 14, 3074, 1184, 274, 3104, 2128, 1036, 1042, 261, 545, 336, 56, 385, 2054, 1029, 2178, 11, 2177, 3073, 1096, 70, 13]"
code_n24_k12_cw3_028,train,24,12,12,0.5,3,2606713663,"[168, 2120, 641, 2114, 1600, 1154, 772, 2054, 176, 385, 289, 164, 196, 3584, 138, 2576, 522, 69, 2128, 352, 1160, 1552, 388, 112]"
code_n24_k12_cw3_029,train,24,12,12,0.5,3,2606713664,"[896, 1090, 196, 1030, 592, 19, 776, 1090, 1568, 2054, 1060, 1090, 304, 3074, 2053, 131, 592, 642, 1030, 7, 2816, 2065, 2128, 2192]"
code_n24_k12_cw3_030,validation,24,12,12,0.5,3,2606713665,"[2368, 529, 2320, 137, 261, 193, 518, 1216, 770, 322, 224, 704, 644, 770, 532, 2305, 518, 2053, 19, 25, 2816, 2068, 800, 1096]"
code_n24_k12_cw3_031,train,24,12,12,0.5,3,2606713666,"[104, 2312, 259, 2120, 146, 3074, 2368, 1090, 386, 2240, 672, 1312, 134, 1296, 2576, 1154, 2592, 49, 200, 67, 896, 2208, 321, 321]"
code_n24_k12_cw3_032,train,24,12,12,0.5,3,2606713667,"[1664, 148, 134, 1041, 584, 388, 49, 2116, 133, 146, 134, 161, 13, 1096, 532, 1120, 266, 133, 2180, 1027, 386, 100, 2192, 13]"
code_n24_k12_cw3_033,train,24,12,12,0.5,3,2606713668,"[292, 546, 548, 152, 3584, 784, 3136, 3328, 3104, 3088, 97, 1089, 276, 26, 1544, 2082, 2096, 194, 385, 1156, 2308, 1312, 176, 1030]"
code_n24_k12_cw3_034,train,24,12,12,0.5,3,2606713669,"[2054, 2065, 2060, 769, 784, 42, 2312, 2308, 140, 1029, 577, 1104, 2066, 644, 162, 1034, 1184, 3104, 1160, 208, 1048, 2564, 292, 2312]"
code_n24_k12_cw3_035,test,24,12,12,0.5,3,2606713670,"[580, 25, 1538, 2576, 2054, 545, 521, 1184, 2082, 530, 1552, 1540, 84, 25, 776, 1537, 2624, 1064, 274, 321, 400, 2184, 2177, 81]"
code_n24_k12_cw3_036,validation,24,12,12,0.5,3,2606713671,"[37, 104, 2320, 37, 388, 2082, 98, 385, 56, 770, 336, 138, 289, 3073, 642, 522, 146, 336, 672, 2561, 656, 2177, 584, 1600]"
code_n24_k12_cw3_037,test,24,12,12,0.5,3,2606713672,"[2081, 2564, 1312, 448, 1153, 578, 268, 2144, 1153, 1089, 1064, 1168, 517, 1184, 1029, 656, 521, 26, 112, 2082, 2066, 262, 2240, 2564]"
code_n24_k12_cw3_038,test,24,12,12,0.5,3,2606713673,"[274, 770, 644, 274, 2368, 1036, 1027, 608, 416, 44, 2184, 400, 2564, 38, 352, 162, 289, 1792, 148, 3074, 196, 704, 580, 324]"
code_n24_k12_cw3_039,validation,24,12,12,0.5,3,2606713674,"[1060, 1030, 644, 74, 112, 1072, 224, 67, 2128, 42, 352, 97, 274, 2082, 2305, 52, 2066, 69, 1168, 161, 1060, 1792, 290, 50]"
code_n32_k16_cw3_000,train,32,16,16,0.5,3,2982916603,"[8328, 33808, 104, 49153, 592, 42, 16904, 18496, 176, 17424, 524, 36896, 2060, 6656, 536, 16904, 32897, 36928, 770, 8352, 2177, 49, 8201, 4132, 3076, 20608, 2688, 24584, 1156, 560, 292, 4136]"
code_n32_k16_cw3_001,train,32,16,16,0.5,3,2982916604,"[400, 560, 12296, 4225, 8232, 17424, 2368, 2082, 24832, 18440, 4116, 33284, 704, 18433, 4288, 36896, 1153, 32771, 1041, 76, 3080, 2058, 84, 22, 8225, 8272, 131, 32785, 704, 1104, 35840, 8449]"
code_n32_k16_cw3_002,train,32,16,16,0.5,3,2982916605,"[16450, 162, 18440, 4129, 328, 11264, 32840, 35840, 38912, 45056, 8456, 4416, 21504, 2072, 49664, 608, 4144, 176, 1537, 34818, 416, 4864, 24704, 1041, 3104, 1041, 33800, 2816, 33800, 8456, 5136, 8197]"
code_n32_k16_cw3_003,validation,32,16,16,0.5,3,2982916606,"[34848, 36896, 10272, 16513, 642, 16404, 45056, 32773, 8204, 4116, 16480, 32774, 800, 4354, 16904, 1064, 772, 34944, 36896, 3200, 4176, 16672, 8321, 33088, 2368, 32900, 4640, 33056, 33040, 321, 17920, 8384]"
code_n32_k16_cw3_004,train,32,16,16,0.5,3,2982916607,"[33808, 2688, 8324, 28, 10272, 8258, 16394, 97, 33408, 33040, 16528, 274, 34824, 266, 33920, 4609, 1544, 21504, 34817, 3074, 40976, 1156, 5128, 112, 2060, 546, 545, 17410, 4354, 33344, 16401, 1030]"
code_n32_k16_cw3_005,train,32,16,16,0.5,3,2982916608,"[33794, 2096, 32833, 328, 11264, 400, 32788, 8197, 259, 8226, 262, 24832, 9728, 8216, 16898, 12289, 16672, 8322, 14, 262, 193, 12544, 49408, 8452, 2144, 37888, 8195, 32804, 34818, 73, 4144, 33793]"
code_n32_k16_cw3_006,train,32,16,16,0.5,3,2982916609,"[33800, 416, 16514, 2688, 8195, 145, 8226, 522, 1156, 17536, 386, 25600, 32840, 517, 16520, 4136, 3104, 194, 8198, 352, 2320, 8464, 41216, 20608, 274, 161, 16520, 20992, 3584, 18464, 8210, 40964]"
code_n32_k16_cw3_007,validation,32,16,16,0.5,3,2982916610,"[16394, 16904, 33026, 9280, 12416, 4192, 69, 5124, 6152, 4416, 1058, 1064, 18434, 4168, 134, 32773, 16513, 8512, 82, 18944, 1284, 25, 2088, 2082, 20484, 522, 8324, 53248, 10248, 4640, 16644, 4130]"
code_n32_k16_cw3_008,validation,32,16,16,0.5,3,2982916611,"[12304, 40962, 4354, 1296, 8201, 16641, 70, 37376, 208, 16960, 33800, 20488, 8204, 1296, 24592, 33800, 4225, 1027, 4120, 1568, 40968, 7168, 8195, 4256, 1537, 36865, 33026, 49153, 8456, 2072, 9220, 6176]"
code_n32_k16_cw3_009,train,32,16,16,0.5,3,2982916612,"[8210, 8720, 24584, 16464, 9220, 530, 41088, 641, 2180, 6272, 328, 33536, 448, 1288, 193, 4114, 1027, 580, 2208, 16900, 24832, 32780, 16928, 13312, 44, 16520, 38, 10256, 2592, 1042, 416, 2128]"
code_n32_k16_cw3_010,train,32,16,16,0.5,3,2982916613,"[41984, 304, 32788, 16449, 84, 176, 4368, 642, 896, 9472, 548, 28672, 2208, 518, 32912, 388, 4640, 9220, 28, 8264, 1296, 16672, 704, 4130, 2082, 4368, 32864, 140, 4384, 33800, 49153, 578]"
code_n32_k16_cw3_011,train,32,16,16,0.5,3,2982916614,"[1282, 16897, 49156, 45056, 592, 12320, 13, 4640, 5136, 8195, 18688, 4130, 8576, 1664, 546, 53248, 10272, 4356, 8225, 42, 1030, 32848, 8197, 4256, 32897, 10368, 20544, 33312, 8228, 8456, 16396, 5122]"
code_n32_k16_cw3_012,train,32,16,16,0.5,3,2982916615,"[34824, 16528, 9232, 20544, 16408, 2054, 388, 16900, 32900, 5128, 1048, 2081, 16898, 33536, 18944, 35840, 776, 648, 16418, 24592, 4168, 321, 16418, 8258, 20512, 1281, 3104, 266, 3076, 32864, 41088, 32792]"
code_n32_k16_cw3_013,train,32,16,16,0.5,3,2982916616,"[18433, 304, 8328, 33028, 49664, 50, 152, 16528, 4129, 18464, 304, 4240, 10752, 34880, 4099, 33793, 33344, 2312, 2060, 1089, 36992, 32780, 7168, 8480, 3584, 52, 161, 6272, 1540, 4164, 20496, 8198]"
code_n32_k16_cw3_014,test,32,16,16,0.5,3,2982916617,"[49408, 33026, 448, 578, 800, 3136, 17152, 41472, 16417, 16449, 2065, 49408, 16432, 8260, 8198, 656, 4736, 33794, 8352, 11, 2114, 49280, 1344, 2144, 20512, 6272, 3104, 140, 8464, 4640, 37888, 8452]"
code_n32_k16_cw3_015,test,32,16,16,0.5,3,2982916618,"[36868, 784, 13, 97, 584, 34832, 10248, 4225, 16644, 265, 672, 4256, 12290, 2178, 35328, 1282, 34824, 4240, 784, 1027, 1092, 24580, 8288, 8456, 2624, 18496, 16648, 82, 1568, 20496, 18560, 16417]"
code_n32_k16_cw3_016,train,32,16,16,0.5,3,2982916619,"[769, 34304, 4354, 8708, 51200, 2060, 36868, 24578, 8324, 16514, 13312, 3076, 16912, 2592, 33408, 16904, 51200, 16898, 22528, 33040, 84, 1036, 137, 9220, 33824, 16904, 5124, 8264, 8195, 33800, 32912, 4102]"
code_n32_k16_cw3_017,train,32,16,16,0.5,3,2982916620,"[324, 10496, 4192, 67, 8384, 265, 36880, 8452, 41216, 4132, 33794, 9248, 224, 532, 36866, 416, 4108, 4288, 4144, 8197, 784, 16390, 16456, 33088, 2308, 6176, 1060, 32848, 16528, 4256, 2184, 17536]"
code_n32_k16_cw3_018,train,32,16,16,0.5,3,2982916621,"[32834, 22528, 552, 36928, 32771, 1092, 32808, 1090, 49160, 13, 17416, 18496, 8512, 12296, 261, 49, 5152, 24592, 3073, 2177, 4616, 1042, 4384, 352, 8708, 4480, 1538, 16464, 262, 32836, 16456, 8258]"
code_n32_k16_cw3_019,train,32,16,16,0.5,3,2982916622,"[16480, 2088, 769, 578, 33281, 4144, 98, 5376, 40976, 37376, 36866, 289, 4136, 17416, 33344, 1288, 8225, 5376, 2068, 5124, 8336, 448, 22528, 1288, 16576, 592, 26, 32777, 24578, 4116, 8464, 50176]"
code_n32_k16_cw3_020,train,32,16,16,0.5,3,2982916623,"[33026, 148, 1153, 4168, 131, 10242, 32786, 12800, 5124, 4360, 1042, 16408, 8512, 21, 32792, 1089, 37120, 4354, 16898, 1090, 20608, 10368, 1033, 35, 8322, 4120, 648, 4132, 5632, 10256, 9728, 33028]"
code_n32_k16_cw3_021,validation,32,16,16,0.5,3,2982916624,"[42, 18560, 32792, 1312, 2432, 261, 1060, 1030, 97, 32900, 25600, 16420, 34832, 2564, 1029, 49664, 8712, 8456, 164, 34880, 22528, 53248, 21, 16389, 16452, 9217, 25, 4609, 2320, 4226, 18433, 2068]"
code_n32_k16_cw3_022,test,32,16,16,0.5,3,2982916625,"[56, 2192, 2114, 4368, 12800, 40992, 16387, 2688, 4609, 1284, 1538, 73, 3076, 4162, 37376, 16520, 40961, 32912, 3088, 12292, 8209, 5248, 16544, 200, 5136, 8209, 4101, 2057, 1153, 16900, 82, 1344]"
code_n32_k16_cw3_023,train,32,16,16,0.5,3,2982916626,"[12544, 12416, 37888, 4368, 17412, 5122, 4225, 529, 4256, 19, 2051, 2088, 33040, 4610, 161, 16656, 33282, 32840, 8736, 1184, 10496, 41, 5184, 33028, 521, 32848, 10304, 8212, 2562, 33536, 1296, 176]"
code_n32_k16_cw3_024,train,32,16,16,0.5,3,2982916627,"[32898, 8322, 40968, 8768, 8232, 8705, 32833, 11, 8198, 32897, 18688, 1568, 4610, 25088, 4099, 8209, 8384, 592, 8712, 13312, 560, 386, 1048, 4228, 12352, 69, 1048, 10496, 4356, 4232, 42, 49664]"
code_n32_k16_cw3_025,train,32,16,16,0.5,3,2982916628,"[50, 546, 4672, 8708, 8450, 32897, 33344, 28672, 10248, 2144, 580, 24608, 10242, 35840, 36865, 28672, 4640, 268, 2177, 12800, 10242, 4240, 8352, 4108, 32788, 8202, 769, 12320, 16480, 41088, 21504, 896]"
code_n32_k16_cw3_026,train,32,16,16,0.5,3,2982916629,"[517, 74, 33796, 6208, 16928, 24577, 328, 2368, 268, 1027, 20736, 536, 2320, 8228, 16960, 2816, 273, 1664, 38912, 8209, 97, 4232, 49184, 2305, 5184, 1027, 3104, 20512, 4480, 17409, 522, 1090]"
code_n32_k16_cw3_027,test,32,16,16,0.5,3,2982916630,"[2057, 4640, 16904, 33296, 1792, 641, 24640, 32897, 4108, 416, 656, 1552, 50, 2184, 4864, 17024, 16424, 36880, 4288, 4228, 1344, 16576, 5136, 2113, 32804, 1027, 32777, 224, 6400, 8216, 4192, 268]"
code_n32_k16_cw3_028,test,32,16,16,0.5,3,2982916631,"[32848, 4360, 1153, 1034, 36992, 16480, 8204, 8226, 2081, 648, 8512, 49184, 33040, 10752, 5184, 2208, 2312, 261, 5121, 17424, 336, 18434, 2564, 16520, 1168, 33284, 16897, 1064, 8210, 4360, 1036, 16417]"
code_n32_k16_cw3_029,validation,32,16,16,0.5,3,2982916632,"[1058, 2178, 53248, 2058, 18944, 17152, 5121, 37120, 276, 49, 4226, 4640, 40976, 40962, 16390, 896, 290, 1034, 386, 2562, 8212, 84, 592, 17152, 18436, 2320, 152, 16513, 36896, 1092, 17472, 2081]"
code_n32_k16_cw3_030,train,32,16,16,0.5,3,2982916633,"[20736, 18436, 36868, 392, 40961, 1042, 81, 16417, 4736, 8384, 69, 2053, 40961, 2082, 776, 266, 32785, 16960, 8228, 4353, 2308, 16528, 16514, 137, 33028, 1284, 8512, 4164, 268, 4099, 8960, 328]"
code_n32_k16_cw3_031,test,32,16,16,0.5,3,2982916634,"[273, 16401, 4384, 22528, 70, 4132, 17472, 4616, 530, 16417, 6148, 4864, 8352, 16449, 832, 6145, 1544, 9224, 36992, 4240, 1064, 28672, 2065, 41, 40962, 34824, 50176, 24832, 41216, 16516, 1041, 8708]"
code_n32_k16_cw3_032,test,32,16,16,0.5,3,2982916635,"[1029, 8195, 112, 35840, 17152, 34820, 16544, 33026, 8352, 24580, 400, 2065, 11264, 24704, 259, 16656, 4612, 41216, 1036, 32792, 25088, 2058, 32788, 98, 1090, 33056, 4120, 524, 16900, 41216, 545, 33288]"
code_n32_k16_cw3_033,test,32,16,16,0.5,3,2982916636,"[4113, 352, 4353, 1664, 4225, 416, 33824, 8258, 8712, 10752, 9728, 112, 33025, 7, 1120, 800, 49, 2057, 40976, 28672, 4176, 33808, 784, 16576, 8960, 266, 776, 8512, 2081, 21, 3136, 529]"
code_n32_k16_cw3_034,validation,32,16,16,0.5,3,2982916637,"[16514, 14336, 8210, 9232, 16900, 6272, 4129, 16900, 22, 8336, 1792, 400, 10244, 800, 44, 656, 37120, 8321, 8832, 552, 131, 161, 36880, 4176, 20482, 2432, 17664, 4102, 22, 2144, 19456, 19]"
code_n32_k16_cw3_035,train,32,16,16,0.5,3,2982916638,"[578, 200, 57344, 4232, 1344, 2072, 82, 20608, 4105, 3073, 40964, 8464, 131, 34304, 33026, 12320, 6208, 1029, 16516, 2368, 16576, 1160, 1284, 8960, 36880, 14, 24640, 276, 16452, 18688, 40992, 35840]"
code_n32_k16_cw3_036,validation,32,16,16,0.5,3,2982916639,"[3073, 49280, 1288, 2082, 131, 8480, 4232, 1064, 2051, 2568, 1034, 4106, 34818, 1156, 6145, 6272, 16898, 32928, 2177, 36992, 6656, 76, 17412, 4616, 41984, 2561, 8708, 8720, 37888, 4108, 33536, 7]"
code_n32_k16_cw3_037,train,32,16,16,0.5,3,2982916640,"[352, 578, 4101, 532, 2305, 1568, 1296, 37120, 8736, 37, 1792, 2180, 8480, 545, 8352, 25600, 770, 40962, 53248, 98, 33312, 17920, 18448, 4168, 32904, 34824, 18464, 8336, 4144, 548, 1104, 8705]"
code_n32_k16_cw3_038,train,32,16,16,0.5,3,2982916641,"[8264, 2208, 1089, 12800, 50, 7168, 4360, 12544, 32928, 22528, 33824, 2096, 1044, 22528, 20488, 4384, 17664, 36896, 4168, 578, 38, 134, 4616, 259, 32808, 521, 8480, 328, 33028, 17536, 41216, 5376]"
code_n32_k16_cw3_039,validation,32,16,16,0.5,3,2982916642,"[10242, 2072, 4130, 224, 6148, 8226, 16449, 524, 6146, 2306, 32834, 4108, 20488, 32802, 16912, 8576, 2184, 17440, 200, 82, 16898, 4480, 16417, 1544, 16401, 552, 896, 34832, 9224, 4130, 592, 4164]"
