graph_id,split,n,e0,kappa0,tau_stratum,tau0,log_tau0,seed,edges
g_n24_e48_k2_mid_10,train,24,48,2,mid,31877829888,24.18517661728422,953054330,"[[0, 2], [0, 3], [0, 4], [0, 8], [0, 9], [0, 11], [0, 13], [1, 7], [1, 8], [2, 6], [2, 8], [2, 10], [3, 5], [3, 6], [3, 10], [4, 6], [4, 7], [4, 8], [5, 6], [5, 8], [5, 17], [6, 8], [6, 10], [6, 11], [8, 9], [12, 14], [12, 17], [12, 21], [13, 14], [13, 16], [13, 18], [13, 22], [14, 15], [14, 21], [14, 23], [15, 16], [15, 18], [15, 21], [15, 23], [16, 17], [16, 23], [17, 19], [18, 22], [19, 20], [19, 23], [20, 21], [20, 22], [22, 23]]"
g_n24_e48_k2_mid_11,test,24,48,2,mid,31969277624,24.18804120432966,953054338,"[[0, 2], [0, 3], [0, 4], [0, 6], [0, 9], [0, 11], [1, 7], [1, 9], [1, 10], [2, 6], [2, 10], [3, 4], [3, 7], [3, 11], [4, 6], [4, 7], [4, 11], [5, 9], [5, 10], [6, 8], [7, 9], [8, 9], [8, 12], [9, 11], [10, 18], [12, 16], [12, 20], [12, 22], [12, 23], [13, 16], [13, 17], [13, 20], [14, 15], [14, 17], [14, 20], [15, 21], [16, 17], [16, 18], [16, 21], [16, 22], [17, 20], [17, 21], [18, 23], [19, 21], [19, 23], [21, 22], [21, 23], [22, 23]]"
g_n24_e48_k2_mid_12,train,24,48,2,mid,32709357303,24.21092702996983,953054404,"[[0, 1], [0, 2], [0, 3], [0, 10], [1, 5], [1, 9], [1, 10], [1, 14], [2, 4], [2, 6], [2, 7], [2, 9], [2, 10], [3, 5], [3, 6], [3, 8], [4, 6], [4, 7], [4, 11], [5, 8], [5, 20], [6, 11], [7, 8], [8, 9], [8, 10], [12, 13], [12, 14], [12, 17], [12, 18], [12, 21], [13, 14], [13, 18], [13, 20], [14, 15], [14, 18], [14, 19], [15, 17], [15, 20], [15, 21], [15, 22], [15, 23], [16, 20], [16, 23], [17, 19], [17, 20], [18, 19], [20, 23], [22, 23]]"
g_n24_e48_k2_mid_13,train,24,48,2,mid,32909977704,24.21704172241738,953054369,"[[0, 2], [0, 6], [1, 2], [1, 8], [1, 10], [2, 6], [2, 7], [2, 9], [2, 10], [3, 4], [3, 6], [3, 7], [3, 11], [3, 17], [4, 7], [4, 11], [5, 7], [5, 10], [6, 11], [7, 9], [8, 9], [8, 10], [8, 11], [9, 11], [9, 21], [12, 16], [12, 22], [12, 23], [13, 15], [13, 17], [13, 19], [13, 21], [13, 23], [14, 15], [14, 16], [14, 21], [14, 23], [15, 19], [15, 21], [15, 23], [16, 23], [17, 18], [18, 22], [19, 20], [19, 21], [20, 21], [20, 22], [21, 22]]"
g_n24_e48_k2_mid_14,test,24,48,2,mid,33035947664,24.220862128682462,953054402,"[[0, 1], [0, 3], [0, 9], [0, 10], [0, 11], [1, 2], [1, 4], [1, 6], [1, 10], [2, 4], [2, 9], [2, 16], [3, 7], [3, 8], [3, 9], [3, 10], [4, 10], [4, 11], [4, 13], [5, 6], [5, 7], [5, 11], [7, 8], [7, 11], [8, 11], [12, 20], [12, 21], [13, 15], [13, 21], [14, 17], [14, 19], [14, 21], [14, 23], [15, 16], [15, 21], [16, 17], [16, 18], [16, 19], [16, 21], [16, 22], [17, 23], [18, 21], [18, 23], [19, 20], [19, 22], [20, 21], [20, 22], [21, 23]]"
g_n24_e48_k2_mid_15,train,24,48,2,mid,33098630022,24.222757729409434,953054408,"[[0, 2], [0, 3], [0, 4], [0, 8], [0, 9], [1, 9], [1, 11], [2, 3], [2, 4], [2, 5], [2, 9], [3, 7], [3, 9], [3, 10], [4, 7], [4, 23], [5, 6], [5, 9], [6, 8], [6, 9], [6, 16], [7, 8], [7, 11], [9, 11], [10, 11], [12, 15], [12, 16], [12, 17], [12, 18], [12, 19], [12, 22], [12, 23], [13, 14], [13, 17], [13, 21], [13, 23], [14, 20], [14, 21], [15, 16], [15, 19], [15, 20], [15, 21], [15, 23], [16, 17], [17, 22], [18, 23], [20, 21], [20, 22]]"
g_n24_e48_k2_mid_16,validation,24,48,2,mid,34555589124,24.265835143223036,953054306,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 7], [0, 10], [1, 3], [1, 4], [1, 5], [1, 8], [1, 11], [2, 7], [2, 11], [3, 6], [4, 10], [5, 10], [6, 10], [7, 21], [8, 9], [8, 10], [8, 11], [9, 11], [10, 11], [10, 18], [12, 14], [12, 17], [12, 21], [13, 16], [13, 20], [13, 22], [14, 15], [14, 17], [14, 20], [14, 23], [15, 17], [15, 18], [15, 23], [16, 17], [16, 20], [16, 21], [17, 21], [18, 23], [19, 20], [19, 22], [19, 23], [21, 22], [22, 23]]"
g_n24_e48_k2_mid_17,train,24,48,2,mid,34623232152,24.26779074316851,953054334,"[[0, 2], [0, 4], [0, 5], [0, 11], [1, 2], [1, 3], [1, 4], [1, 8], [1, 11], [1, 23], [2, 5], [2, 8], [3, 5], [3, 8], [3, 10], [4, 7], [4, 9], [4, 10], [5, 7], [5, 8], [5, 11], [6, 9], [6, 10], [6, 11], [10, 18], [12, 13], [12, 14], [12, 21], [12, 23], [13, 14], [13, 16], [13, 21], [13, 23], [15, 17], [15, 21], [15, 23], [16, 17], [16, 18], [16, 19], [17, 21], [18, 19], [18, 20], [18, 22], [19, 20], [19, 21], [20, 21], [21, 23], [22, 23]]"
g_n24_e48_k2_mid_18,validation,24,48,2,mid,34643608425,24.268379084528334,953054308,"[[0, 1], [0, 3], [0, 5], [0, 7], [0, 8], [0, 9], [1, 4], [1, 7], [1, 8], [1, 10], [2, 3], [2, 6], [2, 8], [3, 5], [3, 8], [3, 9], [3, 10], [3, 11], [4, 6], [4, 19], [5, 9], [6, 9], [8, 10], [8, 11], [8, 18], [12, 13], [12, 21], [12, 22], [13, 17], [13, 20], [14, 15], [14, 16], [14, 17], [14, 19], [14, 22], [15, 21], [15, 22], [15, 23], [16, 17], [16, 19], [17, 18], [17, 21], [17, 23], [18, 19], [18, 21], [18, 23], [20, 21], [20, 23]]"
g_n24_e48_k2_mid_19,train,24,48,2,mid,35103082704,24.281554789886513,953054400,"[[0, 1], [0, 4], [1, 3], [1, 4], [1, 7], [1, 9], [1, 10], [1, 11], [1, 16], [2, 10], [2, 11], [3, 4], [3, 7], [3, 8], [4, 5], [4, 7], [4, 21], [5, 9], [5, 11], [6, 7], [6, 8], [6, 11], [7, 11], [8, 11], [9, 11], [12, 16], [12, 18], [12, 21], [12, 22], [13, 14], [13, 17], [13, 19], [13, 21], [14, 15], [14, 16], [14, 23], [15, 17], [15, 18], [16, 22], [17, 19], [17, 20], [17, 22], [18, 20], [18, 22], [19, 22], [20, 23], [21, 23], [22, 23]]"
g_n24_e48_k2_high_20,train,24,48,2,high,51158673032,24.65819787571316,953054328,"[[0, 4], [0, 9], [0, 10], [1, 3], [1, 6], [1, 8], [1, 9], [2, 3], [2, 8], [2, 9], [2, 11], [3, 4], [3, 6], [3, 10], [4, 5], [4, 6], [5, 6], [5, 8], [6, 7], [6, 10], [6, 11], [6, 20], [7, 8], [7, 14], [10, 11], [12, 13], [12, 14], [12, 18], [12, 20], [12, 23], [13, 14], [13, 16], [14, 16], [14, 21], [15, 19], [15, 20], [15, 22], [16, 18], [16, 19], [16, 21], [17, 18], [17, 19], [17, 20], [17, 22], [17, 23], [19, 20], [19, 23], [22, 23]]"
g_n24_e48_k2_high_21,train,24,48,2,high,52103433630,24.676496688140645,953054350,"[[0, 2], [0, 6], [0, 7], [0, 8], [0, 9], [1, 4], [1, 8], [1, 11], [1, 17], [2, 8], [2, 9], [2, 10], [2, 18], [3, 7], [3, 8], [3, 9], [4, 5], [4, 6], [4, 9], [4, 10], [4, 11], [5, 6], [5, 10], [6, 11], [8, 10], [12, 15], [12, 20], [12, 21], [12, 22], [12, 23], [13, 17], [13, 18], [13, 19], [13, 20], [13, 22], [14, 17], [14, 18], [14, 19], [15, 18], [16, 19], [16, 20], [16, 21], [17, 20], [17, 22], [17, 23], [18, 19], [18, 22], [21, 23]]"
g_n24_e48_k2_high_22,train,24,48,2,high,52948892878,24.692592999955593,953054346,"[[0, 2], [0, 3], [0, 7], [1, 3], [1, 5], [1, 9], [1, 16], [2, 4], [2, 7], [2, 9], [3, 4], [3, 6], [3, 8], [4, 5], [4, 18], [5, 6], [5, 8], [5, 9], [5, 10], [6, 7], [7, 8], [7, 9], [8, 9], [9, 11], [10, 11], [12, 16], [12, 21], [12, 22], [13, 15], [13, 16], [13, 18], [13, 21], [14, 17], [14, 19], [14, 21], [14, 23], [15, 16], [15, 17], [16, 17], [16, 20], [17, 19], [18, 22], [18, 23], [19, 20], [19, 21], [19, 23], [20, 21], [22, 23]]"
g_n24_e48_k2_high_23,validation,24,48,2,high,54422725525,24.72004765219697,953054416,"[[0, 7], [0, 8], [0, 9], [0, 11], [1, 2], [1, 5], [1, 11], [2, 3], [2, 4], [2, 7], [2, 19], [3, 6], [3, 10], [3, 11], [4, 10], [4, 11], [4, 17], [5, 6], [5, 8], [5, 10], [6, 7], [6, 11], [7, 11], [8, 9], [8, 10], [12, 14], [12, 18], [12, 21], [13, 15], [13, 16], [13, 18], [13, 19], [14, 17], [14, 20], [14, 23], [15, 17], [15, 18], [15, 20], [15, 21], [16, 18], [16, 20], [16, 23], [17, 18], [17, 19], [17, 21], [18, 23], [20, 22], [22, 23]]"
g_n24_e48_k2_high_24,validation,24,48,2,high,54811301856,24.727162247884372,953054299,"[[0, 1], [0, 6], [0, 7], [0, 17], [1, 2], [1, 5], [1, 8], [2, 4], [2, 8], [2, 9], [3, 5], [3, 10], [3, 11], [4, 6], [4, 7], [4, 11], [5, 6], [5, 7], [5, 10], [5, 11], [5, 12], [6, 8], [6, 11], [7, 9], [9, 10], [12, 14], [12, 16], [12, 17], [12, 23], [13, 14], [13, 15], [13, 16], [13, 17], [13, 21], [14, 23], [15, 16], [15, 18], [15, 19], [15, 20], [15, 21], [16, 18], [16, 22], [18, 19], [18, 20], [19, 23], [20, 22], [20, 23], [22, 23]]"
g_n24_e48_k2_high_25,test,24,48,2,high,56996873140,24.76626224608327,953054322,"[[0, 3], [0, 4], [0, 7], [1, 4], [1, 6], [1, 11], [1, 22], [2, 3], [2, 4], [2, 7], [2, 8], [3, 10], [4, 5], [4, 7], [4, 8], [4, 9], [5, 7], [5, 9], [6, 9], [6, 10], [6, 11], [7, 8], [7, 11], [8, 11], [8, 14], [12, 14], [12, 19], [12, 21], [13, 15], [13, 18], [13, 23], [14, 16], [14, 17], [14, 23], [15, 16], [15, 21], [16, 17], [16, 20], [17, 18], [17, 22], [17, 23], [18, 19], [18, 23], [19, 22], [20, 22], [20, 23], [21, 22], [21, 23]]"
g_n24_e48_k2_high_26,train,24,48,2,high,62196754662,24.85356865947825,953054355,"[[0, 7], [0, 9], [0, 10], [1, 2], [1, 7], [1, 11], [2, 4], [2, 6], [2, 7], [2, 14], [3, 5], [3, 7], [3, 11], [4, 7], [4, 11], [5, 7], [5, 8], [5, 10], [6, 7], [6, 8], [7, 8], [7, 13], [8, 9], [9, 11], [10, 11], [12, 16], [12, 18], [12, 19], [13, 18], [13, 19], [13, 20], [13, 21], [14, 17], [14, 21], [14, 22], [15, 16], [15, 18], [15, 20], [16, 20], [16, 22], [17, 19], [17, 21], [17, 23], [19, 21], [19, 23], [20, 23], [21, 22], [22, 23]]"
g_n24_e48_k2_high_27,test,24,48,2,high,66214625217,24.916167200217195,953054385,"[[0, 1], [0, 4], [0, 11], [1, 5], [1, 10], [2, 3], [2, 6], [2, 7], [2, 8], [3, 7], [3, 10], [4, 6], [4, 7], [4, 11], [5, 6], [5, 9], [5, 11], [5, 18], [7, 9], [8, 10], [8, 11], [9, 10], [9, 11], [10, 11], [10, 15], [12, 15], [12, 17], [12, 20], [12, 23], [13, 18], [13, 21], [13, 22], [14, 20], [14, 22], [14, 23], [15, 17], [15, 18], [15, 22], [16, 17], [16, 21], [16, 22], [17, 18], [17, 19], [17, 21], [18, 20], [19, 21], [20, 21], [22, 23]]"
g_n24_e48_k2_high_28,train,24,48,2,high,67247725580,24.93164903448469,953054363,"[[0, 4], [0, 5], [0, 7], [1, 4], [1, 6], [1, 11], [2, 3], [2, 7], [2, 8], [3, 4], [3, 9], [3, 10], [3, 11], [4, 7], [4, 9], [5, 6], [5, 22], [6, 9], [6, 11], [7, 9], [7, 10], [8, 10], [8, 11], [9, 10], [9, 15], [12, 13], [12, 15], [12, 16], [12, 17], [13, 16], [13, 18], [13, 19], [13, 21], [14, 15], [14, 17], [14, 18], [15, 17], [15, 20], [15, 23], [16, 19], [16, 22], [17, 20], [17, 21], [17, 22], [18, 21], [19, 20], [19, 23], [21, 23]]"
g_n24_e48_k2_high_29,train,24,48,2,high,68651771877,24.952312779125926,953054414,"[[0, 1], [0, 8], [0, 9], [1, 3], [1, 4], [1, 5], [2, 4], [2, 5], [2, 6], [3, 6], [3, 7], [3, 8], [3, 11], [4, 8], [4, 10], [4, 11], [4, 15], [5, 6], [5, 9], [6, 10], [7, 9], [8, 9], [9, 10], [10, 11], [10, 20], [12, 16], [12, 18], [12, 20], [12, 22], [13, 15], [13, 17], [13, 18], [13, 21], [13, 23], [14, 17], [14, 20], [14, 23], [15, 16], [15, 19], [15, 21], [15, 23], [16, 17], [16, 22], [17, 18], [17, 23], [19, 22], [20, 21], [22, 23]]"
g_n24_e48_k3_low_00,train,24,48,3,low,63226793952,24.86999400319243,954054401,"[[0, 4], [0, 6], [0, 11], [0, 12], [1, 3], [1, 5], [1, 11], [2, 4], [2, 5], [2, 11], [3, 8], [3, 11], [4, 8], [4, 11], [5, 11], [6, 7], [6, 8], [6, 9], [6, 10], [7, 9], [7, 10], [8, 14], [9, 11], [10, 11], [11, 15], [12, 14], [12, 15], [12, 16], [12, 17], [12, 22], [12, 23], [13, 19], [13, 20], [13, 22], [13, 23], [14, 22], [14, 23], [15, 18], [15, 19], [16, 17], [16, 19], [16, 22], [17, 18], [17, 21], [18, 19], [18, 21], [19, 20], [20, 21]]"
g_n24_e48_k3_low_01,train,24,48,3,low,66330969855,24.917922742041384,954054316,"[[0, 1], [0, 2], [0, 10], [1, 2], [1, 7], [2, 7], [2, 9], [2, 10], [3, 4], [3, 5], [3, 9], [3, 14], [4, 5], [4, 6], [4, 20], [5, 6], [5, 10], [6, 8], [7, 11], [8, 9], [8, 10], [8, 11], [9, 10], [9, 13], [10, 11], [12, 13], [12, 15], [12, 19], [12, 20], [12, 22], [13, 15], [13, 23], [14, 16], [14, 17], [14, 20], [14, 21], [15, 20], [16, 18], [16, 19], [16, 21], [17, 19], [17, 22], [17, 23], [18, 21], [18, 22], [19, 22], [21, 22], [22, 23]]"
g_n24_e48_k3_low_02,train,24,48,3,low,67916058417,24.941538344535857,954054366,"[[0, 2], [0, 4], [0, 8], [0, 9], [0, 10], [0, 21], [1, 6], [1, 7], [1, 9], [2, 4], [2, 8], [2, 11], [3, 8], [3, 10], [3, 11], [4, 8], [4, 17], [5, 6], [5, 7], [5, 8], [6, 9], [6, 14], [7, 11], [8, 10], [9, 11], [12, 19], [12, 21], [12, 23], [13, 15], [13, 16], [13, 17], [13, 18], [13, 22], [13, 23], [14, 15], [14, 21], [14, 22], [15, 18], [15, 20], [15, 21], [16, 19], [16, 21], [17, 21], [17, 23], [18, 20], [19, 20], [19, 21], [21, 22]]"
g_n24_e48_k3_low_03,train,24,48,3,low,70725414024,24.982070808114788,954054370,"[[0, 4], [0, 5], [0, 9], [0, 23], [1, 2], [1, 4], [1, 11], [2, 5], [2, 11], [3, 6], [3, 7], [3, 8], [3, 9], [3, 10], [3, 12], [4, 8], [4, 19], [5, 11], [6, 7], [6, 9], [6, 10], [7, 10], [8, 9], [8, 11], [9, 11], [12, 13], [12, 21], [12, 22], [13, 15], [13, 22], [14, 16], [14, 17], [14, 19], [15, 20], [15, 23], [16, 18], [16, 22], [16, 23], [17, 20], [17, 22], [17, 23], [18, 20], [18, 21], [19, 21], [19, 23], [20, 21], [21, 22], [21, 23]]"
g_n24_e48_k3_low_04,validation,24,48,3,low,71783431293,24.996919524435025,954054384,"[[0, 2], [0, 5], [0, 9], [0, 11], [1, 2], [1, 7], [1, 11], [2, 7], [3, 5], [3, 7], [3, 11], [4, 6], [4, 9], [4, 10], [5, 8], [5, 9], [5, 10], [6, 8], [6, 9], [6, 23], [7, 9], [8, 10], [9, 10], [9, 19], [10, 16], [12, 13], [12, 16], [12, 18], [12, 21], [13, 22], [13, 23], [14, 15], [14, 16], [14, 18], [14, 20], [14, 22], [15, 19], [15, 20], [16, 19], [16, 22], [16, 23], [17, 18], [17, 19], [17, 20], [17, 21], [17, 23], [19, 23], [21, 22]]"
g_n24_e48_k3_low_05,train,24,48,3,low,71824389992,24.997489948799714,954054306,"[[0, 1], [0, 4], [0, 6], [0, 8], [0, 9], [0, 10], [0, 11], [1, 4], [1, 6], [1, 18], [2, 6], [2, 7], [2, 11], [2, 23], [3, 7], [3, 9], [3, 10], [4, 8], [5, 9], [5, 10], [5, 11], [7, 9], [7, 20], [8, 11], [9, 10], [12, 14], [12, 15], [12, 16], [12, 17], [13, 17], [13, 18], [13, 19], [13, 22], [14, 18], [14, 21], [15, 20], [15, 22], [16, 18], [16, 19], [17, 21], [17, 22], [18, 20], [18, 21], [18, 22], [18, 23], [19, 23], [20, 23], [22, 23]]"
g_n24_e48_k3_low_06,validation,24,48,3,low,73739351364,25.023802433456602,954054394,"[[0, 3], [0, 5], [0, 7], [1, 6], [1, 7], [1, 11], [2, 4], [2, 5], [2, 8], [3, 5], [3, 10], [3, 11], [4, 6], [4, 11], [5, 9], [5, 10], [5, 11], [5, 12], [6, 8], [6, 14], [7, 10], [8, 9], [8, 11], [9, 11], [9, 22], [12, 13], [12, 14], [12, 15], [12, 23], [13, 16], [13, 17], [14, 17], [14, 23], [15, 17], [15, 18], [15, 20], [15, 21], [15, 22], [15, 23], [16, 20], [16, 23], [17, 22], [18, 19], [18, 20], [18, 21], [19, 20], [19, 21], [21, 22]]"
g_n24_e48_k3_low_07,test,24,48,3,low,73889094372,25.025831081236614,954054339,"[[0, 3], [0, 4], [0, 8], [1, 3], [1, 5], [1, 6], [1, 7], [1, 8], [1, 10], [1, 11], [1, 15], [2, 4], [2, 6], [2, 9], [3, 6], [3, 7], [3, 8], [4, 5], [4, 9], [5, 10], [5, 21], [6, 7], [7, 18], [9, 11], [10, 11], [12, 16], [12, 22], [12, 23], [13, 16], [13, 22], [13, 23], [14, 15], [14, 16], [14, 17], [14, 18], [15, 21], [15, 22], [16, 18], [17, 18], [17, 19], [17, 20], [18, 19], [18, 21], [19, 20], [19, 21], [19, 23], [20, 21], [20, 23]]"
g_n24_e48_k3_low_08,test,24,48,3,low,74838736352,25.038601453549145,954054355,"[[0, 5], [0, 7], [0, 11], [1, 3], [1, 6], [1, 8], [1, 11], [2, 3], [2, 4], [2, 5], [2, 8], [2, 9], [2, 22], [3, 10], [4, 6], [4, 10], [5, 7], [6, 8], [6, 9], [7, 11], [8, 11], [9, 10], [9, 11], [9, 20], [10, 18], [12, 13], [12, 15], [12, 20], [13, 14], [13, 21], [13, 23], [14, 16], [14, 20], [15, 17], [15, 18], [16, 17], [16, 19], [16, 20], [16, 22], [17, 19], [17, 20], [17, 22], [18, 19], [18, 20], [18, 22], [20, 21], [21, 23], [22, 23]]"
g_n24_e48_k3_low_09,train,24,48,3,low,74859783200,25.038882643345833,954054388,"[[0, 4], [0, 6], [0, 9], [0, 11], [0, 14], [1, 7], [1, 8], [1, 10], [2, 5], [2, 7], [2, 9], [3, 5], [3, 7], [3, 10], [4, 6], [4, 8], [5, 8], [6, 9], [7, 9], [7, 11], [8, 9], [8, 10], [9, 11], [9, 17], [11, 22], [12, 15], [12, 19], [12, 21], [13, 18], [13, 19], [13, 23], [14, 15], [14, 16], [14, 22], [15, 19], [15, 20], [16, 20], [16, 21], [16, 23], [17, 18], [17, 19], [17, 20], [17, 22], [17, 23], [18, 23], [19, 22], [20, 21], [21, 23]]"
g_n24_e48_k3_mid_10,train,24,48,3,mid,101094059973,25.339317207270494,954054417,"[[0, 1], [0, 6], [0, 11], [0, 20], [1, 5], [1, 7], [1, 12], [2, 7], [2, 9], [2, 11], [3, 5], [3, 6], [3, 9], [4, 5], [4, 8], [4, 9], [4, 10], [5, 9], [6, 7], [6, 8], [6, 9], [7, 11], [7, 17], [8, 10], [10, 11], [12, 13], [12, 15], [12, 16], [12, 18], [12, 19], [13, 14], [13, 15], [13, 16], [13, 18], [13, 23], [14, 20], [14, 22], [14, 23], [15, 17], [15, 21], [16, 19], [17, 19], [17, 22], [18, 20], [19, 20], [19, 21], [19, 23], [21, 22]]"
